"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40077",980,838,896,2846,668,1454,1720,2052,943,3354,604,1141,-0.482506792207404,7.62297953420645,-2.07493782356664,0.0568279211247008,0.999462289176556,-4.40846451538671
"2","GB40118",304,337,257,223,296,173,140,255,52,73,101,304,0.934601070003583,4.83200632786787,2.27976978735039,0.0387392817083032,0.999462289176556,-4.31400934957663
"3","GB40337",89,31,72,165,37,66,84,206,84,426,34,68,-0.890500819984932,3.72009538950528,-2.27581815174201,0.0390302617289538,0.999462289176556,-4.37984237302369
"4","GB40390",37,21,18,48,26,26,27,23,8,20,11,15,0.643077162458978,1.75747068959119,2.65283036983246,0.0188728880510682,0.999462289176556,-4.44753761228807
"5","GB40421",18,4,16,6,15,3,29,24,21,34,9,22,-1.51154432505216,1.13069351559876,-3.4016769346075,0.0042764510894754,0.999462289176556,-4.42159644430726
"6","GB41163",208,187,274,313,127,229,250,464,298,381,140,190,-0.470893049493895,5.2273646334782,-2.19962148372504,0.0450586071032698,0.999462289176556,-4.31947932741254
"7","GB41201",2,6,8,11,4,5,13,14,7,10,5,5,-0.746366342482358,0.167027084900628,-2.06765555994168,0.0575963488784066,0.999462289176556,-4.53815456180066
"8","GB41226",6,4,6,16,2,16,14,30,14,19,5,17,-1.22922537589635,0.701081082419209,-3.13208884219021,0.00731791514544644,0.999462289176556,-4.45832619770694
"9","GB41257",37,30,32,75,53,29,65,101,35,85,23,33,-0.502890741446298,2.82017593723859,-2.29993057084386,0.0372862619862457,0.999462289176556,-4.4323001632128
"10","GB41517",45,58,99,110,39,62,67,54,12,36,27,42,0.716902705032711,2.90435991067837,2.24028807305784,0.0417404092731048,0.999462289176556,-4.43702873665179
"11","GB41671",657,274,717,630,578,444,790,912,1168,957,347,665,-0.706136973147718,6.62538190988197,-2.3622783907127,0.0331114923024738,0.999462289176556,-4.31013072592358
"12","GB41691",20,24,18,50,17,35,19,27,8,25,7,15,0.568256199691927,1.64311082421725,2.26741377994694,0.0396559712962761,0.999462289176556,-4.48836813034834
"13","GB41699",3,3,8,9,12,3,23,8,6,17,4,11,-0.966476776040526,0.289767394299502,-2.19138611503582,0.0457599261500639,0.999462289176556,-4.52886392416194
"14","GB42217",969,713,871,4358,1007,2054,1415,2766,1992,5719,1379,1013,-0.781963570463056,7.99222091770437,-2.08725270356557,0.0555499279720317,0.999462289176556,-4.41542193066745
"15","GB42470",41,30,17,33,21,12,25,73,40,57,25,23,-0.749440068322278,2.23052982420955,-2.30369688937034,0.0370205761712545,0.999462289176556,-4.46176190306752
"16","GB42896",15,6,12,9,7,11,10,4,1,3,2,12,1.00602480319961,0.0673210375427443,2.08309135798135,0.0559787799353972,0.999462289176556,-4.53672529588104
"17","GB42904",14,7,8,19,12,23,16,21,19,53,10,15,-0.73332862443879,1.34090496168582,-2.08970075122921,0.055299060895336,0.999462289176556,-4.51304849050918
"18","GB42932",84,103,58,143,85,86,86,111,34,94,35,47,0.37636527320969,3.54322104619953,2.14185319382397,0.0501974007939042,0.999462289176556,-4.41417794007045
"19","GB42943",16,20,7,29,20,9,10,26,3,7,2,9,0.865268193890914,0.759327860482233,2.19306951511946,0.0456157453682144,0.999462289176556,-4.51875536384284
"20","GB43563",72,108,49,63,32,38,41,76,11,23,18,36,0.767427098664579,2.65576233539641,2.09206235025431,0.0550580446602302,0.999462289176556,-4.46966687890545
"21","GB43576",96,59,46,146,80,112,112,155,81,216,40,100,-0.478315002016401,3.87241079960385,-2.24042998751364,0.0417292413142205,0.999462289176556,-4.3736438281493
"22","GB43689",503,140,370,731,490,341,565,730,670,734,686,343,-0.880073992748622,6.23632694023665,-2.3922286998097,0.0312672881924505,0.999462289176556,-4.28702094932531
"23","GB43733",177,225,109,256,56,283,32,200,30,188,67,51,1.01415769608381,4.07221510418344,2.25347464258462,0.0407145796494959,0.999462289176556,-4.36271519996601
"24","GB44011",50,14,40,37,29,48,75,49,51,114,24,31,-0.752001159978708,2.705292378379,-2.20437385464426,0.0446584796555235,0.999462289176556,-4.45186166799765
"25","GB44149",49,37,29,82,48,42,33,36,13,29,20,29,0.723085357199343,2.43005997856585,3.09723849213788,0.00784346848345314,0.999462289176556,-4.36027088776933
"26","GB44189",283,144,222,459,302,252,510,416,316,596,118,323,-0.552171058859653,5.54550209450698,-2.5597985253018,0.0226261360460253,0.999462289176556,-4.22287208660309
"27","GB44344",168,59,61,155,127,128,264,183,188,197,61,128,-0.687925790412597,4.34369588477292,-2.53701517977318,0.0236495602065922,0.999462289176556,-4.27615110229321
"28","GB44367",7,0,9,136,4,42,70,37,60,80,133,18,-2.34941682032915,1.8854855565493,-2.47410755074079,0.0267113144665553,0.999462289176556,-4.4667629726701
"29","GB44486",127,148,114,251,121,138,144,157,56,143,45,89,0.41864098506706,4.20185930400817,2.86846965186035,0.0123487536461392,0.999462289176556,-4.21182784775064
"30","GB44715",78,50,37,81,54,52,57,60,23,36,16,34,0.559816208632595,2.79876085243049,2.64511744619036,0.019159645332857,0.999462289176556,-4.38680363040252
"31","GB44787",14,21,23,70,16,19,28,84,54,52,10,44,-0.850129967631901,2.23358903951676,-2.29719595299785,0.0374802945349455,0.999462289176556,-4.46254745525092
"32","GB45149",155,137,233,540,75,433,361,673,380,630,151,244,-0.930897321636474,5.43173107488695,-2.6268343759705,0.0198563298884053,0.999462289176556,-4.20910812923665
"33","GB45197",97,79,85,129,76,61,65,84,25,108,33,64,0.422103158877554,3.45091732609951,2.09180777776866,0.0550839786674325,0.999462289176556,-4.42878320634772
"34","GB45525",12,19,7,12,14,9,9,7,0,5,3,9,1.28812554560413,0.180506825101764,2.36072630337763,0.0332098214121756,0.999462289176556,-4.51756217847601
"35","GB45734",72,131,85,63,42,40,38,70,8,10,27,45,1.21963772359242,2.70504289718941,2.3827826568191,0.0318381358152727,0.999462289176556,-4.43070561516979
"36","GB45748",11,47,143,14,48,15,61,98,77,208,18,29,-1.37122375414114,2.76814511605914,-2.176522892483,0.047051517738192,0.999462289176556,-4.45365234157387
"37","GB45909",1357,2156,1252,1560,1181,1384,1212,1700,788,1138,505,869,0.426650237716075,7.53573305366787,2.14995908154129,0.0494448392521279,0.999462289176556,-4.39050257569189
"38","GB45987",26,25,43,52,25,36,98,48,86,156,20,28,-0.968914942339619,2.78895620844466,-2.52145351672486,0.0243740006740284,0.999462289176556,-4.40482077654448
"39","GB46180",90,117,47,141,53,79,63,83,40,68,34,47,0.49501444455471,3.37870948267802,2.35156024193901,0.0337961836760581,0.999462289176556,-4.38859145523911
"40","GB46236",160,49,301,95,602,44,5485,368,430,177,220,437,-2.13468358494616,5.34305524499036,-2.64994509597113,0.0189796692976233,0.999462289176556,-4.23244798577141
"41","GB46276",198,239,90,77,69,271,26,0,253,21,19,123,2.78519590265274,3.15008578565993,2.39156540003963,0.031307053455894,0.999462289176556,-4.41481993008729
"42","GB46340",10,15,10,16,8,19,6,8,8,9,4,5,0.764840068778538,0.5682813254183,2.38298066224077,0.0318260689353133,0.999462289176556,-4.50971490696152
"43","GB46678",61,43,117,125,30,107,299,552,77,275,34,41,-1.18864042824387,3.91874369777778,-2.44165956395085,0.0284354067287454,0.999462289176556,-4.33506721173031
"44","GB47141",57,34,24,65,33,38,37,42,16,29,7,16,0.70811128813009,2.19684921919066,3.054452011978,0.00854008983571958,0.999462289176556,-4.38276446963358
"45","GB47487",141,128,200,199,84,147,119,169,29,116,62,90,0.570264377759175,4.12271170062934,2.21740765704782,0.0435780750032102,0.999462289176556,-4.36227416413151
