"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40263",175,466,289,60,239,345,83,83,165,237,205,46,0.886274046034721,4.65970301147893,2.86181323309311,0.0124817086744189,0.996263967566735,-4.17422495916079
"2","GB40498",461,881,939,166,337,451,208,328,488,609,253,163,0.552559515515042,5.88361935659771,2.6721898230988,0.0181342382620046,0.996263967566735,-4.19561163204108
"3","GB40773",428,702,898,211,238,365,349,272,291,467,266,131,0.538767403804899,5.72916248735954,2.68407527438106,0.0177165371301729,0.996263967566735,-4.18778815517627
"4","GB40815",22,53,54,16,30,43,1,29,13,36,17,4,1.54054123657879,1.58681175210256,2.79163461179752,0.0143379921302702,0.996263967566735,-4.44226871099456
"5","GB40856",55,102,74,34,38,67,24,33,43,80,44,13,0.660462807500302,2.81175895482892,2.62968427262166,0.0197075389938533,0.996263967566735,-4.38291736330061
"6","GB40871",19,42,51,6,24,30,5,8,26,17,14,2,1.31191481337066,1.26015196990436,3.2154142954355,0.00617844559266386,0.996263967566735,-4.42322660464289
"7","GB41326",16,43,55,79,50,23,66,197,87,130,49,55,-1.30423008336049,3.19182947334232,-2.84395521623431,0.0129304513932666,0.996263967566735,-4.32148863713083
"8","GB41643",225,320,72,163,282,60,404,565,754,354,135,276,-1.3402847306512,5.22262576176484,-2.65919392375587,0.0186018886093691,0.996263967566735,-4.20381100457413
"9","GB41735",549,547,650,138,171,522,197,171,284,365,155,73,0.935047448240173,5.35117128577069,3.65424881989388,0.00257529306892904,0.996263967566735,-3.95575814991839
"10","GB41758",47,120,15,28,56,21,133,113,116,112,31,50,-1.19884641107123,3.13563451523088,-2.56325438769931,0.0224336413558129,0.996263967566735,-4.36983114717061
"11","GB41768",33,36,26,8,37,17,4,11,22,8,11,11,1.19458915225589,1.30499679960206,3.05366734868098,0.00852868584105618,0.996263967566735,-4.43258310572226
"12","GB41776",220,143,369,105,126,89,524,220,475,1333,369,79,-1.22511397253862,5.20946398837176,-2.8149223032728,0.0136939177780147,0.996263967566735,-4.16414959407816
"13","GB41777",2930,1133,2312,1493,1035,697,3155,6535,4484,7553,1607,2372,-1.34796987344735,8.49418395416312,-3.13726281239454,0.00722049093278552,0.996263967566735,-4.2449253721273
"14","GB41878",268,531,309,103,200,197,405,256,391,605,243,241,-0.516504947592342,5.46988934407638,-3.26602392083332,0.00558495967094274,0.996263967566735,-4.03424689078767
"15","GB41967",10,14,18,4,13,13,5,6,4,13,5,5,0.824425376115356,0.421136241866875,2.62990750159939,0.0196989413532198,0.996263967566735,-4.49577652986846
"16","GB42202",55,155,8,22,71,13,137,163,123,169,48,76,-1.74904686277246,3.26226178849606,-3.06564297961971,0.00832778521958561,0.996263967566735,-4.28798520615428
"17","GB42596",171,251,27,104,158,60,431,423,330,410,103,192,-1.59960378853211,4.73620148994294,-2.99215807171459,0.00963850448848795,0.996263967566735,-4.1492842063051
"18","GB42642",1,22,0,2,37,0,15,15,27,34,16,12,-2.68228567186577,0.252060459840253,-3.07185991878562,0.00822534492495174,0.996263967566735,-4.4647499785077
"19","GB42728",253,272,385,105,123,241,136,134,133,131,156,107,0.673033066486487,4.70538078017733,3.1731632852929,0.0067217248033699,0.996263967566735,-4.09018621349057
"20","GB43076",53,147,36,25,52,28,95,148,98,147,68,52,-1.0302296431641,3.39139234266172,-3.3177430359216,0.00503719768834276,0.996263967566735,-4.22503794743807
