"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40058",34,86,87,96,75,42,43,56,28,38,45,25,0.879386282735916,2.88062159630479,5.54099273847675,7.65608535926367e-05,0.386708871496408,-3.7515609462062
"2","GB51905",66,104,114,117,124,40,42,62,49,34,36,25,1.25583251101532,3.12861200725762,5.78400946254363,5.00566118215984e-05,0.386708871496408,-3.65529707742321
"3","GB40609",11,28,51,51,20,7,18,14,8,7,11,2,1.51709518487183,1.05758309373002,3.49669261107852,0.0036274496379228,0.892236569303174,-4.32714564504463
"4","GB40885",601,1041,1066,911,1075,546,670,821,485,448,574,483,0.643990099530559,6.66578045028275,3.5598296590126,0.00320256656524039,0.892236569303174,-3.70873035762628
"5","GB40904",155,382,503,322,389,159,216,229,182,217,269,139,0.598796021167323,5.1631055322055,3.37170557903965,0.00464341059297841,0.892236569303174,-3.68067468321034
"6","GB40948",86,210,244,297,198,108,197,595,141,360,275,251,-0.557504065726281,5.00413454801681,-3.64402164717423,0.00271301442035124,0.892236569303174,-3.59194965155635
"7","GB42417",66,142,185,146,140,79,116,287,104,195,190,165,-0.415853796290357,4.37263237638851,-3.33319765213558,0.0050106943458248,0.892236569303174,-3.79192585003069
"8","GB42654",83,180,219,230,194,112,153,376,131,318,290,214,-0.461737129524555,4.81778235161747,-3.51307582029907,0.00351202057509353,0.892236569303174,-3.65704414476469
"9","GB42677",27,68,67,75,50,36,65,141,44,99,82,56,-0.525283151230851,3.19245102486825,-3.48139006167923,0.00373871496019697,0.892236569303174,-4.00437087471238
"10","GB42802",499,1451,1104,1876,932,417,726,812,336,584,574,338,0.830119842446953,6.67806933019584,3.98916348197434,0.00137993278794275,0.892236569303174,-3.57808006660597
"11","GB43118",76,202,170,189,171,91,96,144,89,116,142,80,0.472543499406453,4.18562964936304,3.46755817088017,0.00384224150357232,0.892236569303174,-3.78509372854982
"12","GB43246",190,436,399,388,247,189,470,647,275,561,497,321,-0.537580127227245,5.71979463133461,-3.5090891214682,0.00353976385073662,0.892236569303174,-3.62713392297834
"13","GB43402",48,94,87,97,113,35,43,65,41,42,64,51,0.662940863163277,3.16211171647073,3.64704034917812,0.00269694030627495,0.892236569303174,-3.97329117028436
"14","GB43403",44,109,102,105,127,36,49,111,39,60,64,46,0.534338252385206,3.31903233315731,3.47350122696905,0.00379741096942756,0.892236569303174,-3.97748606251794
"15","GB44432",61,109,156,142,118,64,76,102,60,89,96,59,0.469336740234797,3.72322953616211,3.33745842687955,0.00496866318917228,0.892236569303174,-3.9250669236545
"16","GB44511",18,34,35,22,29,12,25,71,24,60,40,43,-0.731600572637733,2.2020470156364,-3.33583861598398,0.00498460031850359,0.892236569303174,-4.20300940912987
"17","GB44559",50,133,199,180,217,86,97,109,87,82,100,82,0.63888026957802,4.00511295434675,3.20490808540385,0.00645732236745466,0.892236569303174,-3.90748435289046
"18","GB45142",982,1326,1362,1431,800,554,705,1522,394,637,596,273,0.904770045107085,6.83744725655231,3.34446587225809,0.00490030386512765,0.892236569303174,-3.80562656610854
"19","GB45401",4,4,11,4,16,4,11,31,13,18,20,46,-1.60587192312663,0.783281107970489,-3.77439337182956,0.00209979018557559,0.892236569303174,-4.33284547589321
"20","GB45714",132,161,292,297,422,174,80,263,136,199,110,106,0.796877673391109,4.69851518934056,3.22256338383253,0.00623583907554276,0.892236569303174,-3.79033467621882
"21","GB45748",5,17,17,18,33,3,36,119,5,76,50,74,-1.76483573814839,1.77296746778849,-3.24229330371252,0.00599728568480338,0.892236569303174,-4.28779632970463
"22","GB45846",5,22,25,32,42,9,18,64,29,76,53,47,-1.0702377475838,2.06377117323106,-3.31879969238732,0.00515537844605824,0.892236569303174,-4.23067895386687
"23","GB46204",42,81,97,93,92,59,66,188,68,135,124,108,-0.486945339533022,3.7203170147344,-3.1909384174448,0.00663811369281076,0.892236569303174,-3.96828019416039
"24","GB46211",342,613,674,625,713,320,384,596,277,372,413,352,0.501939649732955,6.04817299123388,4.27157466306522,0.00079901500115107,0.892236569303174,-3.38895271486409
"25","GB46720",40,99,59,80,56,40,47,73,24,27,34,18,0.849897180418048,2.71963643456255,3.34385099690195,0.00490626421353095,0.892236569303174,-4.12299744486428
"26","GB46732",224,634,745,796,732,288,596,1411,452,921,762,556,-0.441067922470751,6.4855347229298,-3.29016242299676,0.00545570317942417,0.892236569303174,-3.77931857134098
"27","GB46819",1,16,5,5,3,2,8,13,10,11,13,26,-1.42502205953856,0.142363683721759,-3.19597593767701,0.00657234528675876,0.892236569303174,-4.42154617035102
"28","GB47479",11,25,20,25,29,8,11,19,5,13,14,4,0.911538878158411,1.00309028990882,3.45327282005315,0.00395219186769886,0.892236569303174,-4.33200630641954
"29","GB47934",433,1176,1318,1108,841,624,650,801,518,562,692,372,0.61319794205457,6.69625748929814,3.38157787329531,0.00455367891879759,0.892236569303174,-3.77262191026588
"30","GB47946",1673,2011,1617,1825,1363,703,659,1413,734,580,1136,370,1.07486605074931,7.25445264281605,3.59411449872572,0.00299325890905765,0.892236569303174,-3.78838420449986
