"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB43824",91,185,178,94,176,175,74,120,148,114,74,78,0.661472335349675,4.12508693192167,5.57453765098146,7.24893946757493e-05,0.732287865014419,-3.49550977509447
"2","GB43586",37,121,96,62,100,102,135,192,218,210,99,89,-0.762743650700489,4.00939149378441,-5.09892199203534,0.000169950617145937,0.858420567204128,-3.61945689465309
"3","GB40420",12,25,46,17,38,32,6,16,31,19,15,11,0.912605377368579,1.54574796760116,3.23579109092079,0.00608320069199158,0.928453611250475,-4.34981492614214
"4","GB40421",14,26,61,31,24,36,7,11,22,27,14,9,1.17148736667261,1.57580231691682,3.47166021846633,0.00381744951631977,0.928453611250475,-4.32542295737232
"5","GB40823",42,85,100,42,91,114,32,59,96,63,29,40,0.674256336589738,3.14610280906083,4.1239150757701,0.00106488085097987,0.928453611250475,-3.99830937873669
"6","GB40837",49,62,45,42,37,82,87,134,331,195,61,55,-1.23019798253822,3.51173206172531,-3.95776819407128,0.00147021876145772,0.928453611250475,-3.96052978974168
"7","GB40977",189,456,533,262,436,269,484,674,1605,664,244,475,-0.674596293389873,6.02498317770658,-3.42476230222766,0.00418777054653444,0.928453611250475,-3.81145274652317
"8","GB41296",33,111,62,86,50,40,16,14,74,9,14,46,1.47977092914294,2.40182480786053,3.13401900647102,0.00743774349680735,0.928453611250475,-4.28147197558231
"9","GB41465",5,38,32,15,28,11,26,47,105,57,16,34,-1.0767388625716,1.98886181525311,-3.33277968834729,0.00502222799580762,0.928453611250475,-4.2979446218547
"10","GB41771",87,147,112,71,145,80,132,178,572,210,92,127,-0.767551986016255,4.32243522278259,-3.09027030421144,0.00810858962571341,0.928453611250475,-3.99566408203273
"11","GB41776",111,406,362,138,131,370,1330,1304,1135,916,565,238,-1.74382149770821,5.9335857434177,-4.72370728863358,0.00033989003160195,0.928453611250475,-3.51799672802691
"12","GB41867",492,975,1288,643,802,1082,993,1206,2256,1347,785,1200,-0.450366185541562,7.21911665099041,-3.06262093406746,0.00856319002653688,0.928453611250475,-4.04507575202803
"13","GB41886",209,364,480,262,368,325,468,757,1246,532,207,473,-0.599567505698801,5.93237551711057,-3.22863774602515,0.00616979524626857,0.928453611250475,-3.86547673897386
"14","GB42215",36,50,62,32,50,51,87,102,144,90,35,39,-0.65386226909061,3.10247620410387,-3.16640764430842,0.00697690891207343,0.928453611250475,-4.17481698844852
"15","GB42472",3,21,21,20,20,12,27,29,49,42,15,40,-1.0370927594686,1.65045540951947,-3.46185242711365,0.00389206885691208,0.928453611250475,-4.31966847146431
"16","GB42598",13,9,12,14,18,19,18,47,93,73,33,11,-1.4030982716704,1.74207153013208,-3.21158315159421,0.00638124329833472,0.928453611250475,-4.3396682535701
"17","GB42773",86,210,210,129,228,181,166,283,431,263,132,240,-0.413809760823835,4.85814082766215,-3.18554413263236,0.00671810355068604,0.928453611250475,-3.88801323985635
"18","GB42985",112,485,751,170,384,292,843,688,711,671,326,462,-0.866573742174724,5.9575909607268,-3.45344489789563,0.00395720220827265,0.928453611250475,-3.80188662411862
"19","GB43518",22,55,44,28,50,50,22,25,10,55,3,8,1.50120652109344,1.82891404295318,3.75535488496655,0.00218400220970603,0.928453611250475,-4.2743374753707
"20","GB43519",14,39,97,16,79,64,15,28,30,42,7,15,1.1571340675383,2.0763101285628,3.32803662279544,0.00506951841199978,0.928453611250475,-4.2874402660648
"21","GB43938",265,491,441,257,470,488,703,589,958,623,281,481,-0.450213760660611,6.10728510921535,-3.18011617327515,0.00679052513155801,0.928453611250475,-3.8912422431642
"22","GB44644",6,10,9,6,9,8,9,25,40,17,8,10,-0.911765712180296,0.752967043154826,-3.2176202860627,0.00630557902590053,0.928453611250475,-4.4143787666556
"23","GB44715",44,76,98,32,60,87,31,52,52,40,12,39,0.917895729833924,2.76922473385876,4.30264213328967,0.000754753055956915,0.928453611250475,-4.05488506178934
"24","GB45218",16,33,32,16,44,42,11,24,31,26,12,15,0.702168682873665,1.77447649492416,3.42816952683259,0.00415968908559178,0.928453611250475,-4.3050291859969
"25","GB45771",2,16,11,2,7,11,12,19,24,21,11,10,-1.01191199798786,0.609850071210955,-3.38105073734958,0.00456538667095992,0.928453611250475,-4.41343923091345
"26","GB45851",224,356,378,156,231,302,590,646,1149,806,364,198,-0.939722384763485,5.79461442412187,-3.66731358224352,0.00259627073770528,0.928453611250475,-3.72910811095627
"27","GB48056",24,49,39,21,24,32,31,21,25,19,11,11,0.793768317612155,1.8174591188961,3.02671806086539,0.00919136643558675,0.928453611250475,-4.34791824038575
"28","GB48195",234,504,487,312,578,402,736,719,2301,780,250,619,-0.710522835954412,6.31030004496809,-3.1831291025277,0.00675023015989887,0.928453611250475,-3.91458370831797
"29","GB49862",3,16,15,6,15,5,15,35,65,38,13,10,-1.38141722529172,1.10509954561834,-3.74828108237834,0.00221452234565844,0.928453611250475,-4.34997179445733
"30","GB50309",8,30,9,11,14,14,6,7,9,5,9,5,1.06549315076436,0.52646032232217,2.99817209384523,0.00972318392315265,0.928453611250475,-4.44475157518099
"31","GB50451",21,21,17,7,9,9,29,66,88,44,51,14,-1.65165941523144,1.80001064903781,-3.86893512617256,0.00174848858058143,0.928453611250475,-4.27067636054055
"32","GB50457",63,191,146,97,189,152,190,171,398,277,124,138,-0.498969149295895,4.56706262382395,-3.24103985776016,0.00602043459261869,0.928453611250475,-3.90827234337536
"33","GB50482",692,1949,992,813,2032,1184,1700,2899,4352,1915,838,1985,-0.662652425477919,7.82231879377639,-3.0496517271207,0.00878504217950013,0.928453611250475,-4.10799899033515
"34","GB51076",12,25,26,9,33,36,11,21,7,16,4,11,1.15272500236824,1.16103877364182,3.40430286562827,0.0043604441619442,0.928453611250475,-4.36885624212238
"35","GB51580",194,571,510,275,795,422,633,638,1368,811,424,629,-0.660040790117986,6.31237624413037,-3.97440432118213,0.00142335110887581,0.928453611250475,-3.68161156998994
"36","GB51801",10,16,21,17,28,35,3,13,9,26,5,8,1.21482324836994,0.987475412579574,3.22311056592886,0.00623754587617279,0.928453611250475,-4.398989371185
"37","GB52202",7,16,17,9,12,19,2,12,11,8,2,7,1.11752274674476,0.404433756486959,3.54889568381537,0.00327799963499352,0.928453611250475,-4.41502483771432
"38","GB52203",23,33,42,50,69,42,31,14,16,29,9,18,1.26400711607443,2.01884292397434,3.66627748608027,0.00260156556640702,0.928453611250475,-4.25615943006406
"39","GB52220",123,283,320,161,246,344,147,181,197,293,139,140,0.513426923347418,4.89238673073142,3.06489769180549,0.00852482057469398,0.928453611250475,-3.92413941171937
"40","GB52597",32,48,83,26,56,45,102,105,221,122,97,37,-1.06413459734166,3.31801931468901,-3.63455629176577,0.00276907344648994,0.928453611250475,-4.05764369977313
"41","GB53312",186,624,524,245,449,516,641,860,1248,981,242,383,-0.567153553570768,6.18522319663517,-3.10540769733135,0.0078699345833362,0.928453611250475,-3.92501493022693
"42","GB53497",11,16,10,8,12,12,8,6,5,4,5,7,1.06713743125559,0.325737813674714,3.06734999344932,0.00848368334603733,0.928453611250475,-4.45058989776104
"43","GB53746",67,145,144,69,97,58,127,224,371,160,87,101,-0.747285266213645,4.13401636401503,-3.16082839733239,0.00705421575251712,0.928453611250475,-4.0055673109629
"44","GB53775",23,13,15,13,26,10,38,34,112,32,21,30,-1.27863263146926,1.87475698242522,-3.48923199380412,0.00368734306031403,0.928453611250475,-4.29369974610991
"45","GB54107",46,87,114,73,79,132,62,54,48,79,50,40,0.77687073637531,3.3188855920451,3.11785169122959,0.00767897689377521,0.928453611250475,-4.1499599057231
"46","GB54268",379,745,833,621,1157,728,834,915,2604,1465,750,1281,-0.64055029646642,7.07087943282067,-3.19493129218006,0.00659466861896894,0.928453611250475,-3.99365537307069
