"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40085",10,2,6,2,9,4,16,11,11,11,8,16,-1.29810744790475,0.0986387893298861,-2.64058095480659,0.0198752987152043,0.998407264274234,-4.47688240305353
"2","GB40273",123,331,71,147,122,180,75,167,83,47,96,123,0.669284232693729,3.96010305093187,2.81721214377043,0.0141223611682596,0.998407264274234,-4.19612725534366
"3","GB40363",21,43,8,19,16,41,6,22,10,10,12,16,0.873009747276227,1.13407895906418,3.3026032099419,0.00547416498821632,0.998407264274234,-4.38056748397153
"4","GB40493",159,56,61,127,63,171,32,27,24,24,46,50,1.49635180566663,2.9164990965172,4.08583684675793,0.00119764615795888,0.998407264274234,-4.12771032322038
"5","GB40619",11684,7866,4438,3003,2285,11636,9142,9044,10633,12097,11848,13088,-0.952438039151641,10.043116963849,-2.9485434056326,0.0109370032044698,0.998407264274234,-4.34160617731432
"6","GB40968",11,2,5,5,13,2,9,11,19,9,15,11,-1.23464319550802,0.15883408598,-2.25012164022271,0.0417194809331054,0.998407264274234,-4.50598010984443
"7","GB40969",336,217,148,127,60,314,193,412,312,382,462,444,-1.02741611923735,5.05557220933669,-3.5484519849084,0.00338618072356629,0.998407264274234,-3.93404269091711
"8","GB41290",224,275,79,159,163,255,127,186,148,106,148,163,0.326184121846802,4.43610372012305,2.24748335449632,0.0419253236972728,0.998407264274234,-4.2967037266908
"9","GB41296",55,3,26,13,29,26,49,41,86,100,29,59,-1.66089021297612,2.15374514251761,-2.54537649125788,0.0238629628568156,0.998407264274234,-4.40366240428771
"10","GB41339",167,66,156,44,87,113,304,60,636,172,248,235,-1.3150681064721,4.29328253983595,-2.34036577757645,0.035226392839593,0.998407264274234,-4.28984783158989
"11","GB41356",14,8,5,6,8,13,12,17,9,12,16,14,-0.614333132895163,0.566435518269501,-2.23223812241527,0.0431336229255839,0.998407264274234,-4.49886544818928
"12","GB41368",132,186,68,135,105,194,157,136,169,187,167,244,-0.418731539393813,4.33746758783979,-2.93113252963659,0.011314607126294,0.998407264274234,-4.12131917523059
"13","GB41377",39,66,22,33,32,60,23,38,25,9,29,27,0.745816579124384,2.04551918414023,2.98400745569267,0.0102059474099005,0.998407264274234,-4.3510233798936
