"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40106",98,76,49,66,39,123,154,132,163,96,97,158,-0.562709906134583,3.6900895133118,-2.70946259144617,0.0174237142511247,0.979447322538868,-4.24552094873799
"2","GB40206",122,64,55,78,72,93,179,130,104,92,97,170,-0.371837716528746,3.73511774196449,-2.44737120256735,0.0287976564186415,0.979447322538868,-4.29731508555996
"3","GB40390",29,15,9,12,21,23,46,29,37,18,27,48,-0.617882706793527,1.68609048499109,-2.81052205721296,0.0143271233122768,0.979447322538868,-4.39403910310825
"4","GB40886",345,367,325,227,338,412,272,260,326,200,247,412,0.554141772850413,5.35475736944634,2.65713799149646,0.0192745187548042,0.979447322538868,-4.14769246337718
"5","GB41037",26,24,11,52,30,64,127,49,56,23,70,91,-0.723790911703828,2.53819950877847,-2.46690331013164,0.0277478483904907,0.979447322538868,-4.38713875775872
"6","GB41239",9,4,5,19,6,8,41,23,13,6,20,20,-0.931648223486948,0.694409258548503,-2.52304970628479,0.0249307243898744,0.979447322538868,-4.46986765538875
"7","GB41325",113,68,58,80,15,99,255,129,82,96,122,230,-0.885529667061127,3.64641447305749,-2.51127416054387,0.0254977599630457,0.979447322538868,-4.29614867322237
"8","GB41444",41,39,24,54,48,81,151,82,57,57,76,159,-0.689616381931926,3.09732456492827,-3.46587943073028,0.00398773490294371,0.979447322538868,-4.1759702822046
"9","GB41581",11,4,7,13,7,20,42,15,14,14,15,27,-0.730683607558398,0.893089632869087,-2.48279238003379,0.0269210163810429,0.979447322538868,-4.46632986273306
"10","GB42244",230,157,90,181,85,243,651,311,467,118,208,422,-0.732827168111923,4.88286519741527,-2.6006845449247,0.0214855154521062,0.979447322538868,-4.18283153613261
"11","GB42252",846,1221,756,316,458,1126,488,552,468,360,319,919,0.869370150716184,6.30682654553204,2.62897113790585,0.0203485670432604,0.979447322538868,-4.19965856376304
"12","GB42556",713,1107,564,567,703,1431,783,455,424,443,736,1022,0.707802654301855,6.54959023261157,3.32440079760439,0.00525692809425174,0.979447322538868,-4.04763890544699
"13","GB42557",1548,1648,893,739,1348,2577,695,756,672,740,1162,1471,0.910910005690561,7.18878495662763,3.53743677565369,0.00346835339715197,0.979447322538868,-4.06619716224819
"14","GB42642",33,39,11,9,15,34,5,1,1,15,27,22,1.86730957582598,0.695259049488434,2.71108703228688,0.0173691182006029,0.979447322538868,-4.45454077871928
"15","GB42764",134,95,77,155,45,131,643,430,201,100,157,211,-0.987219165990016,4.37031983587998,-2.71339462700861,0.0172918486126244,0.979447322538868,-4.18917781601669
"16","GB42968",272,202,182,148,205,291,231,159,177,143,190,263,0.453474004997058,4.75456175869582,2.90743081672213,0.0118675657299499,0.979447322538868,-4.08722285092522
"17","GB43029",118,428,46,264,327,84,110,159,59,16,63,113,1.43366602378393,3.84303590058879,2.4696900324552,0.0276010927040834,0.979447322538868,-4.28971856690587
"18","GB43130",15,10,10,22,3,16,64,40,29,9,26,30,-1.07834914596642,1.29208346543078,-2.62386936550525,0.0205492225204956,0.979447322538868,-4.4368425161746
"19","GB43167",66,22,14,51,27,37,104,73,41,41,53,85,-0.638597596504496,2.60004066477502,-2.54465337844846,0.0239218588804401,0.979447322538868,-4.37067581335647
"20","GB43571",2046,2700,619,455,3783,1483,1427,504,1451,125,1009,379,1.5648232690291,6.97391819087759,2.53208421691927,0.0245039324119361,0.979447322538868,-4.26641130765573
"21","GB43833",472,301,207,265,246,457,795,574,412,372,349,650,-0.389564943847272,5.73006972961577,-2.45562917503617,0.0283492455628742,0.979447322538868,-4.22006175575775
"22","GB44077",108,102,51,116,89,117,74,72,71,82,87,119,0.513181586696223,3.57597187393091,2.68039884136525,0.018429258236155,0.979447322538868,-4.25861837042328
"23","GB44432",106,100,66,82,124,126,101,75,63,79,73,114,0.555366892962383,3.60640071480451,3.26851064525207,0.00586380285920216,0.979447322538868,-4.13428087765305
"24","GB44475",17,7,3,8,5,17,21,18,15,8,19,26,-0.689792163069545,0.70772238625644,-2.48375908616657,0.0268714819388436,0.979447322538868,-4.47272294134357
"25","GB44531",336,360,258,214,231,399,256,221,237,191,257,377,0.523327771023655,5.18850657097351,2.82121236327306,0.0140329477777517,0.979447322538868,-4.09881907804942
"26","GB44933",54,44,19,92,49,70,147,77,81,50,83,146,-0.571489968206182,3.18149736827023,-2.65067269785664,0.01951607323725,0.979447322538868,-4.30619480590482
"27","GB44981",35,49,38,83,56,90,144,90,90,53,129,129,-0.583353349053862,3.3317985932444,-2.60355484560533,0.0213673981209305,0.979447322538868,-4.30162737797509
"28","GB45270",34,22,12,30,19,39,59,47,33,25,38,59,-0.449502333390172,2.11760074448297,-2.51857359810134,0.0251448201799386,0.979447322538868,-4.40421290688781
"29","GB45288",1036,1060,1088,378,500,896,332,615,509,504,362,818,0.94147425284175,6.38092561352332,2.5269879273556,0.0247438089123389,0.979447322538868,-4.23151678335535
"30","GB45315",9,12,7,21,3,20,44,35,20,10,22,33,-0.9722626774099,1.13378341025832,-2.62252557605513,0.0206023929475459,0.979447322538868,-4.44382504509426
"31","GB45364",58,41,37,56,34,100,135,96,58,65,70,124,-0.461738948472905,3.16784897618734,-2.44336325678039,0.0290177303588389,0.979447322538868,-4.34585492698677
"32","GB45380",598,668,490,342,528,814,402,460,481,413,404,701,0.551596222561182,6.09859891095083,2.44237279884884,0.0290723634535263,0.979447322538868,-4.23689056678064
"33","GB45851",625,287,277,256,374,615,406,226,324,244,351,293,0.627461588181122,5.50774870894003,3.1460516027732,0.00744984787232644,0.979447322538868,-4.01312905323363
"34","GB45913",3968,2880,2552,2657,4352,3710,1992,2222,2062,2109,3062,4519,0.682768325515834,8.60174642360119,2.9117970056252,0.0117671286792815,0.979447322538868,-4.27235157428058
"35","GB46124",9,13,7,28,6,17,46,27,16,13,26,46,-0.870214842823084,1.27012170421101,-2.67623330021154,0.0185779294326042,0.979447322538868,-4.43174468579341
"36","GB46242",78,54,28,89,42,93,210,85,79,59,95,163,-0.52907042640013,3.4076553541201,-2.54320311118911,0.023988333607516,0.979447322538868,-4.30662971931137
"37","GB46252",39,26,18,31,22,47,136,69,38,28,48,78,-0.712689310229718,2.48069285286262,-2.95491162852021,0.0108192936879619,0.979447322538868,-4.31876847235749
"38","GB46567",976,946,795,743,863,1431,1082,806,877,618,817,1151,0.416342805163096,6.9284508109882,2.71221787175547,0.0173312101746389,0.979447322538868,-4.22074234287393
"39","GB46771",122,223,70,113,127,154,143,107,82,79,76,179,0.556992072356162,3.96604006376581,2.4976291227566,0.0261703437377676,0.979447322538868,-4.26199400586302
"40","GB47011",299,289,210,179,190,410,265,179,210,148,258,317,0.47649485503711,4.99529444547061,2.71246706773058,0.0173228674751199,0.979447322538868,-4.13303287549536
"41","GB47217",203,100,112,92,124,210,414,229,184,139,170,365,-0.500330133345344,4.56179773652739,-2.63322650790739,0.0201826559636582,0.979447322538868,-4.1840531209538
"42","GB47536",63,35,19,45,7,13,0,11,39,3,26,0,2.69475045188849,0.519857293517048,2.46962126003718,0.0276047054521352,0.979447322538868,-4.47847149211309
"43","GB47579",180,120,108,150,185,283,29,214,54,116,164,60,1.35984397471976,3.99244271828555,2.87287023646755,0.0126929457691995,0.979447322538868,-4.17758387921049
"44","GB47816",456,264,189,345,221,381,692,529,385,303,435,630,-0.380416767816119,5.65969450619281,-2.6812416651698,0.0183993183821766,0.979447322538868,-4.15274133356375
