"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40031",776,722,527,971,1198,1202,886,352,373,652,818,469,0.416950831037003,6.73519921538259,3.46234997082438,0.00391520216556072,0.386256527303871,-1.7549578575348
"2","GB40129",22,16,12,20,34,28,38,22,26,36,30,25,-0.647585874867209,1.94644202631634,-3.42106382702402,0.00424686771399487,0.386256527303871,-2.17684024199866
"3","GB40253",3214,3187,2166,2897,4851,5174,2370,656,1128,3366,2102,1058,0.956963203833227,8.46358205928776,4.33961772026375,0.000711354767821903,0.386256527303871,-0.583299276507494
"4","GB40280",2300,1470,1349,3117,3891,3262,2304,667,819,1690,2014,971,0.694148714933757,8.06214488697604,3.60865659135477,0.00293622517123005,0.386256527303871,-1.59379154931504
"5","GB40287",520,577,320,845,663,728,419,179,278,451,485,292,0.592076511458459,6.08190007765083,3.67668383160171,0.00256928890648802,0.386256527303871,-1.39201569081294
"6","GB40303",13,14,26,39,25,39,57,27,20,67,41,60,-1.01954054586713,2.29788191080912,-3.61113449005117,0.00292197125469135,0.386256527303871,-1.86599881900889
"7","GB40504",71,49,40,92,95,161,109,173,124,373,118,249,-1.29737785446333,4.14517918658591,-3.50235425277991,0.00361871489688061,0.386256527303871,-1.7213813955335
"8","GB40593",3,6,7,8,8,15,14,14,10,32,13,12,-1.18633751284812,0.722657104288778,-3.56892893084081,0.00317459740887173,0.386256527303871,-2.32435338799227
"9","GB40603",106,67,75,162,240,252,223,173,137,329,220,201,-0.805475945679756,4.66938015349699,-3.73366376647081,0.00229789166125998,0.386256527303871,-1.31230050805872
"10","GB40678",11,3,6,17,12,16,20,14,9,45,29,18,-1.25046799340515,1.12591071629022,-3.69615203883191,0.002473086180321,0.386256527303871,-2.08157820745469
"11","GB40689",5,6,8,13,9,8,11,14,10,27,21,20,-1.21129177298481,0.856277998872027,-3.73401960461229,0.00229629147927621,0.386256527303871,-2.12181486457019
"12","GB41347",126,70,61,124,169,228,199,110,126,296,174,198,-0.746713029011387,4.46400400630596,-3.85205492798007,0.0018232944282287,0.386256527303871,-1.13806825894273
"13","GB41505",30,11,12,31,35,46,37,41,55,85,41,62,-1.17694980845083,2.45999822178042,-3.51821510969901,0.00350752368690182,0.386256527303871,-1.95270655362712
"14","GB41507",39,25,39,49,47,72,65,78,68,176,72,76,-1.11046234858278,3.21539103340746,-3.86659199368064,0.00177234026635366,0.386256527303871,-1.32042237941026
"15","GB41608",16,10,12,26,27,31,44,16,18,46,44,42,-0.982708003642896,1.94330658520297,-4.39306850093801,0.000642486926147036,0.386256527303871,-1.05876012984604
"16","GB41704",652,371,542,688,699,831,1128,529,539,999,883,685,-0.533527006603759,6.71530026103603,-3.88557433252844,0.00170798020485024,0.386256527303871,-1.07938953337334
"17","GB41739",11,7,15,17,8,24,24,33,36,56,20,50,-1.56287198835734,1.71011314269758,-3.70957664174698,0.00240888270145156,0.386256527303871,-1.91080584254185
"18","GB42089",61,51,51,51,81,89,58,13,23,50,53,20,0.708015672098031,2.78085988919581,3.46636079505295,0.00388440452746169,0.386256527303871,-1.95650224964715
"19","GB42145",20,15,18,37,32,33,55,20,25,51,55,35,-0.837077230444629,2.24101843378031,-4.452488610808,0.000573929555234692,0.386256527303871,-0.876223303346945
"20","GB42313",18,6,10,8,15,18,21,12,18,38,22,36,-1.14496975514999,1.36500405288295,-3.77001119207493,0.00214014546105659,0.386256527303871,-1.93165379213671
"21","GB42414",86,49,50,91,115,140,129,106,100,216,115,204,-0.898616070541184,4.04260479361125,-3.75493204222892,0.00220420879779212,0.386256527303871,-1.33576394601085
"22","GB42607",672,315,302,1447,1564,1057,384,260,228,357,375,206,1.0655384713417,6.15534473494843,3.58168093598107,0.00309602472122195,0.386256527303871,-1.55180076794916
"23","GB42708",115,94,109,127,163,167,182,93,93,187,219,130,-0.406535112807362,4.37377122189513,-3.51112577033579,0.00355679073620502,0.386256527303871,-1.68117204514405
"24","GB42719",260,220,183,292,351,420,302,108,132,264,212,145,0.384231958473722,5.10910357077934,3.40880511643147,0.00435068328732801,0.386256527303871,-1.82818972355068
"25","GB43089",72,45,47,75,80,111,101,89,81,171,89,152,-0.832163117320098,3.7402411487702,-3.58202476381712,0.00309393361391845,0.386256527303871,-1.6348349694412
"26","GB43213",67,64,55,78,93,102,104,94,97,156,105,183,-0.835076124865255,3.86748560753446,-3.69680705370686,0.00246991366070656,0.386256527303871,-1.44544964737293
"27","GB43462",80,19,66,47,79,86,135,78,69,136,102,94,-1.00443975654761,3.53482049634296,-3.94107586946184,0.00153312652284406,0.386256527303871,-1.14565523705628
"28","GB43612",2,3,4,4,14,23,20,7,12,21,15,14,-1.36697966697674,0.55226090180189,-3.53323571140718,0.00340540048708571,0.386256527303871,-2.4042188300999
"29","GB44090",72,15,55,49,47,81,166,123,94,149,69,111,-1.41821827220918,3.50908161865687,-4.06887520229761,0.0011966551746866,0.386256527303871,-0.981184147987231
