"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40008",943,1066,867,1360,721,1046,345,474,955,458,1178,396,0.613422596477494,6.84447472459244,2.76723078855355,0.0152466442078043,0.999615045866697,-4.10710424785673
"2","GB40137",18552,15350,9894,33078,5842,11426,3297,9171,10393,2558,10438,5193,1.00107156347739,10.4307656717023,2.81056779297762,0.0140054009208282,0.999615045866697,-4.32318780940864
"3","GB40158",85,93,40,167,31,67,11,28,22,16,58,34,1.31455909945524,2.68474877088296,3.06498737272619,0.00848494351875284,0.999615045866697,-4.28011433339765
"4","GB40163",10512,9208,9093,20675,2503,7087,2376,5634,6275,1178,8551,1629,1.11675358886673,9.65995190699723,2.60697704418174,0.0208371440026583,0.999615045866697,-4.32319384895639
"5","GB40212",1219,1519,606,3227,349,430,285,561,600,209,500,182,1.15536227142783,6.43583502707897,2.71779046566688,0.0167940307705422,0.999615045866697,-4.09751755523732
"6","GB40285",100,56,79,101,6,12,9,3,17,3,4,27,2.17817808207413,1.44463646901835,2.95987248836442,0.0104415726751651,0.999615045866697,-4.40207369697168
"7","GB40400",118,115,84,162,49,93,38,34,97,47,65,63,0.655481368688528,3.48626753559274,2.87546628090415,0.0123294626383645,0.999615045866697,-4.20982620284039
"8","GB40409",165,95,94,425,63,59,20,71,45,19,90,39,1.31614002905953,3.40331753094315,2.63028547363223,0.0199151879496874,0.999615045866697,-4.27998919131892
"9","GB40617",51,49,45,46,13,57,7,3,63,6,36,14,1.29098122200023,1.83442089441953,2.85325265854208,0.0128796952680083,0.999615045866697,-4.38285452263256
"10","GB41314",12,21,19,23,13,27,21,27,42,21,24,27,-0.677504460852081,1.79036633768177,-2.98830949104812,0.00987207166041167,0.999615045866697,-4.36485862536921
"11","GB41646",515,711,425,972,158,487,158,221,553,163,416,176,0.731471624804282,5.72584901488427,2.62805190083378,0.0200017974325206,0.999615045866697,-4.08277061628564
"12","GB41695",88,75,57,131,25,107,18,24,65,18,67,19,1.04727577401567,2.83658183489995,3.25457550807426,0.00583085684173581,0.999615045866697,-4.23088790873849
"13","GB41904",112,57,63,259,24,56,14,33,58,12,35,22,1.3129335906315,2.73175115661414,2.95467511078792,0.0105491070882049,0.999615045866697,-4.29243348939615
"14","GB42351",1204,1840,2949,1774,667,1991,850,596,3043,399,1030,549,0.737973607569161,7.46814339320617,2.71630603018404,0.0168427803867332,0.999615045866697,-4.17203860715894
"15","GB42434",34034,12097,10965,30899,10362,12347,4143,5391,10764,3312,8488,16959,1.03076843331456,10.6737264971225,2.56777567988694,0.0224814969747251,0.999615045866697,-4.37073676408787
"16","GB42579",449,683,602,759,289,767,229,232,763,228,604,318,0.496439227858298,6.08862900371052,2.60394919264588,0.0209598965421133,0.999615045866697,-4.1002566059665
"17","GB42616",3517,2646,1840,4532,942,1754,634,1194,2099,748,1434,829,0.880191574986563,7.8913203855015,3.12613410352165,0.007518686803669,0.999615045866697,-4.10406594300896
"18","GB42622",25,13,33,16,8,13,4,10,23,2,6,5,1.06621878214325,0.714788692474956,2.77726178109088,0.0149501149280401,0.999615045866697,-4.44968881464095
"19","GB42798",1083,512,1659,736,348,1200,297,773,619,269,332,152,0.974248960075486,6.36400576148714,2.57922628328532,0.0219886648971407,0.999615045866697,-4.13419114270365
"20","GB42894",711,1115,861,930,458,728,329,382,1131,259,698,453,0.522659237654523,6.54492929146959,2.89487558589876,0.0118676331380511,0.999615045866697,-4.04035623562482
"21","GB42924",177,154,150,322,33,153,38,57,130,17,112,63,1.05362275953523,3.77572632442567,2.86526046679182,0.0125793356569847,0.999615045866697,-4.17839038100536
"22","GB43091",692,814,383,1663,611,493,219,381,545,200,496,300,0.880261308850499,6.20580945108247,2.93297152266286,0.0110100755111796,0.999615045866697,-4.00540942632612
"23","GB43181",11,7,10,10,8,14,14,11,46,8,24,7,-0.84421309023091,0.940748615136472,-2.61630108519682,0.0204634859602893,0.999615045866697,-4.45305393480891
"24","GB43202",194,160,196,228,117,162,117,97,106,75,115,49,0.7786005289119,4.26183824416977,3.8594641974764,0.00176713732054181,0.999615045866697,-3.84645629912976
"25","GB43248",17788,18311,6522,15461,1404,14522,3330,2051,8983,877,6737,2782,1.37568127327351,9.71014326460328,2.68216810909801,0.018002632992152,0.999615045866697,-4.31253181504382
"26","GB43739",8475,4574,4764,15112,1474,4245,1234,1387,3211,886,4266,1867,1.26399014795614,8.88009852891176,3.43708816202924,0.00406261319809492,0.999615045866697,-4.1235820231028
"27","GB44011",50,75,49,94,37,57,14,40,37,19,38,29,0.866167046839646,2.63522438416791,3.2355833457121,0.00605430239773162,0.999615045866697,-4.25632535874154
"28","GB44070",1011,3012,1209,1931,476,1534,545,385,2216,253,510,137,1.37436782474212,6.88785721380153,3.04037808022519,0.00890770029742968,0.999615045866697,-4.03831130190357
"29","GB44100",68060,30585,27225,93320,14779,24341,6806,8044,21929,5848,19278,26086,1.32128966613086,11.6471197302732,3.15979607025301,0.00703424574494386,0.999615045866697,-4.32812070420809
"30","GB44122",616,380,416,999,260,443,222,210,357,132,323,365,0.698810195615407,5.73515812994563,3.0197021598601,0.00927895378747672,0.999615045866697,-3.94730011283457
"31","GB44123",355,488,466,363,352,547,757,591,570,465,480,458,-0.592500255194569,6.20629787065169,-2.64035806935793,0.0195291006944601,0.999615045866697,-4.09175196265983
"32","GB44460",27,82,41,62,64,53,17,20,49,22,27,12,0.948493523871969,2.40609563597047,2.78160592672644,0.0148234508439617,0.999615045866697,-4.34654092037061
"33","GB45028",1501,979,1082,2417,540,1750,480,679,1360,297,1398,364,0.780006424378177,7.09673001571045,2.65605834584147,0.0189417204309315,0.999615045866697,-4.16074252082452
"34","GB45422",25,14,30,33,12,15,24,29,36,18,32,28,-0.608103725032954,1.87298842626921,-2.55895100700367,0.0228685574825793,0.999615045866697,-4.41137513444647
"35","GB45713",220,211,237,289,158,285,147,124,216,125,175,162,0.375799945495474,4.86139066528104,2.8907166365303,0.0119651391557222,0.999615045866697,-4.00846006765343
"36","GB45830",14,11,12,24,12,8,3,6,9,3,12,5,0.880242579055248,0.469706667081792,2.59844606815386,0.0211847908118166,0.999615045866697,-4.47314221617057
"37","GB46029",24,35,37,19,17,34,67,47,49,24,54,27,-0.836917179486161,2.37962117994578,-3.12026752687204,0.00760644466716671,0.999615045866697,-4.29783501896504
"38","GB46103",123,51,69,288,19,36,10,7,32,7,31,33,1.82968256536858,2.35599881363593,3.15810158115325,0.00705787246022733,0.999615045866697,-4.3067872684048
"39","GB46165",90,148,82,124,61,138,39,43,139,23,69,38,0.775247302068347,3.45888291260895,3.12603008153287,0.00752023407050907,0.999615045866697,-4.16393254673823
"40","GB46286",20587,10125,9532,42461,4310,7165,3311,5637,5517,2533,5513,6706,1.12106569806401,10.1448160498931,2.81193604945664,0.0139678657995204,0.999615045866697,-4.31012763525796
"41","GB46334",124,150,183,155,72,158,229,114,260,111,174,184,-0.51532076221599,4.5469264735588,-3.36226015341371,0.00471117130399972,0.999615045866697,-3.90036153385309
"42","GB46360",334,696,322,830,206,239,93,280,359,137,241,116,0.878261903445677,5.3421127738566,2.58222568020958,0.0218613036659798,0.999615045866697,-4.1029864412014
"43","GB46458",20,16,18,14,11,13,22,24,26,16,29,16,-0.700987615731036,1.5127026442342,-2.97207255758871,0.0101933801546154,0.999615045866697,-4.38628454713368
"44","GB46558",394,379,119,51,323,186,5,45,86,32,29,35,2.41679986434981,3.55959651633153,3.12499085279168,0.00753570937294666,0.999615045866697,-4.19469483610899
"45","GB46815",17,12,18,16,7,6,19,13,31,14,25,15,-0.84796212316164,1.22793136685319,-3.14295066374058,0.0072726646729309,0.999615045866697,-4.38835695845977
"46","GB47349",183,184,229,245,94,141,77,69,177,79,139,139,0.493763395900934,4.38020807164897,2.80263082874491,0.0142250885122182,0.999615045866697,-4.09666797401441
