"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40110",11,14,16,28,19,9,51,36,16,28,50,12,-0.940529731715218,1.70387673449138,-2.86713923313514,0.0125845709542963,0.999910743257143,-4.38411092248076
"2","GB40114",233,143,337,263,270,57,61,125,34,108,93,45,1.35316308503249,4.15292277484175,5.02164414373626,0.000195963445460066,0.999910743257143,-3.68576785223555
"3","GB40150",559,134,510,466,702,272,820,613,411,636,780,630,-0.808970264541181,6.25456356738424,-2.59751426547002,0.0212904143439819,0.999910743257143,-4.11226724950617
"4","GB40203",61,69,73,162,167,75,168,164,87,131,216,103,-0.634435006948356,4.12757681571024,-2.73241253320989,0.0163803417046345,0.999910743257143,-4.15029646715898
"5","GB40386",91,84,116,232,189,95,172,202,98,211,217,153,-0.514282411086348,4.48748208785941,-3.01745456810309,0.00936402218708553,0.999910743257143,-4.0120231526548
"6","GB40431",99,44,157,212,105,18,17,44,22,73,52,27,1.22109359280375,3.03868932335806,3.15683067055152,0.00711294919176908,0.999910743257143,-4.21952135793053
"7","GB40565",68,37,56,149,64,69,65,118,90,206,120,179,-0.904859989999749,3.80105219349815,-3.07016675357605,0.00843978985332553,0.999910743257143,-4.1193357976317
"8","GB40764",99,87,126,292,133,106,148,240,102,282,490,122,-0.728029765813738,4.62314678373542,-2.6974928675309,0.0175339515368411,0.999910743257143,-4.09718731000249
"9","GB40848",40,62,44,106,90,31,130,115,74,120,163,42,-0.843126237276643,3.53051174253383,-2.98233707861672,0.0100346302946328,0.999910743257143,-4.18064445463459
"10","GB40850",6,5,7,9,5,8,7,11,15,15,11,20,-0.951999203963375,0.55668584530021,-2.65236780120453,0.0191422131317447,0.999910743257143,-4.46286000456332
"11","GB40901",254,253,304,367,344,147,167,294,154,246,214,188,0.31271459275949,5.17426529888822,2.99467905631634,0.00979370554696434,0.999910743257143,-3.94550365093303
"12","GB40928",108,105,132,193,201,73,159,192,126,211,238,120,-0.461826591349883,4.50050447285649,-3.20880788988683,0.0064189774067161,0.999910743257143,-3.95265589735131
"13","GB41071",38,25,58,71,48,17,70,95,33,89,106,45,-0.864876343261793,2.98389335929262,-3.98793267496746,0.00138732634561275,0.999910743257143,-4.09470539414577
"14","GB41540",63,32,188,216,126,27,20,11,12,30,12,1,2.93958967579987,2.19793858327447,4.77835432516953,0.000307233163099754,0.999910743257143,-4.17158176399312
"15","GB41735",549,197,284,547,438,173,171,365,135,246,206,106,0.718274317598684,5.26489077767534,3.16877667448697,0.00694711615569587,0.999910743257143,-3.89446951382897
"16","GB41927",39,28,62,68,62,26,12,52,20,38,29,29,0.608690146180344,2.43671711045311,2.62616896437767,0.0201406598760737,0.999910743257143,-4.36359886416983
"17","GB42412",20,19,27,54,34,28,48,39,40,72,46,56,-0.814425203108917,2.54294919119015,-2.9977110904066,0.00973539776224257,0.999910743257143,-4.29859314539197
"18","GB42432",23,30,17,28,23,12,31,45,22,29,59,23,-0.702821971588108,2.04613405757903,-2.89188821050784,0.011987857737962,0.999910743257143,-4.35581685152596
"19","GB42548",85,49,94,118,116,70,135,165,106,111,153,89,-0.597495364953685,3.9862480000708,-3.08621506774177,0.00817679286087379,0.999910743257143,-4.07878343680751
"20","GB42600",78,80,75,139,108,53,73,139,62,142,125,95,-0.335917237901976,3.8402614528452,-2.60871651707643,0.0208335674096473,0.999910743257143,-4.2200396691728
"21","GB43195",504,360,631,1227,1078,319,692,952,524,1243,996,685,-0.532806583905793,6.754821331412,-2.89303854042129,0.0119608093821896,0.999910743257143,-4.05713651697855
"22","GB43246",188,457,180,500,247,189,328,511,275,561,497,321,-0.669083841126238,5.65498117865581,-2.76659593983038,0.0153228450728145,0.999910743257143,-4.02266337482653
"23","GB43311",64,25,74,54,117,14,20,43,11,27,36,21,0.900350108567866,2.39380808106059,2.64088100472128,0.0195739298241891,0.999910743257143,-4.36560579155455
"24","GB43500",602,349,1605,1598,747,167,45,725,207,390,312,142,1.37037406401452,5.85560111762024,2.68815926129742,0.0178554489393059,0.999910743257143,-4.08096820098486
"25","GB43635",333,249,344,399,390,135,125,384,117,234,251,175,0.478274534337599,5.20357932646025,3.16094610792807,0.00705537899329801,0.999910743257143,-3.89195311692195
"26","GB43637",188,170,206,280,253,104,141,218,81,172,186,110,0.330657913851048,4.67600454550426,2.83989808086032,0.0132751073482965,0.999910743257143,-4.04167561720469
"27","GB43809",2,3,12,9,9,2,10,8,5,15,15,9,-0.963600720670153,0.190428454178998,-2.61624202715269,0.0205320023369566,0.999910743257143,-4.47745357904537
"28","GB43877",655,449,778,855,870,128,236,548,164,262,407,73,1.05554998187653,5.76144240457548,2.77404262613889,0.0151014725450563,0.999910743257143,-4.03754773219566
"29","GB44012",21,24,21,47,25,12,37,39,34,48,39,27,-0.691799310620704,2.18985339980889,-3.20650871995542,0.00644819731436567,0.999910743257143,-4.30330912562227
"30","GB44116",341,770,423,435,345,189,194,372,162,222,280,74,0.914572031467261,5.3944274084368,2.87284661995347,0.0124444257349724,0.999910743257143,-3.99614976520382
"31","GB44145",25,12,16,26,23,11,3,10,10,17,13,2,1.13107564830359,0.880293533315288,3.01361015882033,0.00943522036992274,0.999910743257143,-4.41944095967079
"32","GB44212",109,91,120,159,131,67,66,140,60,85,86,58,0.387231526419261,3.83888566617466,2.81840463979327,0.0138460413126973,0.999910743257143,-4.16911353248385
"33","GB44545",3,5,7,9,13,4,15,15,5,19,35,9,-1.21072638955604,0.583000445778697,-3.35680406379417,0.0047916098872187,0.999910743257143,-4.40582933663247
"34","GB44824",234,180,249,315,221,137,443,941,143,365,584,187,-0.82479577970434,5.43490643690981,-3.00557214217346,0.00958581805599782,0.999910743257143,-3.94245034492937
"35","GB45019",65,64,50,133,97,59,88,145,52,120,128,99,-0.535821114663098,3.73218814748771,-3.01394393831107,0.00942901763337485,0.999910743257143,-4.13865822713778
"36","GB45040",932,570,832,857,1187,758,232,839,474,676,383,425,0.796835318547843,6.58571070822431,3.11913820241139,0.00766244299870373,0.999910743257143,-3.97508905891973
"37","GB45181",680,490,610,1103,775,261,256,738,257,598,445,337,0.479226164431381,6.24179556565744,2.94488013105988,0.0108022106213101,0.999910743257143,-3.99302556365825
"38","GB45391",170,105,200,262,212,67,55,171,71,142,99,110,0.555918087915456,4.26507317898951,2.96882317888804,0.0103051469876504,0.999910743257143,-4.06495942436324
"39","GB45495",997,804,1589,1552,1251,794,500,1092,503,526,909,592,0.706134648820927,7.04060602246495,3.97021502319602,0.0014359935275549,0.999910743257143,-3.80944211961818
"40","GB45499",1554,635,3648,3429,1465,422,428,965,435,857,830,892,0.889054045887181,7.24982297611074,2.61680908148891,0.020509450990251,0.999910743257143,-4.18202747550153
"41","GB45582",362,238,274,436,650,108,84,338,137,209,192,187,0.693644643346699,5.1444394608674,2.80538225701427,0.0142035834617595,0.999910743257143,-4.02171415226987
"42","GB45705",1719,1236,1476,3013,2372,1073,2124,2192,1575,3113,2546,3008,-0.569551358566655,8.26919240582583,-3.07418834627634,0.00837310738742216,0.999910743257143,-4.14485970501767
"43","GB45708",77,56,74,62,95,61,110,165,139,133,151,100,-1.00062790556716,3.88645995794383,-4.71025483386702,0.00034890211445198,0.999910743257143,-3.77859236794405
"44","GB45719",208,164,238,374,335,173,240,344,188,354,325,272,-0.326213389177037,5.31192538041709,-2.62458421202252,0.0202026465042213,0.999910743257143,-4.06925075796906
"45","GB45918",16,16,61,130,29,18,6,23,11,31,13,1,1.6105383500336,1.48714272605393,2.64609184230087,0.0193769301198798,0.999910743257143,-4.42551296996293
"46","GB46269",105,81,126,151,129,73,39,116,50,94,79,75,0.496652035308044,3.75423926106768,3.21538487076438,0.00633611835587516,0.999910743257143,-4.09075976092142
"47","GB46514",3199,9457,2514,8138,4915,1348,6936,11431,11473,12314,8834,6217,-1.31577364275027,9.86852380160376,-3.43627332568705,0.00409565873328758,0.999910743257143,-4.19877221622467
"48","GB46515",5,16,13,7,13,5,11,28,9,17,22,11,-0.855905924487133,0.893973967861293,-2.66639193359558,0.0186276416267712,0.999910743257143,-4.44839979002394
"49","GB46886",134,199,193,177,154,156,266,280,146,286,238,184,-0.557656310044553,4.90933838146129,-2.70600518801321,0.0172456561756587,0.999910743257143,-4.06312133410139
"50","GB46922",467,205,512,619,442,178,106,456,169,284,281,206,0.603875035338581,5.47081523982602,2.68515509991948,0.0179601412575049,0.999910743257143,-4.05256627808052
"51","GB47182",49,39,55,191,130,30,107,114,75,171,201,68,-0.787106994207833,3.73888487584228,-2.6468900441604,0.019346923721598,0.999910743257143,-4.22830953921055
