"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB50693",74,112,90,51,70,140,13,20,22,10,32,76,1.82360272428101,2.58713038715231,5.67802358765574,6.65621548296892e-05,0.658832208504264,-4.03820385792565
"2","GB40409",76,140,165,71,95,94,34,51,111,30,20,45,1.25760192029091,3.14416484922239,3.59850018543317,0.00308423995402818,0.999409724942482,-4.15094141559332
"3","GB40593",7,2,3,7,8,8,8,22,17,6,6,15,-1.03222401238259,0.121465813125671,-2.96243967400291,0.0106719068955397,0.999409724942482,-4.46620609763588
"4","GB41063",274,244,230,143,266,427,359,508,323,213,303,488,-0.512856084777236,5.32125115861501,-3.54332832959887,0.00343387180037171,0.999409724942482,-3.90963360780022
"5","GB41760",4483,11243,9492,2739,3502,3973,714,2761,5442,1086,971,4042,1.44320088503281,8.71153556380008,3.0853681487864,0.00839659327448864,0.999409724942482,-4.25270598775724
"6","GB42927",33,23,41,19,38,38,16,39,18,8,11,29,0.730511291084354,1.67849283493495,3.27069201615484,0.00584601375729838,0.999409724942482,-4.34686417146408
"7","GB43581",1489,3711,3689,1100,1726,2139,906,1296,1975,429,644,1899,1.0106785933233,7.6272247115069,3.06710974453684,0.00870128848586846,0.999409724942482,-4.19049647521818
"8","GB43631",415,300,288,227,366,405,447,898,726,266,235,792,-0.612004672983575,5.75658403332572,-3.13488269747914,0.00762265926818028,0.999409724942482,-4.03220209625072
"9","GB43734",20,20,13,15,18,32,30,50,49,13,22,53,-0.809309415973455,1.76153726594865,-3.57233021058392,0.00324535320328606,0.999409724942482,-4.30987964209053
"10","GB44146",733,582,560,286,591,732,590,1494,912,600,514,1010,-0.554924241044045,6.48344968739895,-2.96436183634692,0.0106320136941786,0.999409724942482,-4.12704237524633
"11","GB44154",929,1079,1228,629,1398,1247,492,1064,759,407,664,1373,0.509217999918182,6.87890718617866,3.1220591862739,0.00781600556487843,0.999409724942482,-4.12582538860705
"12","GB44201",16,5,3,2,5,6,11,17,24,5,6,18,-1.17816886365289,0.142148731407914,-3.00016967515644,0.00991524154713118,0.999409724942482,-4.46316525874606
