"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",193,149,332,384,269,91,183,97,65,124,150,118,1.11188107911351,4.40773022010309,3.78503379448728,0.00212658105361482,0.75003138299718,-3.89410727540872
"2","GB40972",460,305,796,525,846,468,405,236,224,289,632,465,0.82897893665073,5.86293039666927,3.61430731097437,0.00296441275609152,0.75003138299718,-3.90462108428147
"3","GB42319",234,176,259,243,279,237,176,52,198,227,216,214,0.725443199724366,4.72685794944435,3.52793193563312,0.00350885124199055,0.75003138299718,-3.91249253045426
"4","GB42527",138,94,121,148,139,70,136,34,47,79,80,89,0.905115214803126,3.60445557177069,5.15379529397557,0.000163469737332431,0.75003138299718,-3.82143871162348
"5","GB42896",36,18,22,5,15,12,7,4,6,10,4,9,1.4983294415725,0.484330463178788,3.50574636090621,0.0036643261699915,0.75003138299718,-4.41060521116378
"6","GB43412",210,171,201,163,173,148,175,92,99,159,177,210,0.507630415486465,4.43388814457362,4.11437415438948,0.00112688676087223,0.75003138299718,-3.80665803950582
"7","GB43422",573,493,521,545,632,464,553,232,248,597,550,518,0.57271315148518,5.99542655754302,3.60499042118828,0.00301877260167701,0.75003138299718,-3.9141975747305
"8","GB43446",491,316,566,236,371,276,508,119,177,226,327,412,0.660454003547509,5.369385973599,3.57277689328562,0.00321461964356009,0.75003138299718,-3.88428740113155
"9","GB43778",141,132,116,170,199,95,128,56,98,108,116,106,0.725557813205553,3.9811851770217,3.93867077665376,0.00157964251859409,0.75003138299718,-3.92237241503965
"10","GB44128",19,13,20,20,19,6,54,15,31,27,36,49,-0.864927064995162,1.60978019033871,-3.60598915594096,0.00301289746927323,0.75003138299718,-4.31896134531064
"11","GB44276",312,291,192,86,102,113,95,80,28,136,54,78,1.46135143047703,3.84809658361001,3.54037728706068,0.00342456895667748,0.75003138299718,-4.04012199836261
"12","GB44330",423,381,207,107,193,171,108,103,72,214,103,113,1.26438640041708,4.4117428360173,3.46542088916615,0.00396494858304465,0.75003138299718,-3.97124972835799
"13","GB44528",132,159,123,63,59,141,59,72,31,71,62,36,1.2888170304962,3.33226676754223,3.34383328535036,0.00503037446319173,0.75003138299718,-4.15139325917768
"14","GB44616",134,83,140,153,173,81,113,59,29,89,124,80,0.946347589761888,3.69115640670751,3.82182207051149,0.00198014764893868,0.75003138299718,-4.00216663740749
"15","GB45159",92,77,110,64,102,30,272,64,141,138,156,194,-0.77800591942896,3.81218029660103,-3.4662213545337,0.00395874571111351,0.75003138299718,-4.0634433805423
"16","GB45584",19,10,19,4,20,3,73,10,46,21,64,54,-1.63970826385781,1.40922532232484,-3.71539469942663,0.0024346528272848,0.75003138299718,-4.33636805941871
"17","GB45609",479,542,396,247,1031,160,2702,802,873,960,1024,1167,-1.30592412684334,6.50840534554194,-3.47512554647422,0.00389040241568864,0.75003138299718,-4.005313828496
"18","GB46371",232,192,190,121,165,184,155,109,96,155,139,158,0.670482417512734,4.3736330658579,3.45596087117612,0.00403900118664128,0.75003138299718,-3.96489889036591
"19","GB47248",198,134,172,175,209,165,370,167,238,216,421,356,-0.464409200139339,4.8935182594664,-3.30888783599638,0.00538677863432628,0.75003138299718,-3.96562517540566
"20","GB47426",143,130,97,91,153,102,89,64,65,92,92,121,0.708347767272089,3.7541153870558,3.68188957073407,0.00259866351826102,0.75003138299718,-4.01397391502728
"21","GB47819",14,17,20,13,18,23,16,2,6,15,12,12,1.06733422193446,0.787361793677937,3.52627026112331,0.00352026184753639,0.75003138299718,-4.38994907508967
"22","GB48299",200,130,179,144,197,162,368,104,282,251,387,390,-0.500875200826666,4.84505774021398,-3.30470389627318,0.00543111343629563,0.75003138299718,-3.97010915855604
"23","GB48331",101,60,73,119,90,82,202,65,110,227,223,189,-0.657645972843229,3.95915358561655,-3.35406795362661,0.00493054330421085,0.75003138299718,-4.06156314741698
"24","GB48960",172,107,127,83,89,127,100,59,64,98,56,83,0.878116929360426,3.64115244121817,3.68233771316849,0.00259639745067192,0.75003138299718,-4.03554286478842
"25","GB49073",1130,667,1152,788,1072,909,819,479,356,712,683,676,0.839893582729276,6.65397828960058,4.33552530106532,0.000739644244810122,0.75003138299718,-3.84743009936524
"26","GB49444",18,12,13,16,16,16,10,5,5,7,9,15,1.09831633878608,0.619791638398848,4.67591651256693,0.000390851960479033,0.75003138299718,-4.33304369534176
"27","GB49957",639,417,299,447,458,269,333,148,154,413,228,460,0.838929376718984,5.45763415611606,3.62945602943801,0.00287813406835483,0.75003138299718,-3.87663639580719
"28","GB50416",71,54,48,25,28,26,29,18,10,22,21,26,1.19307171805055,1.93063180195481,3.98950528840344,0.00143220632167791,0.75003138299718,-4.24596452441266
"29","GB50444",31,14,37,76,78,45,15,12,8,39,23,15,1.53639403087243,1.82482410485094,3.38533047162348,0.00463775430854295,0.75003138299718,-4.32147345713382
"30","GB50537",273,201,390,378,502,219,230,102,202,327,208,240,0.807753063224692,5.09244768767063,3.53227354531764,0.00347921367489247,0.75003138299718,-3.89544363194932
"31","GB50686",442,242,504,345,278,179,260,149,66,279,145,147,1.23605115955406,4.90237502419436,4.12617512070802,0.00110171906000451,0.75003138299718,-3.77584337112371
"32","GB50687",153,74,80,58,96,78,33,56,43,77,44,38,1.21402429568274,3.09945032841655,3.60633078074808,0.00301089049326301,0.75003138299718,-4.14005192024662
"33","GB50767",65,40,94,62,44,60,51,22,21,35,65,49,0.859083243219808,2.66574722221119,3.8455322958806,0.00189125082592812,0.75003138299718,-4.16675956110392
"34","GB51797",24,16,20,12,15,22,112,15,44,39,82,111,-1.47325205153411,2.09143337709566,-4.92745195159978,0.000246129898441421,0.75003138299718,-4.1581496708431
"35","GB51854",90,128,96,52,77,81,105,39,20,48,64,53,0.986508233779883,3.12066581182349,3.42577224952795,0.00428476405487414,0.75003138299718,-4.16525783360768
"36","GB52179",311,211,206,218,180,114,499,159,390,285,648,601,-0.745248331409642,5.22514470618244,-3.72479172854616,0.00239056871583176,0.75003138299718,-3.85782762793064
"37","GB52427",3144,2164,2827,3147,2598,1849,2898,1321,710,1982,2112,2069,0.810837786954247,8.13422439170228,3.43362473756489,0.00421942437894217,0.75003138299718,-4.15232596911827
"38","GB52767",306,335,241,126,141,179,157,152,33,120,114,100,1.30111346715628,4.2898596727107,3.54886622734831,0.00336825623746042,0.75003138299718,-3.96868794807395
"39","GB52836",2521,9857,7635,4719,16084,4608,3623,1302,1187,2557,4916,1315,1.80250274112081,8.95155546794921,4.10590470678907,0.00114531203106232,0.75003138299718,-4.12314395922715
"40","GB52837",94,105,255,194,627,165,102,27,47,48,157,43,1.90469153786619,3.84974928649441,4.03139158965642,0.00132133263299979,0.75003138299718,-3.96818925624771
"41","GB53516",475,260,275,231,475,159,1645,403,325,841,1026,710,-1.06691596517021,5.93717786795803,-3.93932705705416,0.00157764351523707,0.75003138299718,-3.84718903054082
"42","GB53933",201,119,178,226,180,143,361,127,324,354,378,520,-0.683308716932086,4.97393025517767,-4.08022823501025,0.00120308053787378,0.75003138299718,-3.78151163214311
