"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40629",309,301,253,88,263,74,151,83,61,112,170,100,0.723680826266343,4.44584962324618,3.10922902881173,0.0079619209714821,0.996003934685574,-4.04794102004677
"2","GB41368",132,186,136,68,188,119,157,135,132,204,188,215,-0.472057424596282,4.52819512210622,-2.91149827491562,0.0117195092757315,0.996003934685574,-4.07762822015474
"3","GB41471",836,872,787,376,536,325,396,330,337,401,420,336,0.535751025625399,6.15876569337371,3.01634249536098,0.00954918537473776,0.996003934685574,-4.04611169070058
"4","GB41723",221,350,203,137,136,86,136,103,71,84,97,51,0.898921890969676,4.23858952768007,3.40486677255414,0.00446143398881573,0.996003934685574,-4.0117204405264
"5","GB42622",21,46,15,13,16,8,13,11,2,13,6,5,1.10503557392405,0.833313138913894,2.98882253952918,0.0100770414892141,0.996003934685574,-4.44518837849036
"6","GB42660",99,222,72,46,104,53,49,50,39,42,70,27,0.894012021568623,3.26684066291832,3.70163308067569,0.00249914085043325,0.996003934685574,-4.11723363364882
"7","GB42801",58,90,35,43,40,19,12,32,6,21,9,14,1.50017887196839,1.93043728032768,4.23144202302425,0.00090043775802801,0.996003934685574,-4.26066571001775
"8","GB42873",3,3,4,2,5,15,7,9,10,22,10,32,-1.68816590764765,0.304343472448714,-3.19121140279213,0.00678062363791866,0.996003934685574,-4.45772673188044
"9","GB42900",1218,1655,1205,938,990,651,627,549,432,743,514,297,0.982185038949035,6.82878565586769,4.28409533305955,0.00081466642008428,0.996003934685574,-3.85140422610218
"10","GB43208",2267,4016,1887,1678,1986,1254,1382,1646,971,1330,1592,959,0.558570096487638,7.96702372604159,2.80888755885402,0.0143120296595588,0.996003934685574,-4.26487596650188
"11","GB43504",48,78,33,16,47,34,60,46,40,74,80,77,-0.741339427796109,2.91547797975584,-3.71404142778765,0.00243952852986353,0.996003934685574,-4.16805408181726
"12","GB43722",27,34,19,9,25,8,10,10,4,15,18,5,0.829747698223282,1.0365833469526,2.99071744865987,0.0100397877456383,0.996003934685574,-4.43229046876049
"13","GB44011",92,97,99,42,94,37,64,62,19,57,38,29,0.678735148626088,3.07594823179672,2.81539424153668,0.0141321062941438,0.996003934685574,-4.28879745601149
