"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40020",57,78,29,59,68,45,54,152,57,114,111,107,-0.622004068366973,3.45469096811592,-3.47173133251926,0.00392048166728922,0.96393394422275,-4.11562017083081
"2","GB40084",64,52,26,74,54,40,60,122,65,120,103,75,-0.647263279145493,3.34937985188275,-3.60124302028048,0.00304445366357664,0.96393394422275,-4.11113354870121
"3","GB40225",24,45,6,32,31,29,29,108,47,79,38,59,-0.961521697493658,2.50600242280979,-2.82997385711405,0.0137501470466588,0.96393394422275,-4.34023277217613
"4","GB40525",9,5,1,3,13,7,10,22,10,16,16,12,-1.14560229315925,0.454070329913185,-3.35056500228673,0.00496933346031943,0.96393394422275,-4.44023608883231
"5","GB40719",42,41,28,32,50,26,37,35,14,22,29,23,0.665876587509289,2.23914240586982,3.13960491674206,0.00751144030810868,0.96393394422275,-4.31862504216127
"6","GB40933",19,9,8,4,11,9,18,22,12,25,26,17,-0.882047079320394,1.09293795380499,-2.87665737532758,0.0125558649692027,0.96393394422275,-4.43656181647506
"7","GB41063",274,323,213,244,277,158,359,508,226,426,436,336,-0.437319855800707,5.53475239306635,-3.16937200162513,0.00708614384483472,0.96393394422275,-3.95681703186869
"8","GB41115",36,20,6,17,27,11,23,64,19,70,32,27,-0.814216605556499,1.92956459241905,-2.92653419375769,0.0113925875993129,0.96393394422275,-4.37479657829166
"9","GB41709",19,12,9,17,16,10,10,17,6,6,7,3,1.01436396014948,0.671513567565211,3.28314930883636,0.00567063804577718,0.96393394422275,-4.42947325105807
"10","GB41824",12,41,4,14,13,8,15,48,30,66,46,75,-1.50440703790958,1.82375844776036,-3.48624564135294,0.00381081182689821,0.96393394422275,-4.33398610341602
"11","GB41839",28,30,15,27,40,28,29,83,38,78,52,37,-0.695794315589867,2.51008326401839,-3.31232411157009,0.00535571732985314,0.96393394422275,-4.27047276141229
"12","GB42053",23780,74194,14811,80449,61407,5645,5405,42110,7972,16598,16273,5890,1.49962356296878,11.5141758043677,2.84827176553529,0.0132692983650004,0.96393394422275,-4.43306616569719
"13","GB42081",28,24,8,21,33,14,21,60,22,56,32,37,-0.632049625490383,2.03933342750095,-2.81594707516414,0.0141302954065085,0.96393394422275,-4.377973384217
"14","GB42276",54,117,37,53,67,13,22,31,20,35,35,12,1.18255895147673,2.40791520305273,3.45498769545063,0.00405095528833002,0.96393394422275,-4.26504128009288
"15","GB42470",18,26,11,19,30,10,28,62,17,40,26,27,-0.60111701548945,1.87706143151209,-2.81504847043566,0.014154997321112,0.96393394422275,-4.38992317932047
"16","GB42481",38,34,21,27,45,16,49,83,37,68,48,60,-0.746318345500658,2.63933907722304,-4.22778751781205,0.000909012154771228,0.96393394422275,-4.14349591332827
"17","GB42654",180,194,97,145,194,112,198,249,131,318,290,214,-0.423130204485512,4.82204495380126,-2.98936275692125,0.0100775326164459,0.96393394422275,-4.02858666324498
"18","GB43427",37,33,7,22,35,46,54,63,40,80,65,57,-0.937225196075873,2.61394694870687,-3.1488055184606,0.00737734005399875,0.96393394422275,-4.28421282454894
"19","GB43504",48,33,16,46,47,40,60,78,34,74,80,77,-0.642018059208498,2.91547797975584,-2.88038447050297,0.0124650367827124,0.96393394422275,-4.29043737777793
"20","GB43568",5,14,3,4,3,13,10,25,9,28,11,23,-1.29317798915432,0.646575249793905,-2.82882780547053,0.01378082673852,0.96393394422275,-4.46510293934205
"21","GB43771",38,49,28,71,68,48,50,136,61,107,88,105,-0.682086451700588,3.32462392418363,-2.97495329480765,0.0103652063089362,0.96393394422275,-4.226767067687
"22","GB43930",17,16,8,34,34,10,8,16,9,7,12,9,1.01917124888697,1.06060183522632,3.2858720995027,0.00564047884731768,0.96393394422275,-4.40377856606337
"23","GB43955",17,6,2,7,6,12,12,23,12,26,22,19,-1.14895130112755,0.869047605868977,-3.25775465253838,0.00595981618815684,0.96393394422275,-4.42170619331255
"24","GB44157",12,18,1,5,14,13,15,29,24,51,21,25,-1.35336980259242,1.20213074464347,-3.09360518211053,0.00821916526780457,0.96393394422275,-4.41578815161922
"25","GB44207",13,10,10,15,25,12,9,11,8,6,8,6,0.94749810853512,0.736295976173776,3.16750976351788,0.00711203218898466,0.96393394422275,-4.43326474578167
"26","GB44839",56,45,44,38,57,20,38,53,22,16,25,13,0.907873741726354,2.32696717939205,3.00873371400616,0.00970321786139653,0.96393394422275,-4.32854976430361
"27","GB45644",229,207,141,123,150,50,165,122,46,78,111,50,0.859087658343125,4.06688731066712,2.81704811858946,0.0141000862373879,0.96393394422275,-4.1620958459196
"28","GB46018",4,7,4,3,4,8,9,21,11,16,10,18,-1.29279140370411,0.402804952596669,-3.56722570357792,0.0032533363902225,0.96393394422275,-4.43046789748062
"29","GB47165",659,227,358,292,865,138,305,101,29,159,177,284,1.51290094164779,5.09723691880859,3.06857609329528,0.00863170245172282,0.96393394422275,-4.01754019334882
"30","GB48066",362,433,330,596,670,106,148,488,115,237,284,125,0.989054514579571,5.38888043742217,3.29216645726361,0.00557137250372744,0.96393394422275,-3.92466783005826
"31","GB48100",62,36,27,45,71,22,28,30,21,40,28,18,0.817886570981368,2.36223583795244,3.66489985387114,0.00268932211869642,0.96393394422275,-4.24229505674647
"32","GB48256",739,737,455,823,1256,454,424,763,419,683,815,378,0.515945967680465,6.58721218424,3.33561779244861,0.00511691335520743,0.96393394422275,-4.00276327228998
"33","GB48369",72,71,39,66,106,59,70,145,64,139,128,116,-0.492031248331774,3.69468449053007,-3.05380381438674,0.00888476493218884,0.96393394422275,-4.1586947686657
"34","GB49711",25,26,7,23,18,16,17,51,24,54,37,57,-0.835042797717513,2.00557634326805,-2.81380770170124,0.0141891746531099,0.96393394422275,-4.38223915210082
"35","GB49854",6273,9431,4951,9367,3704,1080,978,4022,553,1832,2244,205,2.33647439450401,8.46431189586164,3.8657218083481,0.00182125677400382,0.96393394422275,-4.14128174907614
