"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40134",8920,8746,12290,9655,5590,5576,4283,2618,2934,4538,4131,2775,1.01992685382925,9.67907774883097,4.74217957381002,0.000349946543234559,0.200929857985624,-0.0128536150488126
"2","GB40306",349,413,379,255,246,305,166,126,155,105,139,82,1.1847566012101,4.95328687414355,4.24693107162832,0.000883424572383944,0.200929857985624,-0.42135651067142
"3","GB40629",309,151,301,253,88,263,83,61,74,112,170,100,0.921918575777593,4.44584962324618,5.44001981235049,9.99489527290504e-05,0.200929857985624,1.42781898253531
"4","GB40670",603,629,1348,786,387,610,500,195,249,473,353,172,0.954996685838325,6.11718823705383,4.21079190096545,0.000946172266874345,0.200929857985624,-0.482425572375284
"5","GB41000",412,513,445,397,261,353,270,122,118,194,280,126,0.956678481836592,5.3270330646805,4.35208678668499,0.000724080152171779,0.200929857985624,-0.241023966029824
"6","GB41723",221,136,350,203,137,136,103,71,86,84,97,51,1.00068359258161,4.23858952768007,4.22212285193836,0.000926020309429352,0.200929857985624,-0.482055052166658
"7","GB41728",51,40,75,54,27,50,31,14,10,29,17,13,1.18086952012802,2.17876330302255,5.42225049789703,0.000103106156219601,0.200929857985624,0.696262773085482
"8","GB42873",3,7,3,4,2,5,9,10,15,22,10,32,-2.07654415151108,0.304343472448714,-4.66826894143565,0.000401085409043434,0.200929857985624,-1.00674513943017
"9","GB43015",295,259,426,434,173,309,218,112,119,206,263,133,0.631396323860721,5.11629618815425,4.14987089938359,0.00106250826709031,0.200929857985624,-0.580477465032964
"10","GB44091",5915,5779,8702,8659,3637,6671,4048,1984,2239,3420,3793,1553,1.01691761198819,9.30853199347166,4.53186994052693,0.000516773572707344,0.200929857985624,-0.239080402874452
"11","GB44118",171,157,270,170,143,123,98,61,77,60,55,44,1.18706644435782,4.00296832135668,4.23019569461122,0.000911932314897247,0.200929857985624,-0.486730679370025
"12","GB44187",403,344,602,457,229,464,293,140,179,299,296,160,0.654016205675581,5.51013212396885,4.92638224790519,0.000249838229189281,0.200929857985624,0.699077719974398
"13","GB44493",289,251,629,297,193,277,190,92,114,217,201,82,0.867640547736445,4.98229128972126,4.47178101200373,0.000578210419048226,0.200929857985624,-0.0453850167373862
"14","GB44503",451,426,322,328,183,518,565,363,474,985,513,768,-0.93180724751311,6.12818961741827,-4.18616248455514,0.000991544090861825,0.200929857985624,-0.522347639649186
"15","GB44694",101,68,158,90,48,142,104,91,86,150,181,146,-0.579588898915146,4.04953585597789,-4.11292019840772,0.00114012772051947,0.200929857985624,-0.66269158570667
"16","GB44860",304,315,273,255,173,229,159,48,86,130,170,44,1.18813161563844,4.57274927405901,4.2103802453863,0.000946912816114846,0.200929857985624,-0.491538519782312
"17","GB45645",1527,1311,2212,2149,952,1796,1012,466,458,975,1084,416,1.0288529791068,7.32543448357464,5.19279278827457,0.00015465833774929,0.200929857985624,0.97448301159534
"18","GB45715",15,14,20,12,7,23,7,4,4,6,3,6,1.28888446388082,0.450691403331176,4.37825849563081,0.000689232649029756,0.200929857985624,-1.22606474850839
"19","GB45732",386,259,828,562,196,300,167,126,117,200,254,107,1.04427112285355,5.21721225443755,5.05947119325684,0.000196381076151266,0.200929857985624,0.899260719201076
"20","GB46362",639,650,582,435,335,319,232,161,217,178,273,143,1.09300355393832,5.5590316684798,4.10458139649257,0.0011584346075738,0.200929857985624,-0.658020665580588
"21","GB47009",784,995,1545,1390,566,966,587,341,398,748,691,367,0.772637451221414,6.75888626879488,4.53598599594852,0.000512820155258032,0.200929857985624,0.0288050558523976
"22","GB47037",120,129,161,171,91,126,80,45,45,61,88,37,0.946413833384512,3.73746233317829,4.48316440707522,0.000566017873334792,0.200929857985624,-0.110543962716816
"23","GB47059",122,115,182,157,65,132,91,45,45,55,92,48,0.820085561582023,3.73482295227034,4.44996320669392,0.000602342543990226,0.200929857985624,-0.158914329980578
"24","GB47499",303,300,397,224,79,276,144,82,104,92,130,66,1.07582792817399,4.57396742123011,4.31602223019059,0.000775097635447922,0.200929857985624,-0.31452579529226
"25","GB47628",769,1247,1198,805,545,1073,662,265,355,449,463,342,0.943683688698843,6.548147403649,4.39666780757246,0.000665759834335915,0.200929857985624,-0.186655690980225
"26","GB47788",83,82,99,68,32,69,27,25,27,45,31,19,1.05747729972984,2.77582254862545,5.01893569867671,0.000211270767618522,0.200929857985624,0.445474588920859
"27","GB47932",48,44,147,77,31,97,42,20,17,47,18,18,1.20633675651542,2.64201644109699,4.11264038468643,0.00114073718434267,0.200929857985624,-0.847674578049056
"28","GB48140",874,738,1655,1302,464,890,674,313,365,694,636,366,0.688844821384853,6.67936599986672,4.14102323836124,0.0010805860243936,0.200929857985624,-0.609323181392622
