"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40979",10,23,24,31,112,37,3,5,14,13,20,17,1.0819952906684,1.35647078544247,2.69678922855643,0.017839970281017,0.90030822069332,-4.42108396572747
"2","GB41181",225,506,397,473,568,479,150,446,471,351,443,623,-0.380710259571583,5.84676397161188,-2.82833788550398,0.0138265915218382,0.90030822069332,-4.11551819418572
"3","GB41263",5,19,26,21,28,22,3,6,14,7,5,14,0.778392570938072,0.761958703661261,2.62992018275664,0.0202949844391257,0.90030822069332,-4.45467757599923
"4","GB41343",18,43,66,94,160,73,7,18,24,30,25,48,1.00090782454578,2.42165136018408,3.21331761228309,0.00652306782245515,0.90030822069332,-4.26904707883827
"5","GB41495",817,901,1895,2701,3295,3106,301,971,831,592,761,1859,0.726940003081485,7.40832609827798,2.96741060246391,0.0105471767661943,0.90030822069332,-4.20483222942016
"6","GB41608",11,21,37,69,73,47,4,20,15,9,17,28,0.870574300493946,1.67404597751022,2.85780987916167,0.0130568864682623,0.90030822069332,-4.38299714757668
"7","GB41626",18,59,25,35,51,43,18,40,54,29,40,54,-0.566972635162355,2.39114301047793,-2.70667620160594,0.0175024318873767,0.90030822069332,-4.33885412687987
"8","GB41694",18,63,52,70,149,85,6,32,22,33,24,57,0.819819620400431,2.48036685554524,2.80670714157835,0.0144196805486695,0.90030822069332,-4.32163997454474
"9","GB41774",65,183,150,175,181,153,72,137,143,136,178,188,-0.440545953285652,4.32638767667561,-2.78693899907571,0.0149834664947419,0.90030822069332,-4.11585817599399
"10","GB41812",5,15,17,29,28,15,9,21,18,18,19,29,-0.648789220376376,1.31695400245721,-2.70394964716615,0.017594889139696,0.90030822069332,-4.41920232892273
"11","GB41910",78,145,217,224,337,281,32,118,89,76,113,212,0.495790489984119,4.26087664695595,2.76167292694413,0.0157355568404376,0.90030822069332,-4.14342668085542
"12","GB42172",26,53,52,95,167,146,9,29,33,31,36,55,0.868713179556392,2.73597328920025,3.0494875490193,0.00898580578092466,0.90030822069332,-4.25623790491105
"13","GB42213",25,50,79,51,157,53,6,29,19,11,43,54,0.869235283123506,2.35862779308361,2.79032410543191,0.0148854143825571,0.90030822069332,-4.3368684604796
"14","GB42436",10,13,22,28,45,23,1,8,11,6,9,19,0.960712417462457,0.857812643147052,3.02722147493222,0.00938518835550974,0.90030822069332,-4.41513966862418
"15","GB42652",146,145,238,306,370,362,15,130,123,72,91,220,0.87143543320471,4.35939704905076,3.14151376124624,0.00750657563246251,0.90030822069332,-4.05353984466668
"16","GB42830",14,36,17,26,37,37,29,33,35,19,28,48,-0.722606342325164,2.04241619025185,-2.96716312149208,0.0105522688772321,0.90030822069332,-4.33306546056527
"17","GB42833",8,12,13,19,20,19,0,6,3,6,5,15,1.24229727786394,0.197174058739274,2.89225439744409,0.0122105867325237,0.90030822069332,-4.44876970831961
"18","GB42878",144,167,250,289,593,315,44,115,99,76,179,264,0.658836882801327,4.6091460030989,3.1561402388227,0.0072949113433616,0.90030822069332,-4.02046383720373
"19","GB43004",1169,1934,1351,2277,6089,2224,2832,2618,5419,2964,1838,3620,-1.12257518543966,8.50918567738493,-3.25461929777593,0.00601679467277367,0.90030822069332,-4.22425087716429
