"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB49397",582,681,581,859,1184,1339,356,506,507,546,977,798,1.12685699121796,6.63120816674603,5.91319900222736,4.39758354379763e-05,0.419485494242856,1.05035756518421
"2","GB40089",118,205,229,265,316,388,111,126,211,191,370,211,0.902959424242469,4.92096697014129,3.65513768055363,0.0027471773155002,0.480391142713216,-1.55557879390643
"3","GB40626",651,2767,3032,2564,2967,3533,760,890,1628,733,2546,1415,1.57342554239953,7.88858117842426,3.79380627164278,0.00209864098367066,0.480391142713216,-1.63243864147671
"4","GB40838",10,3,23,48,45,48,41,61,69,117,237,76,-1.32479248561274,2.60447737207907,-3.3694460666469,0.00479798562656966,0.480391142713216,-2.29883991913067
"5","GB40908",81,96,72,75,166,147,52,54,73,63,109,80,1.03156376993074,3.58746689882527,4.45876945430955,0.000589424080285269,0.480391142713216,-0.653097876691929
"6","GB40975",34,149,87,82,145,121,18,20,37,41,66,48,1.84985565117584,3.03462245961024,4.72026448193896,0.00036224913356582,0.480391142713216,-0.610582820337889
"7","GB41440",24,6,12,20,36,38,13,15,4,8,27,21,1.16673504263998,1.18974403513917,3.63439952669047,0.00286033595775056,0.480391142713216,-2.39103054248888
"8","GB41441",1102,1262,1393,2028,2697,2857,1232,1592,1400,1642,2782,2401,0.605989509484824,7.97972279449123,3.61067570659629,0.00299559226030482,0.480391142713216,-1.86925591931813
"9","GB41985",116,81,152,193,313,301,164,203,150,180,266,224,0.406251753509741,4.71238629777559,3.53208127791478,0.0034917046926874,0.480391142713216,-1.74006966878523
"10","GB42139",74,98,99,129,226,206,103,124,90,127,192,156,0.539108671523649,4.19700863313458,3.49189767591063,0.0037766529671586,0.480391142713216,-1.82794578932937
"11","GB42233",33,78,146,110,144,212,44,43,83,43,147,58,1.2731263748621,3.5332948406363,3.69339545349382,0.00255019054070946,0.480391142713216,-1.65347005414667
"12","GB42249",230,810,461,614,836,768,195,243,344,430,539,445,1.36131250202519,5.98669392551429,3.93967649166484,0.00158311676623899,0.480391142713216,-1.18929443893556
"13","GB42261",123,45,172,309,216,349,405,339,338,380,896,622,-0.837511684016949,5.31942713834216,-3.66564102980046,0.00269160741747454,0.480391142713216,-1.56779716274805
"14","GB42326",1025,522,595,967,2204,1457,545,609,582,774,1846,1184,0.87013115258655,7.02495395164539,4.16063040866379,0.00103631626354507,0.480391142713216,-1.03595002664963
"15","GB42332",88,46,57,133,156,132,61,87,63,69,181,129,0.578126370258405,3.71703888204433,3.34991197277465,0.00498488957215967,0.480391142713216,-2.08015664406923
"16","GB42534",167,54,113,282,371,250,116,143,154,204,228,183,0.660635204531467,4.60771712754191,3.44062838163143,0.00417454949928766,0.480391142713216,-1.87836109400714
"17","GB42976",97,314,259,250,490,447,82,161,207,171,321,168,1.24274310936025,4.95933710436548,3.75321113092745,0.00227050551683958,0.480391142713216,-1.41634182277109
"18","GB43227",13,24,34,68,56,55,9,27,45,29,12,9,1.63690551645057,1.90266006470883,3.59454142734076,0.00309126178885957,0.480391142713216,-2.20950401306537
"19","GB43239",92,129,144,138,218,278,85,151,123,152,235,115,0.723270216123739,4.38774462324935,3.42504590386397,0.00430366112150588,0.480391142713216,-1.91260556742496
"20","GB43245",137,468,398,448,728,705,161,171,209,413,504,325,1.24902226684375,5.60073110646902,3.66166735027512,0.00271249560411682,0.480391142713216,-1.55818048026547
"21","GB43409",102,40,79,150,167,165,166,224,183,193,423,243,-0.51724768286061,4.46783108339811,-3.7082610498374,0.00247757077235809,0.480391142713216,-1.51015543763453
"22","GB43606",7,21,24,37,51,57,11,14,12,15,29,25,1.27525530453833,1.63108347897542,4.09226224055525,0.00118095198987445,0.480391142713216,-1.81051482684831
"23","GB43761",8,13,47,32,38,55,11,19,15,9,30,15,1.33973730971738,1.56012177170783,3.80768242722897,0.00204297954050778,0.480391142713216,-2.10603107360873
"24","GB44121",366,487,915,801,1102,1490,403,529,682,557,1140,730,0.878171813422604,6.65169381559463,3.83742938440412,0.00192866491159802,0.480391142713216,-1.40354215235286
"25","GB44166",10,23,19,24,30,29,7,21,10,19,6,11,1.45948465285355,1.18541156937371,3.6659211639386,0.00269014102392769,0.480391142713216,-2.36979936381594
"26","GB44254",1961,1910,1136,2005,2987,2642,778,1294,1490,1161,3053,2970,0.991042074137109,7.99820861324085,3.34583665859538,0.00502479513398275,0.480391142713216,-2.2076714758707
"27","GB44412",41,55,87,107,157,200,50,98,80,73,153,88,0.705109757522706,3.68214517221246,3.5180464408879,0.00358867394646612,0.480391142713216,-1.85225701844823
"28","GB44482",580,1561,1605,1124,1952,1876,667,748,1052,723,1653,1354,1.11548078302192,7.35601092681618,3.33928539094745,0.00508961855627432,0.480391142713216,-2.15461949822778
"29","GB44711",15,12,8,18,36,31,7,17,8,4,7,7,1.77222210500292,0.791589939821684,5.20637420218133,0.000149897785324821,0.480391142713216,-1.39105101825565
"30","GB44839",37,41,24,43,66,46,15,16,32,35,39,38,1.06702337703637,2.27724073346189,3.64794238393025,0.00278591540756671,0.480391142713216,-2.02902282623416
"31","GB44863",6,5,8,19,14,25,21,22,24,30,43,38,-0.754029640863946,1.38050843710165,-3.50780334350247,0.00366115798858316,0.480391142713216,-2.45763579574071
"32","GB45150",84,114,122,110,223,220,50,91,103,91,223,132,0.88679298635948,4.09334422657861,3.7242751237101,0.00240168700318084,0.480391142713216,-1.51218461058347
