"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40091",27,19,46,34,71,66,68,68,38,77,130,83,-0.453733673421,2.95082065128859,-2.99640445793446,0.00997246773326658,0.666494177482026,-4.22307498860307
"2","GB40120",11,4,10,11,12,18,8,10,2,6,12,13,0.798630421608162,0.391102591892561,3.01893525736173,0.00954348287644108,0.666494177482026,-4.43466507639132
"3","GB40299",100,91,1412,618,802,878,2709,840,1615,1276,4338,2998,-1.90783815353251,7.03233330305078,-3.48695675939895,0.00382372507877475,0.666494177482026,-4.06677359391427
"4","GB40490",11,16,33,24,56,40,55,53,28,47,88,74,-0.618809785912245,2.44698750525471,-3.17083966849491,0.00709257121593419,0.666494177482026,-4.25828182355508
"5","GB40505",9,2,5,8,12,10,15,27,6,23,39,24,-1.09682317652545,0.782638525730905,-3.71144248975966,0.00247012932866421,0.666494177482026,-4.35784494267571
"6","GB40758",832,386,1210,1352,2654,2594,2334,2359,1100,2142,4677,3213,-0.577535153973622,7.94893316172254,-2.93828203434333,0.0111692030319851,0.666494177482026,-4.23725729378616
"7","GB41292",76,44,114,101,183,203,261,178,107,151,310,227,-0.429808964329523,4.36381934038932,-3.18386531380522,0.0069142065075569,0.666494177482026,-3.9989920589899
"8","GB41386",335,207,606,468,1029,1037,820,934,564,1042,1452,1154,-0.486184514023114,6.66267828794785,-3.07064406442455,0.00862688610478713,0.666494177482026,-4.11348482530387
"9","GB41802",2,2,10,6,12,16,13,13,7,20,37,20,-0.901141780351628,0.59292628178929,-2.9487849734074,0.0109429120534402,0.666494177482026,-4.42940551904756
"10","GB41850",581,383,459,662,908,964,650,574,269,467,885,894,0.570998929697277,6.42523982787981,3.22529365818903,0.0063761469894616,0.666494177482026,-4.04916354650488
"11","GB42076",180,184,251,234,333,321,269,229,89,233,377,262,0.513911935953642,5.06459706880528,2.95293281226548,0.0108547971807299,0.666494177482026,-4.03026279552759
"12","GB42170",67,223,136,213,218,247,116,132,78,75,128,157,0.989313097410414,4.29301053292675,3.23001283234907,0.00631757324427414,0.666494177482026,-3.99042548602306
"13","GB42311",24,27,99,47,124,270,247,174,76,349,436,292,-1.21701554401919,4.16989458597754,-3.47700297134487,0.00389872242853036,0.666494177482026,-3.98511863610754
"14","GB42365",80,110,170,211,194,215,154,128,81,101,212,204,0.540095106235938,4.38668523151525,3.01372754580922,0.00964098376652515,0.666494177482026,-4.03397397887089
"15","GB42480",32,31,47,53,61,85,51,43,24,44,57,46,0.580557233477857,2.71712807946898,3.48803891477426,0.00381565973206555,0.666494177482026,-4.16687418353391
"16","GB42686",473,265,612,518,805,670,686,561,174,485,547,447,0.67273566096605,6.11818170686497,3.35633227120462,0.00493496541690894,0.666494177482026,-3.9848229674117
"17","GB42694",101,54,155,133,233,215,329,268,129,187,410,263,-0.46388223264109,4.70390322950279,-3.50430610933287,0.00369646756479598,0.666494177482026,-3.89158392184109
"18","GB42959",214,175,162,201,320,329,208,191,109,113,256,307,0.680824175906835,4.86423074632886,3.02946640460715,0.00934929054541193,0.666494177482026,-4.00878968987861
"19","GB43196",238,227,172,281,375,366,211,161,133,183,264,384,0.760805378777293,5.08076782290684,3.05239251509121,0.00893998256954694,0.666494177482026,-4.00213855396762
"20","GB43325",33,21,46,94,288,74,27,16,17,12,37,73,1.81245205494724,2.52853322720899,3.91721934896167,0.00165911474154581,0.666494177482026,-4.1482930853168
"21","GB43427",9,6,28,21,48,16,44,51,35,26,79,78,-1.02167376099882,2.0690748033639,-3.35340374620954,0.00496329454642824,0.666494177482026,-4.28145694770162
"22","GB43509",452,1112,2683,117,643,158,57,35,24,15,107,1347,3.29883477162596,4.74033210538055,3.14949930733711,0.00739476316386629,0.666494177482026,-4.09496361031196
"23","GB43511",13,9,18,15,15,31,13,5,5,9,11,17,1.13820838067246,0.833510632780793,3.8899982471881,0.00174850277025696,0.666494177482026,-4.34268220490569
