"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40092",576,307,564,642,148,100,940,774,411,1378,998,855,-1.01749029747019,6.04532729485909,-3.20032275006115,0.00680903651280523,0.818910162142996,-3.889574986307
"2","GB40148",1588,1079,5123,752,1018,1370,473,380,464,3674,516,1502,1.33980475202037,7.10088867836644,2.91879320239862,0.0117574049856576,0.818910162142996,-4.05628606910373
"3","GB40212",707,632,1044,917,378,90,2366,884,618,1510,1929,2264,-1.16785766358144,6.7564687476509,-2.57241432366339,0.022892747317135,0.818910162142996,-4.14223158575069
"4","GB40336",919,711,1571,3051,551,465,2148,1830,1616,3423,2456,2025,-0.793821831147742,7.54319043296781,-2.7145308837174,0.0174377832133036,0.818910162142996,-4.14876970937314
"5","GB40761",14,14,12,12,10,10,6,9,8,9,13,6,0.857877432414091,0.417472378238675,2.87166581014522,0.012879770617246,0.818910162142996,-4.43470434443392
"6","GB40769",2926,1969,3299,3004,926,1096,4703,6131,2638,8880,5014,3556,-0.899160210587359,8.62397752760878,-3.41864339951028,0.0044566863039214,0.818910162142996,-4.06083159385867
"7","GB40926",23,21,26,21,16,12,5,12,20,20,23,17,0.732133888498093,1.15065227733065,2.78702633733449,0.0151663220628087,0.818910162142996,-4.39857002072782
"8","GB41097",99,196,279,447,122,74,654,205,289,964,1093,786,-1.31530272845195,5.30565673635914,-3.20470257573037,0.006751354048517,0.818910162142996,-3.87762060231803
"9","GB41304",190,169,379,185,96,99,363,264,246,411,343,296,-0.49695399618156,4.88437989863281,-3.0456850265323,0.00919370967191515,0.818910162142996,-3.90435881951967
"10","GB41337",15,7,11,14,4,9,21,16,14,43,33,24,-0.924551315265342,0.966261607382877,-3.21911730680342,0.00656494013516477,0.818910162142996,-4.36936948871954
"11","GB41385",57,39,125,76,19,35,81,64,91,229,96,106,-0.595563913462136,3.1950665249914,-2.57108232936114,0.022950985448473,0.818910162142996,-4.24682138719511
"12","GB41677",1210,1022,1243,835,960,642,657,843,870,1131,1313,870,0.496040213353026,6.92159516157847,2.58104987914123,0.0225186333214653,0.818910162142996,-4.14436343095517
"13","GB41720",410,259,569,595,163,91,831,667,280,1574,1092,570,-0.939794757956188,5.87564101447432,-2.64753104606411,0.0198303660366026,0.818910162142996,-4.06541469267104
"14","GB41760",4483,714,2761,5442,1086,211,11243,8684,2070,11040,14362,5199,-1.99508849720038,8.74051994994277,-2.94776083612292,0.0111160223469072,0.818910162142996,-4.17623500037646
"15","GB41873",106,65,219,99,55,52,160,137,161,302,179,135,-0.529401263548167,3.97913819419537,-2.99522268113591,0.0101391374679956,0.818910162142996,-4.02098266344095
"16","GB41904",42,25,54,48,16,9,72,52,47,128,110,80,-1.009785442882,2.5677469831255,-3.99849696169321,0.00146008444216528,0.818910162142996,-4.08307106714322
"17","GB41981",554,2569,188,433,1005,738,129,180,224,269,708,296,1.90481030618652,5.73524493558148,3.07350491611108,0.00871048394704707,0.818910162142996,-3.90523428431069
"18","GB42021",781,975,1219,702,552,472,601,569,922,904,855,774,0.395466679310335,6.59324204162928,2.68831806442013,0.018338320513064,0.818910162142996,-4.08439187240948
"19","GB42077",241,184,394,291,124,139,336,263,260,591,451,376,-0.370373578019563,5.1554643089954,-2.65837919792897,0.0194223735546169,0.818910162142996,-4.03329845167455
"20","GB42252",846,1221,488,552,756,512,316,346,396,503,659,374,1.19423063330511,6.11104815074375,3.86395861044773,0.0018878339268655,0.818910162142996,-3.67210657980837
"21","GB42313",7,4,23,8,8,5,11,14,15,48,17,23,-0.832639492816242,0.697296686597205,-2.57872206958519,0.0226188932333903,0.818910162142996,-4.4466198076169
"22","GB42622",21,13,46,15,13,8,11,3,3,25,22,11,1.18042200339761,0.735437036101959,2.79141042694646,0.0150386629921154,0.818910162142996,-4.42530384127556
"23","GB42624",235,228,219,241,157,132,121,195,127,239,156,200,0.638227330304178,4.55103925455786,3.24900684778975,0.00619465392593735,0.818910162142996,-3.84649632062911
"24","GB42796",7,18,9,13,1,5,15,19,19,18,27,21,-1.04253592266525,0.632325516257406,-2.64240783976097,0.0200259323908402,0.818910162142996,-4.44313937696727
"25","GB42829",598,444,1489,753,239,220,1748,1157,680,1477,1460,1058,-0.921184999280825,6.64485490717368,-3.23809228592495,0.00632738088689671,0.818910162142996,-3.92567758586226
"26","GB42895",176,102,340,303,61,68,223,271,222,657,284,345,-0.651224403804621,4.74626366949824,-2.60941787023198,0.0213308725928783,0.818910162142996,-4.07418204759844
"27","GB42981",941,449,2424,1084,531,570,557,530,533,1380,341,728,0.834245214889782,6.52487062003545,3.04312195570767,0.00923954766752384,0.818910162142996,-3.96322101526876
"28","GB43004",4738,3151,3118,3081,2103,2964,950,1838,2277,6089,3620,2224,0.831503095758885,8.45716277379569,2.79666891242402,0.0148869321208579,0.818910162142996,-4.18479408341899
"29","GB43129",8130,4027,10608,16699,4196,1556,18291,11085,8550,19963,24449,14962,-1.03118453110917,10.2396088257549,-2.68265712686224,0.0185386737844677,0.818910162142996,-4.30533815697571
"30","GB43207",97,57,132,114,37,50,202,126,119,322,150,143,-0.734380055631599,3.83237481888342,-3.27874209911724,0.00584703783819226,0.818910162142996,-3.97200717729023
"31","GB43581",1489,906,1296,1975,429,397,3711,2240,852,4150,3374,2349,-1.06730060749258,7.59811644472893,-2.92339312566473,0.0116531679629258,0.818910162142996,-4.09571757731556
"32","GB44024",2490,137,4887,2347,322,947,6263,9024,5607,2027,4644,5276,-1.99279816596884,8.18986632479089,-2.73030173795987,0.0169169324042666,0.818910162142996,-4.19073944785915
"33","GB44120",593,356,403,76,241,125,238,550,1171,953,2068,2270,-1.52465104994002,5.93593423184724,-2.82000169599349,0.0142316005916973,0.818910162142996,-4.02645445218408
"34","GB44149",40,36,60,63,33,23,29,27,50,47,35,24,0.632077173435801,2.26639182187123,2.96792259861617,0.010690153497342,0.818910162142996,-4.27301390868162
"35","GB44311",2091,1535,6382,4087,826,1230,8379,4987,2946,12401,5756,4087,-1.08705584844082,8.80147006839825,-3.09628869998446,0.00833361219772101,0.818910162142996,-4.14318919911462
"36","GB44662",111,76,180,176,72,38,164,142,125,358,199,218,-0.54316268631687,4.11104220346358,-2.57162440026658,0.0229272674731042,0.818910162142996,-4.13565309003723
"37","GB44788",51,54,55,40,25,27,19,19,42,42,34,41,0.723836022205087,2.19984670764457,3.65373219659589,0.00282803038871806,0.818910162142996,-4.17869336794892
"38","GB44897",167,95,456,179,64,79,308,251,265,483,295,215,-0.622397749056091,4.68884847527643,-2.60041595120342,0.0217010458915564,0.818910162142996,-4.07936055695432
"39","GB45142",1414,1466,1236,1215,1119,982,503,705,1326,1522,1362,1431,0.685146156538947,7.19451530247223,2.86051084205541,0.0131605167904132,0.818910162142996,-4.08143788915341
"40","GB45714",268,290,279,350,220,132,109,80,161,263,292,297,0.846675695612985,4.7533081472403,3.40719751825128,0.0045567230740816,0.818910162142996,-3.77734032031627
"41","GB45778",3,3,5,9,1,11,10,8,12,32,19,23,-1.3984382040108,0.158238607272104,-3.15299339737323,0.00746467071554538,0.818910162142996,-4.41390855745866
"42","GB45808",152,93,132,76,63,44,50,42,78,85,61,78,0.830141900700849,3.2558916546697,4.58777596719579,0.000483689590766976,0.818910162142996,-3.81741452533266
"43","GB45855",921,510,1250,1876,490,195,3200,1622,763,2036,2474,1873,-1.05709975270535,7.17150170459754,-2.56557851053009,0.0231931494116667,0.818910162142996,-4.1688320978948
"44","GB45976",202,166,534,295,94,141,395,318,368,629,368,360,-0.543194307601571,5.19041959904934,-2.90072392033233,0.0121758490876955,0.818910162142996,-3.94849266304372
"45","GB46229",1323,882,1806,589,341,687,446,436,955,1361,839,454,0.67933361330736,6.57717726803979,2.5653773512447,0.0232020469206878,0.818910162142996,-4.12366518884009
"46","GB46412",19,5,9,14,6,1,30,24,8,35,37,31,-1.36413617720661,0.800597903190057,-2.82360531913524,0.0141329461748927,0.818910162142996,-4.41807727619486
"47","GB46727",30,35,71,36,15,18,54,34,67,87,65,60,-0.523704065630929,2.45276052290924,-2.92016054634409,0.011726324364426,0.818910162142996,-4.26338946401076
"48","GB46732",602,344,1015,656,230,224,711,596,634,1411,745,796,-0.438303510485138,6.23320462970177,-2.57258491394004,0.0228852990184975,0.818910162142996,-4.10183825768253
"49","GB47490",1,3,71,10,0,1,17,10,35,24,13,25,-1.95190864340228,0.143759453954539,-2.72872766318656,0.0169682275790528,0.818910162142996,-4.44509672626119
"50","GB47536",63,35,0,11,19,7,45,54,75,165,89,49,-2.63419652122384,1.86123371684794,-2.83075754865971,0.0139391294858664,0.818910162142996,-4.36031312330315
"51","GB47630",313,159,426,256,131,149,387,303,305,568,510,350,-0.439447417581923,5.23273620615985,-2.89788521201209,0.0122429093134889,0.818910162142996,-3.94595387476312
"52","GB47804",278,252,728,774,119,65,874,856,615,962,2025,748,-1.4263628883636,5.98724555624791,-3.48613661039242,0.00391021668226327,0.818910162142996,-3.81350839566453
"53","GB47928",112,144,28,31,32,39,156,177,93,297,145,120,-1.2842957763314,3.51919991233772,-2.75201062065704,0.0162247688271706,0.818910162142996,-4.17232128570679
"54","GB48003",104,81,115,84,59,55,26,35,91,81,73,121,0.694691582306244,3.19556702713435,2.88969891680965,0.0124383447052977,0.818910162142996,-4.16556599882398
"55","GB48086",186,191,255,163,105,90,115,97,243,175,140,177,0.447032412360859,4.30217203112422,2.63545908828186,0.0202941826386126,0.818910162142996,-4.08214673804049
"56","GB48109",388,98,375,1155,188,51,913,739,821,1325,2201,450,-1.58225841660493,5.91814570062592,-2.88289947256558,0.0126030067886777,0.818910162142996,-4.0071856239284
