"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41862",113,81,47,70,71,152,259,228,121,212,348,217,-1.02655213072799,4.12509616192088,-7.54395613382536,4.22675200366475e-06,0.0172107439656874,4.54881793749032
"2","GB42784",10,9,9,15,5,16,54,40,14,47,58,51,-1.65593338367021,1.41010043273784,-7.18233641532375,7.13103126815306e-06,0.0172107439656874,3.31053220244705
"3","GB44961",19,24,12,16,16,16,78,44,24,59,100,62,-1.42058653910149,2.00467857423905,-7.37676595839369,5.37196691158811e-06,0.0172107439656874,3.79912602330309
"4","GB49515",76,52,41,94,66,92,197,168,99,181,284,193,-1.04652150484722,3.82409101750832,-7.66636186260619,3.55408311256357e-06,0.0172107439656874,4.66767606071453
"5","GB41861",108,53,45,109,51,136,268,292,84,288,374,276,-1.30410095913763,4.12845564331206,-6.45219529646007,2.15918253387572e-05,0.028307807873656,3.04920275100352
"6","GB44090",87,75,66,79,64,107,249,221,74,191,424,258,-1.11516916964486,4.04979542283515,-6.58516224726357,1.75534881758748e-05,0.028307807873656,3.24148048661434
"7","GB47036",65,41,24,52,49,77,198,132,41,127,278,164,-1.17140669610046,3.38840727023441,-6.35675467933601,2.50889115472522e-05,0.028307807873656,2.86390044783252
"8","GB51058",143,105,77,194,150,257,548,385,140,378,812,509,-1.14119051993332,4.96147939090719,-6.32478372526788,2.63901254260311e-05,0.028307807873656,2.87813680375138
"9","GB54348",131,116,73,116,89,148,278,202,118,245,315,222,-0.663886095465406,4.3215137364652,-6.46095209521799,2.12978107204623e-05,0.028307807873656,3.07653851825208
"10","GB49900",36,28,10,25,19,26,105,61,25,65,156,84,-1.3613656348067,2.38695123740912,-6.14962586217944,3.49009071170854e-05,0.0306303052098493,2.41369188276376
"11","GB55022",137,104,65,103,90,162,322,197,100,184,320,228,-0.637571618960146,4.26346641697823,-6.19294633116368,3.25567874762198e-05,0.0306303052098493,2.67629595316139
"12","GB43611",7,6,8,6,5,13,89,38,13,39,65,22,-1.9967727399102,1.11886443141896,-5.70964417540707,7.17691107788003e-05,0.0455093580972186,1.48785303254309
"13","GB44962",16,27,6,34,19,38,106,61,24,74,104,85,-1.39859744856667,2.2754579517823,-5.63942283992096,8.07224782452618e-05,0.0455093580972186,1.67936105134058
"14","GB45733",119,101,51,122,104,152,318,268,78,240,381,235,-0.813278106221714,4.30626703684603,-5.60864759626466,8.5009002240795e-05,0.0455093580972186,1.76701825621499
"15","GB47083",81,96,38,112,87,123,291,184,79,175,360,260,-0.927862716101759,4.07547000417634,-5.62376341027671,8.28745135480984e-05,0.0455093580972186,1.79274482718694
"16","GB48167",1165,728,467,930,750,1435,2436,2153,693,2554,2618,2723,-0.885343937655703,7.39941118243512,-5.64544130372517,7.99110497422342e-05,0.0455093580972186,1.82443805876484
"17","GB49730",29,6,20,22,11,27,99,84,23,65,113,69,-1.67084351735087,2.14922412708388,-5.69838293011662,7.31316418860444e-05,0.0455093580972186,1.73260023245203
"18","GB52304",15,16,10,25,14,24,85,56,13,55,72,57,-1.26773661161189,1.90258604478593,-5.63090569664539,8.18855942599902e-05,0.0455093580972186,1.60280726699863
"19","GB53562",226,190,104,185,218,260,462,386,155,377,609,384,-0.601692068489169,5.0871343705994,-5.5776618240781,8.95667913659782e-05,0.0455093580972186,1.70731143084284
"20","GB41752",242,179,110,156,180,204,153,138,69,175,184,163,0.656553072849571,4.33103484083127,5.16920829878817,0.000180527410864843,0.0631374405696913,1.04048358385291
"21","GB42643",14,19,14,16,30,18,12,3,1,14,6,5,1.9823176816428,0.393520791087162,5.22454094102789,0.000163954505536179,0.0631374405696913,0.719133536932225
"22","GB44077",108,102,51,116,95,116,74,72,28,83,102,91,0.772358942403934,3.39387161235847,5.23642087648531,0.000160608409361067,0.0631374405696913,1.17069720368743
"23","GB44913",8,9,3,10,11,20,35,25,13,26,35,29,-1.10179516700852,1.0196518136828,-5.04331069398695,0.000225095310745591,0.0631374405696913,0.600740524621673
"24","GB47956",50,28,24,38,66,73,159,112,30,127,195,157,-1.09349100512452,3.17302871450678,-5.03854991958392,0.000226990741208553,0.0631374405696913,0.846082673263901
"25","GB48275",21,22,7,17,15,30,66,65,19,58,186,98,-1.62579796754111,2.14425463697081,-5.04816776183534,0.000223178550021678,0.0631374405696913,0.785339451791333
"26","GB48789",31,28,15,40,21,47,121,56,24,68,137,102,-1.06096898501347,2.56859270265852,-5.10296840417915,0.000202695440702476,0.0631374405696913,0.920555311472547
"27","GB50682",24,10,7,15,9,16,48,37,17,37,55,28,-1.0825366103736,1.45473745360408,-5.14544419885362,0.000188173863975632,0.0631374405696913,0.832361637448851
"28","GB51219",21,25,14,30,12,40,101,46,25,63,141,70,-1.2494087073605,2.29193362426748,-5.08823890659614,0.000208000397288567,0.0631374405696913,0.870042500202994
"29","GB51482",902,567,353,791,553,1046,2074,1412,486,1700,1957,1817,-0.761668297071741,6.96579174078261,-5.04137724066314,0.000225863087221729,0.0631374405696913,0.843533062125825
