"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40536",8,29,30,17,14,13,7,3,10,12,5,9,1.28238186987978,0.995620610408884,3.40564429773461,0.00432765901526654,0.981216532907669,-4.42774402836774
"2","GB40599",6,23,17,28,9,21,9,32,42,56,30,23,-0.841179725741325,1.89360496696122,-2.63423231099246,0.0197729843836678,0.981216532907669,-4.44169848380108
"3","GB40683",610,419,504,495,445,97,47,333,139,158,345,29,1.66347089186542,5.23751302486841,2.87289953962406,0.0123996854626051,0.981216532907669,-4.1880040453873
"4","GB40697",10892,22207,13304,12658,14837,10087,4569,21099,3486,4596,2920,5487,1.35711685205484,10.5476438938447,2.93341988519622,0.0110077038824751,0.981216532907669,-4.41778271545254
"5","GB40999",14,17,45,54,20,9,38,38,82,68,60,28,-0.988171404311747,2.53875645377836,-2.55986659977858,0.0228387516825592,0.981216532907669,-4.41351795468343
"6","GB41228",106,327,97,276,106,122,49,342,47,62,40,56,1.2303802743579,4.17262785302323,2.70033701693763,0.0173853413517415,0.981216532907669,-4.25760475744217
"7","GB41647",124,59,151,78,19,42,17,53,39,24,12,26,1.39968552779332,2.84125826190933,2.793712992149,0.0144844637844347,0.981216532907669,-4.36228465764379
"8","GB41670",247,506,474,1621,350,75,61,126,109,497,222,229,1.11884307603787,5.44385751475909,2.70424321038591,0.0172533788094712,0.981216532907669,-4.21686833190576
"9","GB41777",857,2211,1031,3275,2372,1493,355,896,1607,2312,1035,697,0.888740084250912,7.80967046512299,2.67391579007347,0.0183040368299772,0.981216532907669,-4.34873201959292
"10","GB41779",795,1068,714,1304,1038,439,179,815,715,794,615,356,0.797874554041467,6.84944214155214,3.09739850028658,0.00796447185150962,0.981216532907669,-4.21689256308315
"11","GB41796",40,103,99,153,57,61,69,113,144,201,127,109,-0.552586129738199,4.09257725585663,-2.8125128942073,0.0139604245866626,0.981216532907669,-4.23102046166095
"12","GB41917",619,682,398,581,657,293,131,292,505,495,507,287,0.708917561837207,6.18638813263776,2.60306940972138,0.0210059383135614,0.981216532907669,-4.26827727416113
"13","GB42195",219,453,356,486,354,172,121,351,270,365,199,285,0.409245105833165,5.62723803786931,2.67962448412839,0.0181016297763133,0.981216532907669,-4.21806093937012
"14","GB42366",64,157,79,145,94,39,34,65,69,106,72,78,0.460413294357633,3.74925158789733,2.62823144690934,0.0200048307043474,0.981216532907669,-4.29835645191336
"15","GB42427",919,1608,729,3119,3661,141,182,187,256,858,670,298,1.68543143884333,6.7387741927112,2.95481723838662,0.0105533311042195,0.981216532907669,-4.2417825488454
"16","GB42460",8,10,6,10,5,19,80,370,34,14,88,53,-2.60092932123435,2.10032251345449,-2.60627275616439,0.0208758480603275,0.981216532907669,-4.44644251156964
"17","GB42552",63,23,31,106,10,19,1,23,13,12,13,14,1.61025332544533,1.66090171546997,2.85443921436384,0.0128577016998914,0.981216532907669,-4.43675864335339
"18","GB42553",79,66,36,74,25,35,9,34,19,12,18,20,1.53917743067898,2.35822675007539,4.05638872468012,0.00120477367131574,0.981216532907669,-4.27397034511154
"19","GB42919",2726,3739,1085,2264,2194,733,689,1463,791,1476,971,699,0.963550206061949,7.87090536330577,2.88679910394492,0.0120654326214898,0.981216532907669,-4.31913191657867
"20","GB42997",31,61,58,120,33,35,49,75,114,133,89,64,-0.616674033953119,3.50235526889056,-2.56620134272327,0.022560673397989,0.981216532907669,-4.33537178807128
"21","GB43035",31,50,35,70,27,7,18,37,132,130,51,137,-1.04852259034856,2.98046078710199,-2.66194392873886,0.018735669115474,0.981216532907669,-4.36763910486288
"22","GB43132",416,703,365,670,546,188,132,415,225,580,260,392,0.617336498526885,5.99591255316616,2.94301782836215,0.0108015560015065,0.981216532907669,-4.17979445463922
"23","GB43509",452,57,117,35,7,538,1112,2683,226,161,574,172,-2.82101193998908,5.14872988099153,-2.55321262726261,0.0231343985234177,0.981216532907669,-4.29217018587339
"24","GB44024",3840,7086,4808,12866,3148,2740,1135,6281,328,653,182,173,2.95886764330095,8.24136073266282,3.25898805353588,0.00578517804293807,0.981216532907669,-4.29259597921998
"25","GB44577",12,12,13,12,7,8,8,20,14,24,21,24,-0.690193106326785,1.29051367603917,-2.61678295114295,0.0204544678743255,0.981216532907669,-4.47091444173016
"26","GB44614",128,354,189,382,248,96,54,235,78,233,75,216,0.763272233469365,4.81859706318773,2.75181141333966,0.0157225713956245,0.981216532907669,-4.19855135477254
"27","GB44747",48,102,81,152,51,36,46,92,151,172,105,114,-0.500916492569079,3.90902130984993,-2.65815020646744,0.0188744961967683,0.981216532907669,-4.27929311717363
