"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB55262",23,43,39,22,24,46,70,143,119,52,135,71,-1.60550632441789,2.83266861397002,-6.59660700900047,1.29765594387139e-05,0.127780180793016,2.6263410612065
"2","GB44042",4,10,23,6,6,4,25,47,36,13,21,17,-1.70886308126148,0.85946450284554,-5.54951161539708,7.60605175308636e-05,0.197786030086257,0.660950354762731
"3","GB47091",11,72,32,20,43,51,109,204,153,64,138,80,-1.93738088274272,3.02207980514841,-5.5184449965076,8.03436701883849e-05,0.197786030086257,1.35294477120911
"4","GB53387",8,44,14,11,29,17,76,135,92,35,81,41,-2.11189936488555,2.21537465640699,-5.81144976430471,4.81782681219784e-05,0.197786030086257,1.45293439292509
"5","GB40625",40,104,115,69,98,72,113,246,234,130,213,138,-1.17949419105722,3.9357028795442,-4.24220758725223,0.000849611973772444,0.285609831915823,-0.412023820961778
"6","GB40973",9,138,35,23,98,100,355,692,341,236,201,105,-2.6668104458078,3.90075467235511,-4.68090378910569,0.000369324848663175,0.285609831915823,0.258815363899248
"7","GB41610",36,62,77,69,55,87,97,182,147,70,127,78,-0.909553061496711,3.45265654059734,-4.17278503657871,0.00097111712707097,0.285609831915823,-0.555333727641265
"8","GB41670",488,1538,1620,976,262,507,624,408,347,107,359,179,1.21934056763832,5.92896318523993,4.16408985545206,0.000987543735802896,0.285609831915823,-0.52071591459009
"9","GB42584",3,14,11,6,11,9,23,54,29,22,20,16,-1.62210543256587,0.970286670378065,-4.50036313668265,0.000519037883330747,0.285609831915823,-0.519036519915746
"10","GB42858",8,17,25,6,4,8,14,50,34,20,34,18,-1.40659073089984,1.08588692168446,-4.16669231786325,0.000982597619452605,0.285609831915823,-0.924535618821491
"11","GB42984",10,374,23,20,205,292,639,1294,622,453,623,405,-3.36412025383051,4.77713646196072,-4.3333072562765,0.000713431802704513,0.285609831915823,-0.267012337849665
"12","GB43606",9,20,15,20,20,32,44,74,55,36,36,29,-1.33671426509786,1.91101293109533,-4.18522852820218,0.000948095055326928,0.285609831915823,-0.741199602343136
"13","GB44279",24,35,36,29,20,33,78,68,73,30,45,30,-0.8561750051284,2.34212981637341,-4.25856728734554,0.000823322301217467,0.285609831915823,-0.55693789779507
"14","GB46673",6,13,11,12,26,40,46,83,63,23,45,30,-1.70256595737911,1.78988183174232,-4.17495547499532,0.000967060661872541,0.285609831915823,-0.782096213477222
"15","GB46842",63,65,169,156,37,90,56,66,40,12,39,13,1.33555172293354,2.77059716286702,4.29462320987211,0.000768289185452641,0.285609831915823,-0.444088511188477
"16","GB47516",24,26,38,47,39,50,102,214,120,57,58,42,-1.36906637356917,2.87392593300532,-4.21397820621642,0.000897019772453503,0.285609831915823,-0.55197759332888
"17","GB47517",12,31,42,39,37,37,90,238,127,75,48,53,-1.63690730634312,2.80393100533103,-4.36436946490976,0.000672306239088197,0.285609831915823,-0.334915366594686
"18","GB47751",0,10,8,6,9,17,24,48,44,24,47,29,-2.55263701261063,0.933199389097146,-4.19857722708643,0.000924019500682438,0.285609831915823,-0.913483574060583
