"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40423",63,76,99,50,88,116,60,54,69,38,40,59,0.793765674805463,3.08862840055753,3.12214119865424,0.0077136900818774,0.702987703924815,-4.22093726758496
"2","GB40472",15,14,12,5,12,24,3,12,5,20,0,1,1.86416565482117,-0.090784506570371,3.38880435228166,0.00456809847637904,0.702987703924815,-4.41786481974153
"3","GB40996",33,75,26,30,71,17,98,225,149,147,67,28,-1.34042262624256,2.9927514571281,-3.48207704036083,0.00380387536365739,0.702987703924815,-4.181860001669
"4","GB41026",82,85,81,51,61,103,70,50,69,35,48,41,0.766742257045171,3.03168380931897,2.95392302450872,0.0107284397063371,0.702987703924815,-4.25704899269561
"5","GB41174",50,164,65,55,106,62,106,244,248,188,77,121,-0.83318032689944,3.81806212547349,-3.51871505894658,0.00354016527037665,0.702987703924815,-4.04628430962223
"6","GB41246",23,47,14,12,41,21,34,103,106,79,18,28,-0.997062555686311,2.18357756150596,-3.10374587930222,0.00799739448969745,0.702987703924815,-4.31988822875015
"7","GB41297",47,77,173,291,138,108,255,1369,246,775,433,149,-1.7266686492092,4.84797871432374,-3.07728539428261,0.00842376085596085,0.702987703924815,-4.05300931639589
"8","GB41494",149,153,175,88,116,176,129,124,139,104,74,65,0.608092730500505,3.97341829425633,3.51521549439771,0.00356453680316465,0.702987703924815,-4.00510745474199
"9","GB41643",7,8,240,385,113,82,302,1062,253,774,740,136,-2.84734806216276,4.42276805830724,-2.97790088059683,0.0102363020927307,0.702987703924815,-4.16817078744112
"10","GB41987",81,130,105,59,114,134,95,108,92,74,39,78,0.535494244690639,3.53954552746061,3.09242386984629,0.00817714079935531,0.702987703924815,-4.16424562202558
"11","GB42052",92,68,120,43,87,94,45,91,80,61,22,38,0.763873203480085,3.07813857900837,3.80369935596684,0.00202859629554963,0.702987703924815,-4.11276912713729
"12","GB42054",821,2490,1500,1454,1391,724,2849,7176,3901,4862,1645,1272,-1.06351739870017,8.02576249985344,-3.15236966335232,0.00726906997475607,0.702987703924815,-4.17199066713962
"13","GB42292",8,28,11,6,15,5,20,52,27,32,15,14,-1.03238912830029,1.09409019587662,-3.14843086579344,0.00732552650914692,0.702987703924815,-4.39324390432247
"14","GB42352",96,178,101,63,125,68,163,274,315,225,52,103,-0.613968782379105,4.0549377114669,-2.97434584800324,0.0103078345046496,0.702987703924815,-4.12549733680547
"15","GB42557",773,1309,1328,799,818,1601,774,1384,1279,640,280,181,1.02621429744657,6.70720095389098,3.28568096912747,0.00559397236780193,0.702987703924815,-4.01241899292873
"16","GB42762",99,169,108,73,131,99,142,427,288,332,132,110,-0.803179346953206,4.32032655625237,-3.67595041861872,0.00260240777447322,0.702987703924815,-3.92763058818876
"17","GB43087",19,20,112,197,65,55,121,957,161,728,320,73,-2.18702913193791,3.99913752098428,-2.86052871326346,0.0128777787110553,0.702987703924815,-4.20419165252068
"18","GB43505",186,117,201,94,109,163,137,119,121,114,61,64,0.648669971150523,3.94747260925473,2.95236764532778,0.0107611582221255,0.702987703924815,-4.1390924429408
"19","GB43830",64,53,81,27,61,83,47,40,41,54,27,35,0.735002435892922,2.67303622044104,3.05814237458621,0.00874621464028302,0.702987703924815,-4.27779718955596
"20","GB44041",4,32,17,12,47,6,35,116,76,73,35,19,-1.66331257490891,1.83543897293731,-3.42509982849263,0.00425387801463777,0.702987703924815,-4.31811367257621
"21","GB44042",4,10,6,6,21,4,25,47,23,36,13,17,-1.57510513243482,0.85946450284554,-4.41312146616468,0.000629150679477033,0.702987703924815,-4.31548605566202
"22","GB44152",382,339,454,177,298,353,298,356,294,310,165,197,0.450969814624601,5.25277178197056,2.97279761864496,0.0103391412951758,0.702987703924815,-4.01062354237054
"23","GB44253",25,70,15,19,28,11,48,94,193,111,29,26,-1.39855187403325,2.37176942981412,-3.38759857834929,0.00457892846807023,0.702987703924815,-4.26871423860735
"24","GB44276",163,201,117,65,106,93,245,353,275,337,134,86,-0.733241973339278,4.37488440246659,-3.24548557346033,0.00605374127095257,0.702987703924815,-4.01998449172542
"25","GB44294",62,59,65,24,56,53,38,53,39,53,21,37,0.572375263141283,2.55519692390346,2.95174754437563,0.0107742299302328,0.702987703924815,-4.30473744495335
"26","GB44315",25,58,25,21,81,21,64,200,113,142,39,47,-1.25275211076125,2.8177966032851,-3.81679306575869,0.0019775719465711,0.702987703924815,-4.15672569940254
"27","GB44384",73,65,112,42,85,116,80,42,121,24,14,14,1.18990436849721,2.80145798525229,3.25188229265743,0.00597812161003991,0.702987703924815,-4.23714156623393
"28","GB44571",180,228,264,113,237,287,182,197,241,158,87,168,0.507893591390757,4.61313941389598,3.04567424402088,0.00896278714349123,0.702987703924815,-4.03007105107898
"29","GB44584",122,240,125,94,168,124,203,350,334,328,119,152,-0.583970585046367,4.55346842261636,-3.77722594514604,0.00213588894424877,0.702987703924815,-3.85958407121425
"30","GB44643",64,182,57,31,77,43,89,198,221,195,48,88,-0.78769934671022,3.54456103123566,-2.84288112866202,0.0133290613001789,0.702987703924815,-4.2232821598905
"31","GB44937",263,248,285,202,281,455,220,191,205,137,164,165,0.853594863478369,4.87952759332213,3.33525156178104,0.00507481473865407,0.702987703924815,-3.92839749272553
"32","GB45120",49,70,57,24,72,59,39,55,43,57,14,40,0.606376080979433,2.5643077848103,3.01890395482097,0.00944590857797399,0.702987703924815,-4.29400180929886
"33","GB45279",165,225,247,104,195,216,186,163,173,92,101,132,0.644135115862403,4.39004140434654,3.06337784403631,0.00865682872885972,0.702987703924815,-4.05163125258392
"34","GB45355",209,238,224,134,210,224,219,209,223,220,90,135,0.365400611451117,4.63016465339609,2.91681515549611,0.0115364550897671,0.702987703924815,-4.06446467136655
"35","GB45486",5,6,17,15,34,13,23,66,39,38,20,24,-1.24758912027915,1.42857171544719,-2.95792195711637,0.0106447693663312,0.702987703924815,-4.39283724984142
"36","GB45504",626,672,661,265,599,737,532,669,621,547,250,361,0.388093183817293,6.08588846667122,2.9916517833867,0.00996420345630723,0.702987703924815,-4.02740545433978
"37","GB45515",178,176,217,69,201,220,189,173,165,151,70,95,0.489505715212324,4.29045609781998,2.85220622532301,0.0130886996784858,0.702987703924815,-4.11961509912202
"38","GB45546",126,172,190,83,163,230,137,159,200,134,57,100,0.461645921335875,4.17434398859139,2.90882170197179,0.0117182095444524,0.702987703924815,-4.11882525018532
"39","GB45863",153,200,153,75,140,161,143,184,175,125,67,78,0.377228056874827,4.10449651015828,3.03838621187388,0.00909183415156708,0.702987703924815,-4.09463402129992
"40","GB45869",33,29,27,22,28,45,23,24,22,11,15,21,0.848480803141649,1.66760017123635,2.84377630943472,0.0133058005789412,0.702987703924815,-4.3874858023288
"41","GB45906",1131,1562,798,924,1888,734,5389,4015,5025,1233,1645,1290,-1.06549194789632,7.79027487876726,-3.03215136392364,0.00920369289766774,0.702987703924815,-4.17589960023442
