"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40012",30,184,77,78,90,136,185,226,158,137,164,119,-0.916323921462219,3.96150334168808,-2.86130271625472,0.0128759414105275,0.996079321663233,-4.18551857375404
"2","GB40271",18,29,22,33,13,17,40,53,43,17,20,28,-0.589382395559662,1.7717993566066,-2.53957976791828,0.0240113694190931,0.996079321663233,-4.42160200077875
"3","GB40342",11,26,47,23,11,15,33,51,47,14,31,26,-0.697615123141625,1.71855911448047,-2.68394631113696,0.0181774154989134,0.996079321663233,-4.40758860875583
"4","GB40616",26,55,55,43,16,37,19,26,39,12,25,16,0.730949890057121,1.882840425267,3.41085748359745,0.00438382625411391,0.996079321663233,-4.31447884089524
"5","GB40619",8949,28546,16191,6480,3943,9886,8813,10086,4976,2839,6953,1586,1.01645829272358,9.85220736578295,2.87400044158853,0.0125607899794643,0.996079321663233,-4.3427810143733
"6","GB40635",1232,2551,814,376,411,243,385,437,361,315,216,244,1.07066215378917,5.93014092326074,2.6454393638735,0.0195829577821866,0.996079321663233,-4.15374426127264
"7","GB40671",11,94,35,23,19,28,48,70,87,19,82,32,-0.846159879627086,2.30471647288104,-2.43822929562866,0.0291455165155632,0.996079321663233,-4.40695051669025
"8","GB41149",101,132,99,123,43,101,106,85,89,45,71,43,0.436085531493845,3.4199033878775,2.50539056119944,0.0256376235317786,0.996079321663233,-4.31450550205521
"9","GB41188",174,447,676,453,120,321,647,689,812,204,697,267,-0.646788188667462,5.68537186764937,-2.43373573494901,0.0293959395539765,0.996079321663233,-4.20366158387837
"10","GB41192",10,28,19,14,2,8,17,25,23,18,28,19,-0.883589958291457,1.02878516115428,-2.68807162173655,0.0180327860682703,0.996079321663233,-4.44138760479603
"11","GB41505",32,99,70,37,41,41,58,121,115,55,85,62,-0.688037166744796,3.04048481726619,-2.89679630360424,0.0120139280250068,0.996079321663233,-4.27809467890129
"12","GB41708",1547,7561,1474,116,199,233,208,514,236,94,39,23,2.35352531802497,5.18987809473036,2.70535143880835,0.0174390474920155,0.996079321663233,-4.19035572805976
"13","GB42384",354,401,428,330,155,307,327,332,335,157,228,183,0.322559304500552,5.20306599729722,2.49858667560013,0.0259736608623691,0.996079321663233,-4.18185827683559
"14","GB42414",92,212,144,129,106,115,150,264,178,100,216,204,-0.495206571307635,4.31417053772092,-2.46430509829454,0.027732136748765,0.996079321663233,-4.24316769865596
"15","GB42607",965,964,1206,384,260,375,351,316,343,228,357,206,0.98437124745196,5.77574038983022,3.64132691751366,0.00279154548383513,0.996079321663233,-3.87206347473749
"16","GB42729",29,73,26,36,7,28,11,15,24,12,17,18,0.876109358344451,1.47485826982106,2.64258223956288,0.0196913511871218,0.996079321663233,-4.42535078043976
"17","GB42759",232,423,289,286,118,284,273,292,217,129,193,136,0.363626954233768,4.88415484779659,2.83709022552126,0.0134985582716026,0.996079321663233,-4.09380509774727
"18","GB42768",59,72,53,60,16,44,33,59,38,17,14,28,0.703987418744328,2.2655358071293,2.68862864357266,0.0180133434072645,0.996079321663233,-4.37377617148952
"19","GB42932",71,123,115,84,46,90,111,163,132,60,134,113,-0.444156278609484,3.69200322031449,-3.0305530667524,0.009247243565791,0.996079321663233,-4.17589814200642
"20","GB42957",23,47,42,25,28,27,37,58,48,37,72,72,-0.731323681810384,2.41597009384414,-2.45707028516767,0.0281175640284818,0.996079321663233,-4.39750212534698
"21","GB43176",58,120,105,103,40,79,113,170,109,52,113,100,-0.39985011462057,3.57839832248095,-2.56208796252772,0.0229954771365725,0.996079321663233,-4.28793207295479
"22","GB43278",10,40,23,11,5,5,11,60,43,16,29,25,-1.09022953685206,1.25811751733959,-2.58599717484181,0.0219618108529336,0.996079321663233,-4.44215189510802
"23","GB43447",52,47,64,54,30,27,48,89,99,36,91,79,-0.687351047229136,2.86648065727154,-2.60466431852657,0.0211861352496932,0.996079321663233,-4.34315079179805
"24","GB43670",37,62,78,19,16,20,8,31,8,10,5,9,1.67366866054345,1.27598764710657,4.01493243753386,0.00135121798383569,0.996079321663233,-4.31520378210395
"25","GB43711",66,86,83,34,45,23,116,193,161,53,77,39,-0.937701895809269,3.17042156976182,-2.92949512127709,0.0112702000154486,0.996079321663233,-4.25991809067758
"26","GB43805",1363,2931,2713,1772,730,1135,1773,1507,1945,378,1054,472,0.679517706654062,7.37001633153375,2.59124506247888,0.0217410132433046,0.996079321663233,-4.25055106197281
