"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",160,272,216,96,251,161,297,433,402,552,110,277,-0.470628104588878,4.9669984025115,-3.01585466344559,0.00952424703947545,0.999868614870427,-4.04490313157243
"2","GB40302",2626,2762,3217,1552,2751,1310,5258,6958,3007,4625,2283,5374,-0.642479796505041,8.67598109751109,-2.89622350213674,0.0120351208270725,0.999868614870427,-4.25951647363425
"3","GB40305",3986,4835,3955,1892,3413,1612,7883,13296,4324,6871,3179,6458,-0.767032198462616,9.17260577827343,-3.1991102953074,0.00664888939225711,0.999868614870427,-4.23989366139612
"4","GB40618",790,858,792,651,1184,155,3546,5868,934,2319,1256,6340,-1.79601767951765,7.41738303423339,-3.44437686428051,0.00410894726263693,0.999868614870427,-4.06332320382241
"5","GB40747",241,257,343,185,333,244,403,713,484,500,212,484,-0.460988122750466,5.47973552445476,-2.87672577496705,0.0125020476050445,0.999868614870427,-4.06805810777409
"6","GB41126",166,278,259,106,368,155,261,607,580,988,170,353,-0.721460239032067,5.26931273590995,-3.02319025267708,0.00938837575345126,0.999868614870427,-4.03645794224195
"7","GB41389",155,230,205,89,303,130,325,611,290,457,128,474,-0.689986011193471,4.99764115386214,-3.25137912792814,0.00600054857651554,0.999868614870427,-3.98555414106438
"8","GB41390",785,1003,1063,682,1405,493,2686,5060,1159,1994,1234,4706,-1.18532083281324,7.55438152735917,-3.49837877760893,0.00369633949934185,0.999868614870427,-4.06032211858536
"9","GB41798",1052,1735,1394,509,1573,873,1796,3946,2657,3714,769,1939,-0.66969831815887,7.66786814455335,-3.56255839124195,0.00325991490850416,0.999868614870427,-4.05654328772051
"10","GB41981",203,205,297,147,313,147,662,1336,211,381,344,2172,-1.29460016226269,5.56025511549296,-2.67188611404457,0.0186164363034785,0.999868614870427,-4.14986763913241
"11","GB42252",404,481,384,250,326,219,742,1010,440,669,376,1315,-0.788963166873031,5.97868743118275,-3.01254143827103,0.00958625183410431,0.999868614870427,-4.04629144422093
"12","GB42262",26,41,39,6,47,17,28,24,16,30,8,14,0.758819380037333,1.50482430555114,2.49725465747534,0.0260512826350941,0.999868614870427,-4.44335746303662
"13","GB42311",14,101,100,122,51,33,460,954,207,225,58,146,-1.89234707358149,3.92264377122134,-3.24285038911676,0.00610185379110016,0.999868614870427,-4.1485885833031
"14","GB42526",3192,4145,4679,2580,4736,2275,8243,11591,4478,7958,2920,8692,-0.634924342949374,9.30190022861103,-2.71725176619993,0.0170505545625966,0.999868614870427,-4.32477165541432
"15","GB42556",372,634,748,202,455,156,896,1270,1083,1311,598,778,-1.08725390711315,6.28770998588241,-4.48648236377897,0.00055096509641895,0.999868614870427,-3.73064569518045
