"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40016",10,7,16,8,7,14,8,29,71,39,39,48,-1.39573065480802,1.08450981192873,-4.09950267977853,0.00118988212540333,0.221438431923101,-1.02020367251257
"2","GB40251",11,7,23,26,21,20,12,42,91,74,102,74,-1.3926606831324,1.80535602744445,-3.89334139367301,0.00176441491711732,0.221438431923101,-1.19993683087637
"3","GB40363",10,10,12,16,21,19,16,41,47,37,52,48,-1.05122096926334,1.43312899542676,-5.06629561874219,0.000199201588091326,0.221438431923101,0.297614995205765
"4","GB40480",96,102,144,189,114,241,110,354,474,263,499,388,-0.811573350563867,4.58369242444567,-3.89809322067251,0.00174839632637195,0.221438431923101,-1.02137906837022
"5","GB40509",293,251,244,374,277,280,151,276,339,256,300,191,0.57485324211519,4.91332404765409,4.2811106205977,0.000843708614031466,0.221438431923101,-0.368508269696611
"6","GB40565",68,37,56,118,74,79,65,149,277,260,240,341,-1.19007763631701,3.73109142660906,-4.39672459151307,0.000679056434169381,0.221438431923101,-0.226526174000452
"7","GB40764",99,87,126,240,177,208,148,292,553,364,403,516,-0.88828396449042,4.69457555289004,-4.24933594978165,0.000895804295953082,0.221438431923101,-0.426147731615419
"8","GB41275",48,58,36,87,37,67,24,46,19,31,22,33,1.30326961413834,2.15601418432359,4.28124902235781,0.000843488651045983,0.221438431923101,-0.583938452045818
"9","GB41303",178,188,191,239,172,177,121,222,162,91,174,125,0.774460189187915,4.24226977785974,3.79576179962738,0.00212862344832597,0.221438431923101,-1.19585815178813
"10","GB41753",40,22,34,43,56,44,53,83,120,146,171,139,-1.16935225540706,2.9115680500194,-5.19013985273213,0.000159773954114536,0.221438431923101,0.831278220358549
"11","GB41796",131,115,116,202,125,164,111,244,444,290,325,331,-0.607568431505505,4.47193770989053,-3.80388446314992,0.00209557636532747,0.221438431923101,-1.18259534365058
"12","GB41824",15,19,16,16,9,27,14,39,95,42,85,80,-1.29963505370736,1.7279795419078,-3.8585973498788,0.00188618380249578,0.221438431923101,-1.25885717839002
"13","GB41912",139,199,231,352,151,210,317,837,275,677,1386,1254,-1.35736908845074,5.39858054631425,-3.84252333229979,0.00194538755802421,0.221438431923101,-1.11777210787559
"14","GB42022",73,53,91,89,95,110,71,134,269,227,277,219,-0.791831837075712,3.81802791080334,-3.93069770244296,0.0016424172294071,0.221438431923101,-0.974096623732398
"15","GB42036",350,261,376,447,378,406,134,398,377,367,487,307,0.525177537446798,5.29530924133078,3.95123202680311,0.00157906251496241,0.221438431923101,-0.934215591164473
"16","GB42205",256,335,275,363,246,310,211,325,239,189,243,172,0.766892813418483,4.88404341002648,3.72100237021118,0.00245884704050066,0.221438431923101,-1.33257679640377
"17","GB42246",73,38,61,81,81,109,67,128,196,194,210,185,-0.764883220569529,3.57661251329926,-4.04194220611849,0.0013277419657963,0.221438431923101,-0.801054698834166
"18","GB42401",257,187,362,405,332,336,456,632,797,521,710,683,-0.687313762228627,5.63930989721997,-4.70948441518866,0.000380306495607861,0.221438431923101,0.342050293826643
"19","GB43369",63,21,54,97,128,140,142,154,247,233,350,373,-1.32034783390709,3.88786035127743,-3.97932218056528,0.00149641898200634,0.221438431923101,-0.895952615019051
