"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40142",12,24,24,18,27,39,3,1,7,14,11,7,1.63914260773464,0.436353406499739,4.4397828689547,0.000597050550040899,0.999055499791074,-4.33356055587568
"2","GB40392",221,277,213,184,173,338,73,88,131,184,120,83,0.786748402088342,4.16882309317361,3.0936512529937,0.00815055782444127,0.999055499791074,-4.15403412622094
"3","GB40534",182,167,265,156,296,239,71,74,96,135,207,157,0.547850088527782,4.15738983875801,2.54477300485275,0.0237372454305533,0.999055499791074,-4.27209149001439
"4","GB40806",1011,1046,657,1161,800,2250,145,142,371,487,729,669,1.31006364100937,6.12680412063026,4.00845161811102,0.00136181993375248,0.999055499791074,-3.92849807691022
"5","GB41073",658,529,626,826,671,1005,238,183,422,445,569,502,0.662968437505169,5.85877845461592,3.28092145172188,0.00564100020122892,0.999055499791074,-4.05006182794746
"6","GB41326",16,43,26,80,148,48,66,197,87,130,129,60,-1.31429749590114,2.99474303585688,-2.96886429756312,0.0104111584608413,0.999055499791074,-4.29668432604926
"7","GB41369",221,234,149,234,227,1014,18,35,61,97,132,177,1.65032078935012,3.95746894568103,3.6863766311559,0.00254663571228364,0.999055499791074,-4.09894818635789
"8","GB41720",724,612,898,885,769,2002,206,216,449,536,726,651,0.838796000639396,6.13145816361931,3.14111715916898,0.007424981041221,0.999055499791074,-4.09934413109437
"9","GB41735",549,547,647,623,865,1342,197,171,284,365,739,713,0.743570568051563,5.84778841263604,2.89674992491113,0.0119894695675145,0.999055499791074,-4.14364528063495
"10","GB41760",9492,4042,11014,17473,7424,10980,971,2739,3502,3973,6190,7003,1.17348831677861,9.32657477867184,2.75359519761309,0.0158508382990061,0.999055499791074,-4.33227037239904
"11","GB41776",220,143,53,217,512,336,524,220,475,1333,404,348,-1.50494287951648,5.12760241939157,-3.45237024303051,0.00402769532002452,0.999055499791074,-4.00894815321844
"12","GB41777",2930,1133,302,2312,4385,1472,3155,6535,4484,7553,1338,2637,-1.56718904662244,8.1037990445841,-2.52383135582071,0.0247111177953204,0.999055499791074,-4.32871647812047
"13","GB42426",15604,12856,12870,20120,11035,32630,2052,3568,6088,11277,8577,10231,1.19092237894034,10.138078518042,3.47070771692768,0.00388529417892548,0.999055499791074,-4.26497174087872
"14","GB42586",762,1037,542,1446,496,1880,214,159,635,622,606,628,0.849788545058842,6.14038806271132,2.45739104984716,0.0280616623258375,0.999055499791074,-4.26584041382807
"15","GB42626",488,513,1294,238,653,536,184,94,379,281,265,97,1.24965545340808,5.21060269171298,2.80080826627503,0.0144589755069533,0.999055499791074,-4.17242730996303
"16","GB42956",6,10,14,8,7,8,6,17,10,11,22,19,-0.896767404823993,0.336345120895918,-2.5987264306506,0.021395673309924,0.999055499791074,-4.47241285680843
"17","GB43310",1617,624,2241,2480,2004,2131,139,345,697,696,1219,851,1.40164681422943,6.77440086316971,3.21978088428665,0.00636141590458328,0.999055499791074,-4.12427770626063
"18","GB43784",141,135,238,117,355,206,54,33,79,154,168,105,0.747467794029482,3.84849387363235,2.48033629833882,0.026858067256096,0.999055499791074,-4.31305040620736
"19","GB43789",340,167,142,258,334,335,65,33,126,140,191,169,0.889474612737948,4.20236682908486,2.91205610330905,0.0116358833039391,0.999055499791074,-4.19434504353832
"20","GB43817",9,12,4,12,15,9,8,12,12,14,16,28,-0.835103536644005,0.458238222933083,-2.86967806820206,0.0126409207802491,0.999055499791074,-4.44746981640035
"21","GB43823",3321,3374,1256,4131,4239,2682,3426,5511,3316,6593,3113,4938,-0.856858001046001,8.67272460259328,-2.67427279065053,0.0184890354669487,0.999055499791074,-4.3203588011259
"22","GB44842",1197,1452,1018,2010,2729,2244,886,708,661,1125,1000,1438,0.528075224874095,7.1622028128349,2.77709764454274,0.0151423416857971,0.999055499791074,-4.23782217295035
"23","GB44882",3741,2380,2269,3219,1581,5285,649,533,1997,1752,2147,1352,0.952926830347674,7.74786877967043,2.73259211635137,0.0165113092591475,0.999055499791074,-4.27411269634694
"24","GB44939",457,931,400,556,839,1194,789,631,687,715,972,1282,-0.597673748628975,6.41408327106496,-3.10577385510056,0.00795880641550172,0.999055499791074,-4.11836920469232
"25","GB45115",1656,1517,2904,2215,2263,2989,648,824,961,1693,1642,1294,0.700983924699987,7.47773186509602,3.13533913809459,0.00750975089410402,0.999055499791074,-4.1824781473194
"26","GB45123",99,102,64,87,85,161,19,31,49,67,61,59,0.788191095457679,2.90155851604208,3.24257320300778,0.00608268841585766,0.999055499791074,-4.26509728874598
"27","GB45274",187,170,154,213,166,355,55,60,104,162,151,155,0.5784966663501,4.04971855194405,2.51371177676595,0.0251953911165377,0.999055499791074,-4.28792354584569
"28","GB45291",23,22,17,21,38,31,19,1,15,15,6,13,1.13788785045606,0.796739195999295,2.48233589792526,0.0267555553556661,0.999055499791074,-4.4698103269257
"29","GB45536",28,62,48,37,51,49,43,79,49,52,53,77,-0.632213387935471,2.54508438056729,-2.51394982274022,0.0251838952958841,0.999055499791074,-4.39501799531719
"30","GB45748",11,14,7,163,85,88,47,143,61,98,106,151,-1.67469108200969,2.69041504235348,-2.83842197152001,0.013436399491491,0.999055499791074,-4.34169905257376
"31","GB45797",24,2,0,130,57,166,89,414,208,368,533,227,-4.05565166920804,2.99730646735658,-4.02923864848722,0.00130824490215598,0.999055499791074,-4.20652196134655
"32","GB46029",24,49,18,26,36,31,67,47,35,37,30,51,-0.791377546525623,2.03931243786467,-2.48419643408807,0.0266605098880379,0.999055499791074,-4.42455570677685
"33","GB46394",35,32,6,6,31,5,44,217,33,545,8,129,-2.67378223190346,1.91606968715449,-2.48729235414433,0.0265030724517125,0.999055499791074,-4.43415745109416
"34","GB46469",19,25,12,22,28,38,18,48,29,38,34,38,-0.790455514339701,1.66733748371869,-2.93431510540085,0.0111399390053388,0.999055499791074,-4.39082158674191
"35","GB46541",1323,1974,1833,1787,3305,2826,1012,848,1192,1616,1707,1653,0.382997466231027,7.55146626469122,2.69245538455798,0.0178489090394746,0.999055499791074,-4.27372687157042
"36","GB46749",1163,855,1079,1616,841,2947,133,192,631,525,1071,1155,1.18217210453229,6.46765201257373,2.71222899998184,0.0171772463808156,0.999055499791074,-4.21973327015427
"37","GB46814",124,152,132,116,155,156,141,111,103,228,270,162,-0.52003597882689,4.08975811918494,-2.66696246763662,0.0187526405823458,0.999055499791074,-4.24283826543052
"38","GB46842",88,113,63,56,66,169,30,38,52,34,65,40,0.738104239521513,2.78647817081697,2.49636905297918,0.0260466197136491,0.999055499791074,-4.38435306735961
"39","GB46984",448,1247,788,602,471,717,609,890,950,1360,771,1134,-0.756355779520773,6.49100272921947,-2.81050333397236,0.0141883324049605,0.999055499791074,-4.19202605918937
"40","GB47141",57,65,54,59,59,85,34,24,37,42,47,23,0.599477004387123,2.40176695114806,2.51657115389215,0.0250576379287494,0.999055499791074,-4.40314635232408
"41","GB47580",300,204,583,449,358,447,49,148,140,167,334,186,0.996664491462896,4.74793839337934,2.83235276154588,0.0135964633557667,0.999055499791074,-4.17438966909347
"42","GB47721",16,14,17,13,17,22,14,16,19,21,32,25,-0.633733852320929,1.09977054978334,-2.78265790737023,0.014979306846519,0.999055499791074,-4.43171519642024
"43","GB47823",725,495,626,953,498,2072,80,102,280,292,610,581,1.3193642496086,5.65626651552584,3.14064952451854,0.00743180618668019,0.999055499791074,-4.09400887244657
"44","GB47933",1840,1208,2090,2315,1605,3488,215,308,620,1017,2450,1767,1.1657669581941,7.12705649883643,2.61002843877744,0.0209342578564223,0.999055499791074,-4.27183896961283
"45","GB48079",21291,8189,18972,25626,14743,28669,2488,6140,8577,10805,7289,18604,0.994640616384626,10.3930216455276,2.44848042074713,0.0285428572730859,0.999055499791074,-4.40908660825306
"46","GB48123",36,29,27,32,48,40,29,45,43,57,42,52,-0.625320230975103,2.17493293979207,-2.90036550622573,0.0119050040661312,0.999055499791074,-4.3657489689815
"47","GB48391",24392,7133,80520,22903,12962,30994,3158,3109,14014,6798,14306,6398,1.51445674838398,10.449869106724,2.6913557082594,0.0178870034370728,0.999055499791074,-4.37759225094388
"48","GB48468",62,85,88,132,48,66,14,12,45,56,26,23,1.20874705947516,2.34577798983396,3.10505402495327,0.00797006621712998,0.999055499791074,-4.33196378719748
"49","GB48656",347,549,362,652,323,472,140,161,203,351,181,379,0.697962490862153,5.14707520793051,2.8409034151806,0.013371489893163,0.999055499791074,-4.1488934619316
"50","GB48662",5720,4533,3756,3873,1848,6303,584,1214,1831,3222,764,1211,1.41337817874011,8.01072240327332,3.29226929035904,0.00551655858577238,0.999055499791074,-4.18523347785417
"51","GB48705",18,16,8,15,20,12,17,27,16,36,14,23,-0.826154172393685,1.02792297450095,-2.47651177645767,0.0270551862747712,0.999055499791074,-4.46358407845865
"52","GB48978",35,28,72,25,84,45,2,6,12,16,22,56,1.39658201463003,1.43725211921032,2.74925995986493,0.01598501872588,0.999055499791074,-4.42386065650608
"53","GB49259",237,312,244,387,679,673,134,123,188,235,385,352,0.515233458658789,5.04214439798466,2.45662675629915,0.0281026295598745,0.999055499791074,-4.24833022569401
"54","GB49331",3387,2332,3846,3961,2199,7438,583,651,1915,1352,3322,2368,1.07683942849077,7.99735446875389,2.88648581452851,0.0122324813476755,0.999055499791074,-4.25618767191777
"55","GB49370",451,1009,496,595,434,664,763,581,602,701,690,981,-0.586849445602629,6.20093840470896,-2.57354501754003,0.022459362612394,0.999055499791074,-4.23345857494088
"56","GB49534",2221,2590,2164,2405,2214,4604,800,599,1049,1797,2346,1518,0.820008615856676,7.66791317681058,3.62812826125735,0.002853835896117,0.999055499791074,-4.10606553474383
"57","GB49930",526,997,370,577,537,1036,192,291,375,575,387,403,0.541562800542592,5.75247582180668,2.44677396096689,0.0286359066624895,0.999055499791074,-4.25351543594259
"58","GB49957",458,460,499,719,549,719,154,269,413,228,283,422,0.712948930906464,5.49666616586561,3.01504034050534,0.00951018568226912,0.999055499791074,-4.10403193858924
"59","GB50001",12,10,9,8,10,11,7,15,13,12,24,14,-0.718308329754486,0.458391199228349,-2.4597906942265,0.0279334092369972,0.999055499791074,-4.48129766233163
"60","GB50217",80,20,48,28,23,59,1,5,16,22,10,27,1.56384911690073,1.15047720274173,2.62490157708144,0.0203417046042945,0.999055499791074,-4.44657564672235
"61","GB50434",44,88,72,50,220,177,7,7,45,51,110,53,1.2406904759361,2.58799542713649,2.50158627720076,0.0257876802789766,0.999055499791074,-4.39672706218169
"62","GB50469",39,71,16,42,49,197,4,4,34,19,37,24,1.44737628936536,1.68587811868437,2.67747827912886,0.0183745867745612,0.999055499791074,-4.42039439330217
"63","GB50604",25,18,7,21,29,66,136,116,201,39,19,435,-2.32451587631206,2.46674836166625,-2.80129552052174,0.0144452536906674,0.999055499791074,-4.36504499714896
"64","GB51114",454,306,557,685,381,971,123,117,299,328,279,447,0.825630401459242,5.32962949288566,2.73240561396788,0.0165172927012577,0.999055499791074,-4.17808585794193
"65","GB51165",353,430,340,390,389,1132,37,43,255,193,335,334,1.25511196409679,4.87573273325871,2.98864319490662,0.0100153478188902,0.999055499791074,-4.14289067016099
"66","GB51237",1336,2538,1197,1758,1892,2359,570,562,722,1669,1137,1491,0.65133654044739,7.20492187382208,3.33514105695821,0.00507073508891598,0.999055499791074,-4.1275145179327
"67","GB51303",31,23,24,52,48,125,6,3,12,12,30,31,1.4457601304578,1.38471120178236,3.19191421391475,0.00671958113979171,0.999055499791074,-4.38348715740215
"68","GB51376",20,17,19,17,17,49,4,5,3,15,13,21,1.01243481157563,0.642745800938761,2.57680891917475,0.0223186637056233,0.999055499791074,-4.46527560161468
"69","GB51509",8,13,4,13,21,17,13,13,11,23,14,26,-0.743498653311838,0.664772290658304,-2.50264700411206,0.0257353379856829,0.999055499791074,-4.47224121642412
"70","GB51593",437,477,596,521,517,1255,76,134,409,304,471,493,0.871919701891014,5.48287311441039,2.55813557480318,0.02313527130101,0.999055499791074,-4.2249689172123
"71","GB51666",3094,2332,2533,2794,1788,2902,877,728,1696,2058,1573,1270,0.710754313037888,7.68995774636678,2.73100059121587,0.0165624372139797,0.999055499791074,-4.27186917900775
"72","GB51732",239,139,216,375,168,452,36,26,57,136,139,170,1.30267279541861,3.95264544055002,3.26663376085279,0.00580168371815861,0.999055499791074,-4.16055280981817
"73","GB51741",517,1551,995,1523,728,1283,832,1546,1059,1406,1523,1942,-0.688616116109957,7.06356071934661,-2.49454077329077,0.0261379496798626,0.999055499791074,-4.29455203858619
"74","GB51833",2006,2080,2217,2097,1595,2745,685,736,1185,1572,1417,485,0.878524088579061,7.32115571002976,2.90749815633246,0.0117400884600287,0.999055499791074,-4.21863937886898
"75","GB51840",92,119,178,188,81,195,28,28,61,42,135,51,1.08358120173591,3.22477223692978,2.97131138759301,0.0103613623322951,0.999055499791074,-4.27784502316159
