"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40218",551,436,276,573,404,522,324,1567,802,1637,698,3454,-1.16186229211424,6.317182638607,-3.06045465370342,0.00876196675143231,0.99995383497461,-4.13243373997499
"2","GB40231",15,16,14,25,46,39,18,21,10,16,10,14,0.819745013464482,1.0979495011654,2.47196409683066,0.0274033335017347,0.99995383497461,-4.46098861776219
"3","GB40445",30,32,23,28,41,22,22,17,15,25,15,16,0.745594960449216,1.41121286224744,2.48181327855261,0.0268933560208628,0.99995383497461,-4.44942394125425
"4","GB40846",9,4,13,9,20,14,8,19,17,20,27,31,-0.759440537518733,0.727939154701621,-2.82858608139271,0.0137770762800948,0.99995383497461,-4.44069016529383
"5","GB40967",4662,787,7831,867,11007,3337,593,643,911,809,3068,3294,1.46254404501016,7.78502886011453,2.45874991814074,0.0281021322955826,0.99995383497461,-4.32973585832606
"6","GB41311",854,1824,981,1766,6269,1204,217,480,797,1178,1512,2230,1.09907653391324,7.06900328276852,2.54839778093013,0.0236774080927254,0.99995383497461,-4.28344260868141
"7","GB41552",13,15,14,7,25,39,17,24,39,57,97,120,-1.4832012959667,1.69536453425641,-3.59445773234111,0.00308084921665983,0.99995383497461,-4.32534086170848
"8","GB41754",387,344,383,507,624,807,530,494,670,789,746,850,-0.394393600247906,6.02603798136231,-2.57203269791297,0.0226276195798826,0.99995383497461,-4.22962921024922
"9","GB41855",170,118,196,221,290,253,142,129,142,158,140,228,0.479246484559334,4.33051213981948,3.07959959074464,0.00843974065829409,0.99995383497461,-4.13211002716562
"10","GB41922",858,560,1011,1152,1749,1363,1336,1149,1287,1780,1518,1799,-0.427206361724637,7.14640849655773,-2.47256657235285,0.0273718735502729,0.99995383497461,-4.30313914390477
"11","GB42112",180,176,145,205,259,198,156,232,269,324,267,315,-0.351325610720542,4.65773150164004,-2.54346595540293,0.0239023145883602,0.99995383497461,-4.23787582816526
"12","GB42282",44,26,33,36,39,47,33,64,47,86,47,100,-0.618547316072504,2.42638676501789,-2.65681494647593,0.0192197393111285,0.99995383497461,-4.38242871815201
"13","GB42385",2904,2219,2275,3695,3195,8300,5110,4393,3694,9147,5627,14552,-0.833323543822356,9.04026164149594,-2.65184775813042,0.0194048635051953,0.99995383497461,-4.3367582366312
"14","GB42551",48,62,101,141,120,253,98,177,133,245,271,211,-0.6803656863272,3.97153971569627,-2.45197950397421,0.0284667530875605,0.99995383497461,-4.30849499161913
"15","GB42552",8,43,10,19,69,34,12,46,63,131,64,120,-1.26923946243608,2.0875880320269,-2.62743319784876,0.0203402329701234,0.99995383497461,-4.40539454310215
"16","GB42553",16,36,2,17,44,14,22,54,55,98,37,82,-1.66154632730944,1.73095998627502,-3.2322513703211,0.00625855822484108,0.99995383497461,-4.35871810959936
"17","GB42643",0,14,5,17,24,1,6,21,8,62,35,99,-2.22610388494373,0.424451743485899,-2.55632618353328,0.0233201203554958,0.99995383497461,-4.46606660943256
"18","GB42931",2656,1410,1244,2744,1615,1692,1361,4602,3635,7418,2724,5121,-0.913925262239197,8.20021453890479,-2.84107850646302,0.0134462277709237,0.99995383497461,-4.27241061271297
"19","GB42965",52,43,59,80,59,71,35,84,95,168,92,161,-0.650521836505603,3.10914786189326,-2.77458557895711,0.0153014278770341,0.99995383497461,-4.317229898341
"20","GB43079",20,8,17,19,19,12,21,32,22,21,31,43,-0.75846545778758,1.25472182799202,-2.70038215429197,0.0176679130454017,0.99995383497461,-4.43310748802175
"21","GB43191",74,61,104,95,207,205,30,71,75,104,95,149,0.56484204135417,3.42874714594131,2.41575469093312,0.0304958436990332,0.99995383497461,-4.35482148633251
"22","GB43737",267,187,299,296,360,411,215,504,467,793,494,677,-0.650575178264446,5.44140361366297,-3.77967677359183,0.00214833980398347,0.99995383497461,-3.92727290528044
"23","GB43915",18,27,16,18,29,25,9,10,17,13,13,22,0.72113850873175,1.00430121806491,2.90029823588527,0.0119811006832371,0.99995383497461,-4.4239516159755
"24","GB44427",70,72,93,104,109,104,93,86,162,135,140,155,-0.397139831465829,3.61331288005754,-2.44440369707715,0.0288801189080268,0.99995383497461,-4.33502518285432
"25","GB44455",199,25,784,170,747,274,16,221,62,38,74,133,1.87545747358843,3.81810348709813,2.56517113558997,0.0229276683726171,0.99995383497461,-4.31131439971924
