"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB44455",199,221,784,170,747,274,25,16,62,38,74,133,2.70753147291277,3.81810348709813,5.75688536838763,5.66236556491377e-05,0.274200052480949,-3.43633541930423
"2","GB47805",8748,9303,10197,4554,8285,1679,805,478,764,1102,1965,826,2.7485198301429,8.06924204826086,6.16225839577927,2.86168460363332e-05,0.274200052480949,-3.34996934162107
"3","GB47546",16049,57295,26589,11197,21866,7565,700,1655,3003,1426,9192,3551,3.01482509507119,9.57038807364615,5.17636352279467,0.000156539430778714,0.505361462363948,-3.6991298048585
"4","GB40136",6133,6852,6878,15622,3748,10017,1014,1593,2758,5690,2702,11898,1.29782522195779,9.09285859585573,2.9564675325807,0.0107298039382222,0.951664994007658,-4.09064785927393
"5","GB40137",18552,15350,35826,35734,14036,19084,3297,9171,9894,10393,13469,25499,1.07592975878602,10.7198605389283,2.80380280654904,0.0144485151077821,0.951664994007658,-4.21690438266461
"6","GB40158",85,93,106,85,81,151,11,28,40,22,67,178,1.19449062379651,2.82789098213216,2.80683782271854,0.0143635106765846,0.951664994007658,-4.15901997356452
"7","GB40212",1219,1519,1163,2199,1006,1466,285,561,606,600,809,1765,1.05028701613414,6.77452621653705,3.50644751649095,0.00365477432096061,0.951664994007658,-3.72834083008547
"8","GB40400",118,115,130,171,151,155,38,34,84,97,88,218,0.728993194359006,3.56814609843581,3.0990039603329,0.00811881913061297,0.951664994007658,-3.96531981344781
"9","GB40437",108,95,106,122,151,125,104,129,139,179,152,223,-0.396259976448101,3.92489166530552,-2.74042055621415,0.0163405421190725,0.951664994007658,-4.02311527095827
"10","GB40694",72,122,142,189,213,184,33,45,59,66,166,166,0.901191811367465,3.5722049010842,3.21224019804221,0.00650327653289348,0.951664994007658,-3.9325782491812
"11","GB40975",51,41,37,142,177,113,16,98,26,19,42,31,1.36978983058898,2.52421412825997,2.91205035324824,0.0117018198426227,0.951664994007658,-4.16809113935244
"12","GB41074",41,27,37,43,70,53,15,20,26,24,34,48,0.686074800564231,1.96272709917879,3.27880546560133,0.00570778570995232,0.951664994007658,-4.15254509069213
"13","GB41346",383,306,242,285,542,303,389,287,527,574,530,625,-0.559553029250694,5.50449488249282,-3.43084669465112,0.00423743785316912,0.951664994007658,-3.63142550682924
"14","GB41376",590,516,761,666,1440,629,262,225,379,342,1083,614,0.749145091888538,5.96904594397805,2.79486644233521,0.014701676029768,0.951664994007658,-3.91852388065371
"15","GB41398",200,196,169,220,307,233,246,173,382,375,283,364,-0.475661385856945,4.85343931984533,-3.46830786958997,0.00393786544823456,0.951664994007658,-3.6308037986897
"16","GB41523",24,32,64,34,81,52,2,35,14,20,30,28,1.35119406624069,1.64594735121569,2.90966760198683,0.0117563491216459,0.951664994007658,-4.25402601743392
"17","GB41552",13,24,14,7,25,39,15,17,39,57,97,120,-1.39518940875376,1.69536453425641,-3.20912127859734,0.00654315416281365,0.951664994007658,-4.19513049961312
"18","GB41768",33,22,30,31,31,50,4,11,8,36,27,24,1.0275466914594,1.32908537307101,2.81349655180648,0.0141787272015919,0.951664994007658,-4.29426732174139
"19","GB41904",112,57,111,199,126,116,14,33,63,58,62,111,1.13149710899806,3.08151076513805,3.58517353529781,0.00313367591367435,0.951664994007658,-3.92679059200298
"20","GB41989",73,73,144,135,214,153,27,36,43,59,111,154,0.98188429248192,3.29378218027197,3.44078678585269,0.0041557796429153,0.951664994007658,-3.92093455382655
"21","GB42053",36054,14221,18357,37893,16878,30748,3300,15128,15942,9623,5588,16704,1.29667117116874,10.7484883836065,2.89912787194375,0.0120005688122293,0.951664994007658,-4.19779897597543
"22","GB42249",351,396,422,717,1353,806,89,451,223,253,500,453,1.02424634045976,5.56012465855472,2.88824554476615,0.0122579685428157,0.951664994007658,-3.8680241659644
"23","GB42410",5212,3535,3605,654,5646,2196,371,173,3381,569,1437,481,2.0939916422404,7.30035841912869,3.19942726801728,0.00666866450581263,0.951664994007658,-3.88419811296284
"24","GB42552",8,46,10,19,69,34,43,12,63,131,64,120,-1.32830416623075,2.0875880320269,-2.81567561470688,0.0141187645695448,0.951664994007658,-4.2331603747031
"25","GB42553",16,54,2,17,44,14,36,22,55,98,37,82,-1.56528369855809,1.73095998627502,-2.95230130610774,0.010817482288609,0.951664994007658,-4.23941639251342
"26","GB42591",14,15,16,21,38,32,6,3,6,14,17,19,1.1345346240427,0.711135060837797,3.82392987329931,0.00196908028999387,0.951664994007658,-4.19287731476977
"27","GB42867",23,56,63,73,161,76,8,22,31,28,44,45,1.27468050518938,2.25080388308153,3.73311543716222,0.00234881817303877,0.951664994007658,-4.03471545692924
"28","GB43227",30,53,30,95,90,56,24,45,23,15,28,31,1.05828327891008,2.11854871088206,2.93006104341611,0.0112976305647176,0.951664994007658,-4.20579177012701
"29","GB43403",66,71,104,124,116,125,26,33,71,54,76,139,0.683956279418095,3.1085457169677,2.93026877502888,0.0112930499713683,0.951664994007658,-4.08647531374933
"30","GB43518",13,5,3,10,13,2,24,9,43,17,35,30,-1.87502031559029,0.540573749799054,-4.08889984034584,0.00118115301411835,0.951664994007658,-4.17030319550015
"31","GB43780",24,17,58,38,20,54,3,19,16,9,15,23,1.28184833183973,1.19845616616671,2.80046023772826,0.0145427038249171,0.951664994007658,-4.30613960074409
"32","GB44042",8,20,4,25,47,36,2,7,2,3,10,23,1.63265885532759,0.236065245489256,2.77110598437018,0.0153961055945373,0.951664994007658,-4.35367841756457
"33","GB44168",14,15,13,11,29,15,2,8,8,7,20,6,1.04644508526295,0.322494318893335,2.79522825806748,0.0146913421686913,0.951664994007658,-4.35214816948068
"34","GB44237",1036,1342,1667,1773,1843,2001,422,916,1022,1031,1302,1902,0.616179230857498,7.16765440624443,2.79400751078084,0.0147262365889954,0.951664994007658,-4.00931342434338
"35","GB44829",297,404,212,248,419,485,597,316,531,1023,663,935,-0.97877706078191,5.70894760633452,-4.45787701883297,0.000585966473672406,0.951664994007658,-3.3011046104649
"36","GB45030",13,20,37,32,46,26,6,5,10,7,24,27,1.24013971613178,0.997215316355274,3.5936101168121,0.00308248825405814,0.951664994007658,-4.19982971392931
"37","GB45185",244,275,226,243,357,286,220,228,350,429,359,480,-0.3424337722931,5.09453128921108,-2.81780488259986,0.0140604123685977,0.951664994007658,-3.88124481900048
"38","GB45314",126,123,130,170,214,199,141,145,245,239,256,221,-0.400319997262713,4.35047297191906,-2.96369855980463,0.0105792899174652,0.951664994007658,-3.8809394406351
"39","GB45490",136,147,155,168,204,160,71,65,146,132,132,193,0.410721793354923,3.96181316765082,2.93871982943634,0.0111082449273239,0.951664994007658,-3.94614709220095
"40","GB45762",34,42,51,63,102,66,13,19,27,56,49,65,0.705546364546865,2.30943339732843,2.87670024065003,0.0125369904705644,0.951664994007658,-4.19734022693361
"41","GB45861",126,601,141,264,431,65,436,256,254,1516,1133,903,-1.55453256589467,5.33093499746292,-2.9316244814115,0.0112632008734552,0.951664994007658,-3.86347866355658
"42","GB46068",210,143,175,214,325,220,242,129,329,370,364,348,-0.477892140137413,4.79046050466836,-2.96006650871292,0.0106546286306478,0.951664994007658,-3.8377100691006
"43","GB46236",160,5485,1998,1552,1661,632,49,301,368,95,943,450,2.22238553981325,5.95520171808266,2.7949218984517,0.0147000916794118,0.951664994007658,-3.9581213872671
"44","GB46264",10,9,5,6,13,16,13,18,19,25,17,14,-0.887228535651583,0.582463328558499,-2.81369928874011,0.0141731378461584,0.951664994007658,-4.3405678363626
"45","GB46286",20587,10125,19022,41411,16181,24523,3311,5637,9532,5517,8262,24695,1.37022586740382,10.4699903615492,3.64194416340503,0.00280511580283795,0.951664994007658,-4.0286015667164
"46","GB46505",9,6,9,7,11,10,10,9,10,16,16,23,-0.656223078058518,0.347977814695737,-2.74417920253409,0.0162218854471533,0.951664994007658,-4.3615846388276
"47","GB46537",65,63,76,106,169,145,119,92,123,155,154,210,-0.509626988546307,3.72795644049471,-2.94891856125626,0.0108891923097968,0.951664994007658,-3.9830646585727
"48","GB46697",809,1055,833,1140,2069,1104,1613,1011,1942,1990,1197,2074,-0.574006870321035,7.24444095724511,-2.98126855524087,0.0102222076389782,0.951664994007658,-3.94994758330904
"49","GB46720",30,59,91,65,159,114,9,22,14,22,56,77,1.51939332453496,2.34982850157956,3.76536813869533,0.00220609316787566,0.951664994007658,-4.01596168823911
"50","GB46733",7,9,15,8,12,9,20,18,20,16,17,21,-0.91666740137288,0.674457486438242,-3.11176884666636,0.00791835247952378,0.951664994007658,-4.29290068259265
"51","GB47248",209,216,172,220,330,217,238,165,421,356,353,353,-0.478570767903194,4.89125312209925,-3.22914044984506,0.0062913786719493,0.951664994007658,-3.72116299507088
"52","GB47318",62480,85498,92989,21775,51250,24885,5178,17311,39628,10246,18041,6878,1.89162653989412,11.4883933371555,3.26556662988398,0.00585783667596645,0.951664994007658,-4.16366318669472
"53","GB47339",105,114,126,130,161,136,101,150,188,199,183,250,-0.475045454052802,4.08883366171975,-3.34528200967155,0.00501057620698763,0.951664994007658,-3.78490378641554
"54","GB47505",66,86,75,57,90,77,127,111,257,138,93,186,-0.973449016772951,3.5698213131906,-3.61273344758994,0.00296957017667346,0.951664994007658,-3.82012339744974
"55","GB47513",126,156,144,265,356,286,54,200,90,108,131,205,0.797499169988397,4.16836156677889,2.83757561832486,0.0135297719736627,0.951664994007658,-3.95864426435932
"56","GB47722",30,72,51,38,61,27,50,35,56,126,88,140,-0.836274752777726,2.70680836095586,-2.85978440873531,0.0129571201524498,0.951664994007658,-4.15721349190939
"57","GB47771",95,67,116,95,235,14,10,5,13,5,20,9,2.99129893714462,1.66547507752301,4.34003651959083,0.000731880236018254,0.951664994007658,-4.03728105685242
"58","GB47806",69,106,145,35,160,36,12,19,36,37,38,26,1.49002719294016,2.37732212184302,3.29819629374485,0.00549492604982422,0.951664994007658,-4.10307241973544
