"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40094",117,90,223,155,165,170,93,64,115,121,89,78,0.802252911128754,3.7366191128969,3.56020904548048,0.00329432786649103,0.999497956866582,-4.11622083192751
"2","GB40217",56,27,212,194,81,96,91,147,231,187,255,470,-1.12177900485296,3.94662628298115,-2.85279557555248,0.0131441085964799,0.999497956866582,-4.23345173203977
"3","GB40285",100,9,79,85,135,83,3,56,17,57,33,46,1.40870202984071,2.23198771416911,2.32595099209624,0.0361395893146751,0.999497956866582,-4.43838928192173
"4","GB40425",30,88,31,18,61,44,78,61,51,96,118,102,-0.938693302008717,2.71403082397057,-2.56887247680294,0.0227667833870387,0.999497956866582,-4.37957162312115
"5","GB40614",35,39,26,28,47,36,38,58,59,64,103,71,-0.805248766445207,2.42927522369905,-3.74526416316232,0.00229720147292288,0.999497956866582,-4.2510577739814
"6","GB40695",428,23,3331,1048,202,124,1230,2587,4063,1620,1045,4999,-2.72796459263124,6.55891376923915,-2.75546968153025,0.0158808676362319,0.999497956866582,-4.23400703215947
"7","GB40696",2422,117,31964,5491,1300,1136,6027,10695,20488,7225,6588,21325,-2.31808485679325,9.05261855768928,-2.22253091530296,0.0438605657587082,0.999497956866582,-4.4164831662644
"8","GB40697",2894,139,29813,9579,1794,1503,8335,13151,23330,10950,9511,26396,-2.37007308585636,9.42474876486021,-2.32314695193728,0.0363308064585919,0.999497956866582,-4.40933563960186
"9","GB40708",5408,3321,4959,4670,6619,5016,2207,3196,4947,5042,4738,4816,0.37926519074019,8.98304504786832,2.22852574193719,0.0433735935483003,0.999497956866582,-4.41078765581225
"10","GB40973",149,72,34,9,35,341,152,143,72,355,692,138,-1.67072964148207,3.61893173795469,-2.23820403129799,0.0425981142907905,0.999497956866582,-4.38637944896012
"11","GB41228",70,34,212,135,57,44,115,329,246,128,262,551,-1.61365037860575,3.93115331175734,-3.51127940873643,0.00362476113921733,0.999497956866582,-4.12403574162692
"12","GB41409",14,5,6,4,10,13,12,10,17,11,27,16,-0.789657199292504,0.36087369035081,-2.47865158871052,0.0270576239557069,0.999497956866582,-4.4809341239042
"13","GB41647",94,75,126,204,234,114,31,30,70,62,138,94,1.11923135773952,3.36185939730576,4.03092892951092,0.00132243238657501,0.999497956866582,-4.10499775399248
"14","GB42597",35,52,97,110,67,60,21,24,51,56,78,11,1.02203355137932,2.42512256212352,2.51613397890092,0.0251880540110428,0.999497956866582,-4.40344125297808
"15","GB42797",370,326,439,193,510,306,143,56,273,149,407,167,1.07955081099956,4.77996468064453,3.36529352704299,0.00482315162091718,0.999497956866582,-4.045689509447
"16","GB42984",241,66,33,10,23,622,467,378,154,639,1294,374,-2.75437083799936,4.30492114113273,-3.31205580439544,0.00535325797118852,0.999497956866582,-4.17163386009873
"17","GB43028",7,13,13,3,14,8,22,16,22,19,21,24,-1.08773989398089,0.66705592462908,-3.12846122885521,0.00767055786638076,0.999497956866582,-4.41922866133958
"18","GB43245",297,138,245,307,338,659,545,440,283,669,1115,471,-0.778833039163943,5.51638732029356,-2.38042903965599,0.0326087864677134,0.999497956866582,-4.27148110141153
"19","GB43447",47,22,54,52,89,99,16,20,52,48,47,64,0.641159588468271,2.37020799166468,2.33227986439783,0.0357115027890647,0.999497956866582,-4.43065599692009
"20","GB43509",111,19,1010,67,159,9,45,260,523,251,1796,2590,-2.37076774997667,4.40661863869733,-2.28560279281499,0.0389851415049921,0.999497956866582,-4.35592783996207
"21","GB44093",52,53,122,69,78,109,68,93,109,99,171,180,-0.499947050532544,3.41964057898498,-2.36684176399252,0.0334573584748214,0.999497956866582,-4.36535416793686
"22","GB44112",43546,2032,370184,148307,34082,29371,103864,229732,275213,188871,277864,477568,-2.46038653048331,13.4562978481304,-2.54119755432945,0.0240079311505254,0.999497956866582,-4.46371078859657
"23","GB44261",34,21,22,37,85,89,9,25,37,22,30,38,0.804964298389542,1.87303395153625,2.41739415487192,0.0304027376853043,0.999497956866582,-4.44075076428367
"24","GB44367",7,0,37,52,70,2,9,70,136,139,100,515,-3.12021541822375,1.83811679047298,-2.97326726915588,0.01039158418646,0.999497956866582,-4.38773978041335
"25","GB44494",247,235,224,306,466,378,158,166,247,329,280,245,0.452908693967163,4.90719734778658,2.63050056986332,0.0202217233938661,0.999497956866582,-4.20523953139534
"26","GB44812",46,38,80,62,109,98,47,110,109,86,159,101,-0.422660942316076,3.21084474891901,-2.30814377587995,0.0373703166213527,0.999497956866582,-4.38964374357563
"27","GB44987",68,105,146,58,258,189,118,170,221,174,289,277,-0.621916629037798,4.14828647946282,-2.64485175867111,0.0196698884957632,0.999497956866582,-4.25219848703851
"28","GB45107",159,112,156,189,230,271,148,218,310,242,346,217,-0.335250879344561,4.5657591453558,-2.2185323179712,0.0441882296623179,0.999497956866582,-4.32533658629881
"29","GB45248",1757,737,1790,2465,2423,2351,399,1552,1733,805,2385,1360,0.682835575575791,7.38235254196686,2.25543618727658,0.0412495624089439,0.999497956866582,-4.36235533862695
"30","GB45278",398,608,786,618,464,808,347,734,1207,1495,3825,2208,-0.938613877557438,6.62790347551771,-2.64505563249771,0.019662155352595,0.999497956866582,-4.24555159128609
"31","GB45336",107,52,81,119,84,127,96,111,128,156,160,171,-0.490177680604147,3.66879086639159,-2.20316023457585,0.0454694025270724,0.999497956866582,-4.38061342252194
"32","GB45615",94,7,819,387,125,58,293,730,500,329,350,852,-1.97583148755738,4.69154735564877,-2.63267873428017,0.0201370118528875,0.999497956866582,-4.25645392227252
"33","GB45641",28,35,24,23,37,40,13,13,24,32,17,25,0.693368976140547,1.51249126255921,2.50157731098561,0.0258988809643387,0.999497956866582,-4.44494990139152
"34","GB45875",165,155,244,187,234,209,104,146,187,152,222,211,0.317706446541322,4.36904827952325,2.3655943949181,0.0335363052930116,0.999497956866582,-4.29731937601642
"35","GB45932",309,273,382,420,783,482,264,299,390,372,347,391,0.358027536942333,5.42924365643724,2.24644376142389,0.0419481953305873,0.999497956866582,-4.30194670965096
"36","GB45969",49,75,130,132,333,358,152,24,64,88,108,63,1.13817638919771,3.53250514784005,2.47252823584129,0.0273754428506028,0.999497956866582,-4.33946400852277
"37","GB46223",2823,292,1133,246,611,1986,3407,1567,3316,3442,965,4492,-1.60746231266856,7.35686627274638,-2.48567857827398,0.0266972666955244,0.999497956866582,-4.31269334730835
"38","GB46281",10,12,16,18,39,34,22,4,3,16,5,6,1.46050713403922,0.488037865495269,2.79699872424867,0.01465082946696,0.999497956866582,-4.45072687067065
"39","GB46832",15,21,32,14,31,28,17,22,42,36,62,53,-0.593602122751197,1.70660935814549,-2.49106055419036,0.0264243894039209,0.999497956866582,-4.43873712276416
"40","GB47040",500,350,542,378,701,469,313,329,288,290,375,309,0.679944696761382,5.47632323379226,3.58437562230558,0.00314252721955305,0.999497956866582,-3.96945356437239
