"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40021",9202,12443,12105,15838,26251,23691,4446,5833,11419,11906,18420,12924,0.581850478356129,10.4543734431742,2.32417053801495,0.0363071080585605,0.999814650785773,-4.42314561184587
"2","GB40283",175,209,206,273,315,265,59,46,102,128,312,358,0.707155544141615,4.30657878440416,2.61737863754992,0.0207757779209268,0.999814650785773,-4.24527970113768
"3","GB40525",13,13,18,23,10,26,6,3,6,14,12,18,0.803129225128502,0.482859134610596,2.64221571942914,0.0198056899538738,0.999814650785773,-4.46441922899989
"4","GB40566",160,75,192,139,145,245,336,308,174,247,216,308,-0.842783989953935,4.49768012894791,-2.60178858835568,0.0214080562902872,0.999814650785773,-4.23593319021016
"5","GB40616",30,63,59,100,55,39,15,18,26,19,55,26,1.05321028088426,2.06196053093203,3.65201460877332,0.00276539670744294,0.999814650785773,-4.29313390295713
"6","GB41243",90,111,146,155,97,151,150,148,195,177,236,174,-0.601965239491486,4.08091047708904,-3.1304315890562,0.00766231441596425,0.999814650785773,-4.14965687087634
"7","GB41772",1784,1531,2441,2971,2967,4763,2659,2391,4586,4267,4038,3826,-0.579261433853866,8.42587800248259,-2.56790240672247,0.0228472399285172,0.999814650785773,-4.32644686276808
"8","GB41806",117,107,182,150,145,139,133,98,256,166,312,192,-0.472713567394151,4.17509804482113,-2.43849344053661,0.0292505869588245,0.999814650785773,-4.29223121148437
"9","GB41900",320,368,334,466,435,549,281,364,384,534,1063,705,-0.393739545125204,5.68860748724027,-2.42888807469658,0.0297890471842794,0.999814650785773,-4.25351286202771
"10","GB42351",1204,1840,2949,3043,3248,2480,850,596,1071,2246,2353,2771,0.644173091814016,7.69908688005696,2.72620507323717,0.0168405166624421,0.999814650785773,-4.26907850806751
"11","GB42409",207,105,420,128,147,293,33,19,145,38,510,34,1.4385378721202,3.66080129998413,2.37410604308769,0.0330456521236761,0.999814650785773,-4.35353392742175
"12","GB42622",25,13,33,23,43,58,4,10,29,9,28,20,0.975927071240866,1.22710697624937,2.44801707336692,0.0287259110760189,0.999814650785773,-4.46105844303266
"13","GB42653",224,362,454,506,398,436,450,280,345,538,762,658,-0.404736956533395,5.61701541472401,-2.54172517168824,0.0240225680466523,0.999814650785773,-4.22197722280676
"14","GB42927",41,38,38,29,36,23,11,19,18,20,21,32,0.681639502473876,1.57008339108614,2.44337264412168,0.0289806463715064,0.999814650785773,-4.44919308171148
"15","GB42981",1151,1370,2556,1094,1981,1580,486,632,1309,732,1856,1033,0.678095109813698,7.08662193909523,2.62611354485628,0.020429469502551,0.999814650785773,-4.26396117813433
"16","GB43005",2427,1113,3793,2604,1809,3274,2725,2457,2675,3991,9218,3046,-0.707747068846603,8.36235435231561,-2.40753415287985,0.0310202615153332,0.999814650785773,-4.35454543250111
"17","GB43175",668,874,1127,1186,1429,1015,503,418,883,702,1236,996,0.374054312861747,6.63497087526713,2.38046202146635,0.0326510920080668,0.999814650785773,-4.30067736310412
"18","GB43409",263,193,315,300,381,233,113,116,218,196,254,341,0.415635961549516,4.71516559129753,2.39831100023948,0.0315669389886807,0.999814650785773,-4.27190750290044
"19","GB43737",267,504,467,793,494,411,187,215,299,296,360,677,0.492629074564447,5.44140361366297,2.37140771798354,0.0332145250634817,0.999814650785773,-4.26808609467235
"20","GB43738",379,551,838,673,537,1304,743,891,1171,753,1073,1227,-0.66118029850873,6.50850039050063,-2.64087287068792,0.0198569959140385,0.999814650785773,-4.23158807313405
"21","GB43778",199,108,116,106,137,124,98,95,179,231,235,288,-0.566116730620243,4.09490925869511,-2.54098838632575,0.0240564786344859,0.999814650785773,-4.27520778119958
"22","GB43897",1028,658,1260,1253,1209,1892,1040,1168,1503,1800,2700,1860,-0.560575069305814,7.28418120434732,-3.01467727779566,0.00960797312383867,0.999814650785773,-4.19202821014321
"23","GB44227",13,25,32,52,40,41,2,9,18,18,23,47,0.985095091323657,1.28939600134493,2.32736372264531,0.0360897209743689,0.999814650785773,-4.47134501154381
"24","GB44344",168,264,183,155,270,184,59,61,119,129,225,142,0.717108880961691,4.08821968418829,3.130615424308,0.00765955946116719,0.999814650785773,-4.15024342178339
"25","GB44420",260,616,679,772,817,811,298,189,172,408,466,636,0.824961607949763,5.68225877305456,3.33226715930922,0.00516220040928638,0.999814650785773,-4.03434144281415
"26","GB44843",92,55,79,94,76,110,59,110,116,131,154,132,-0.521470526085778,3.46950664582812,-2.54517908820269,0.0238642148737784,0.999814650785773,-4.32675134687839
