"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40967",4662,7831,11007,3068,3294,3337,787,593,643,911,809,867,2.37736270444556,7.78502886011453,7.74615484653191,2.26013994701647e-06,0.0218894553868545,4.8394132877265
"2","GB40112",120,222,488,333,444,234,61,63,120,109,119,166,1.15526398065619,4.25613688808809,5.07855246952479,0.000178978914357975,0.11452144216241,1.04523202928878
"3","GB40282",110,146,380,244,241,264,41,90,77,92,121,95,1.08589535424153,3.92637234388018,5.18749065026169,0.000146899587874124,0.11452144216241,1.21966083090923
"4","GB40506",17,32,74,43,61,76,7,8,13,16,21,31,1.33280846107238,1.55763121153164,4.36206794499172,0.000680818794445916,0.11452144216241,-0.282371158295236
"5","GB40907",370,647,506,552,527,285,119,118,147,243,289,205,1.08266875358227,5.03581602827327,4.80582992865491,0.000295445400388086,0.11452144216241,0.576511948766068
"6","GB41222",229,378,521,238,314,162,40,27,93,169,173,98,1.41356314174461,4.13224164713904,4.15956998758109,0.00100357239948039,0.11452144216241,-0.546281639451944
"7","GB41240",539,726,1339,1107,1358,608,385,172,237,614,490,490,0.962859594954791,6.02256842120266,4.11237729350128,0.00109917400631663,0.11452144216241,-0.658681250505419
"8","GB41335",246,201,270,184,290,220,279,242,253,417,400,283,-0.71308122847633,4.9323069627391,-4.29713104728142,0.000770688280725016,0.11452144216241,-0.334751002696941
"9","GB41419",47,46,70,50,39,36,77,65,65,89,84,84,-1.01318299712512,2.79247143560876,-4.69428128336881,0.000363642356732251,0.11452144216241,0.356212829046148
"10","GB41471",749,1242,2418,1232,1394,1338,450,346,451,741,698,834,0.923014364004286,6.61721760424306,5.4269110392484,9.57001431615864e-05,0.11452144216241,1.62545172883393
"11","GB41629",36,67,135,151,174,172,12,23,34,32,51,76,1.40486154162676,2.7686211872707,4.06130138800645,0.00121320073864746,0.11452144216241,-0.706428945041583
"12","GB41680",104,155,447,459,612,505,25,45,108,64,141,174,1.70708415455445,4.15861647400043,4.23285873365258,0.000871679346411071,0.11452144216241,-0.414284932717489
"13","GB41730",29,120,191,163,325,107,10,8,45,26,49,66,1.93265353438469,2.72545419980186,3.98318550034828,0.00141148985887344,0.11452144216241,-0.841376928094438
"14","GB41735",549,647,865,739,1342,713,197,171,284,365,547,623,0.934887186750987,5.84778841263604,4.69008104756486,0.000366508039218152,0.11452144216241,0.373397861047788
"15","GB41893",65,103,150,128,182,178,27,43,53,43,81,91,0.975896207449433,3.22596319953382,4.40510747659104,0.000627259448640934,0.11452144216241,-0.110851061148027
"16","GB42004",19,81,57,58,40,50,4,2,15,14,24,12,1.93338318972525,1.28261438937268,4.59142487842854,0.000440977653585451,0.11452144216241,0.035325400318766
