"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40218",551,436,276,573,404,698,324,1567,802,1637,3454,522,-1.01573402356637,6.317182638607,-2.49198560314733,0.02636658701471,0.999949482424795,-4.26469998135509
"2","GB40304",347,288,590,529,1194,657,195,230,490,512,616,389,0.596421695308162,5.68366220754798,2.96222445088906,0.0106110895085659,0.999949482424795,-4.11782463353545
"3","GB40411",40,85,33,57,108,64,105,69,92,141,128,98,-0.686572767996725,3.17221218232918,-2.58348077356064,0.0221265364676049,0.999949482424795,-4.34443619217523
"4","GB40493",24,24,34,56,47,35,63,46,50,171,120,57,-1.00590627365811,2.56041288139326,-3.28647064899504,0.00562355789795242,0.999949482424795,-4.29185602951975
"5","GB40635",1050,535,1232,385,2551,814,284,286,1160,502,437,361,1.1061808298915,6.18053086859495,2.84684272013818,0.0132893140600232,0.999949482424795,-4.17224974634281
"6","GB40823",92,40,77,104,120,133,51,61,69,57,70,78,0.586614512090383,3.11138734446958,2.79929596273356,0.0145771789917752,0.999949482424795,-4.31270465880314
"7","GB40917",15,5,27,29,33,46,36,31,34,43,52,65,-0.826583479083923,1.80248743793063,-2.47822090736328,0.0270685619312742,0.999949482424795,-4.4363635095855
"8","GB41311",854,1824,981,1766,6269,1512,217,480,797,1178,2230,1204,1.2139393198632,7.06900328276852,2.97771756475485,0.0102946666456523,0.999949482424795,-4.19061954149461
"9","GB41331",61,80,58,51,101,71,23,31,49,76,59,40,0.708331549425071,2.64912620798392,3.05074736215835,0.00892445337247871,0.999949482424795,-4.31401315045363
"10","GB41376",590,262,761,666,1440,1083,225,516,379,342,614,629,0.787708088980616,5.96904594397805,3.08595095917728,0.0083301480797293,0.999949482424795,-4.10125206991272
"11","GB41754",387,344,383,507,624,746,530,494,670,789,850,807,-0.421939803850875,6.02603798136231,-2.85851665290498,0.0129905949068053,0.999949482424795,-4.15689983697799
"12","GB41912",139,199,151,210,275,677,317,231,352,837,1386,1254,-1.19803215875113,5.39858054631425,-3.03126063292942,0.00927132126781509,0.999949482424795,-4.11160597308844
"13","GB42282",44,26,33,36,39,47,33,64,47,86,100,47,-0.608739146650557,2.42638676501789,-2.58858019067457,0.0219106842896222,0.999949482424795,-4.39211617610305
"14","GB42355",1212,832,1776,1275,1331,1330,490,998,1102,1082,1447,869,0.503966914574403,6.97049131753942,2.57898917396175,0.0223183620199166,0.999949482424795,-4.27172481987664
"15","GB42385",2904,2219,2275,3695,3195,5627,5110,4393,3694,9147,14552,8300,-1.0049771613063,9.04026164149594,-3.69564125734316,0.00252700991067328,0.999949482424795,-4.17683474383429
"16","GB42428",179,117,58,185,225,145,144,263,167,461,1025,263,-1.05004806405682,4.5625954612902,-2.87903480721819,0.0124814761844322,0.999949482424795,-4.17393242293336
