"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40139",417,412,163,84,525,494,119,86,55,156,191,156,1.46430258454467,4.6207691424975,3.07840263987375,0.0086666982554714,0.519391473840591,-3.89136465512475
"2","GB40166",156,47,53,236,116,317,429,280,347,235,182,238,-0.931417967329311,4.60775470493982,-3.19736358756371,0.00688200188916141,0.519391473840591,-3.83340135848985
"3","GB40264",9,5,4,19,9,12,26,13,15,16,24,18,-0.875278162483778,0.781902463419666,-3.75540088292309,0.00234193870658738,0.519391473840591,-4.32202142207366
"4","GB40283",87,72,52,193,134,182,219,147,153,191,158,166,-0.481876271981448,4.17176912495735,-2.96622739661495,0.0107690427623144,0.519391473840591,-3.95768975421068
"5","GB40772",20,11,7,53,25,36,71,40,54,31,33,39,-0.8225211387875,2.00246457327726,-2.97883352160624,0.0105095820269197,0.519391473840591,-4.29173659417197
"6","GB40824",149,114,72,302,204,178,340,256,219,207,211,224,-0.466692086564944,4.67390810315906,-3.02733999568421,0.00956772890789633,0.519391473840591,-3.86428873075255
"7","GB41076",45,29,18,55,37,59,81,69,53,64,57,63,-0.584552102159676,2.71627329092125,-4.31769005786053,0.000806817215715459,0.519391473840591,-3.97112334230704
"8","GB41246",21,18,9,48,35,35,83,40,33,52,33,39,-0.679753008624305,2.13996746385872,-3.04513149438472,0.00924368615316622,0.519391473840591,-4.26433326216824
"9","GB41297",688,490,182,139,835,775,285,48,94,216,275,233,1.51540465064344,5.11504047492023,3.02651548388127,0.00958301650336901,0.519391473840591,-3.87283034470183
"10","GB41418",3282,530,1107,2502,2493,1638,4544,2714,6072,4045,3438,3144,-1.1080848641481,8.38264002348541,-3.06701608061276,0.00886001585161177,0.519391473840591,-4.1260993309001
"11","GB41591",27,32,20,60,37,35,123,43,58,50,50,54,-0.707464365592295,2.56898243541331,-3.24016776997871,0.00633398801609029,0.519391473840591,-4.17438943524216
"12","GB42220",854,730,390,873,1048,1098,737,664,451,613,656,697,0.463882039363805,6.54804791103669,3.60738687315171,0.00311309185456698,0.519391473840591,-3.75386873110792
"13","GB42225",31,26,13,20,29,33,18,22,10,13,15,20,0.732373167879841,1.41245247798218,3.10963284110814,0.00815776230696978,0.519391473840591,-4.32985681195346
"14","GB42356",1448,889,737,1096,1283,1319,1280,1215,575,850,750,812,0.483668054860411,7.0271185624426,2.96148954743475,0.0108681888258554,0.519391473840591,-4.0181918897938
"15","GB42401",478,344,199,479,472,648,568,309,215,363,282,373,0.431089948678946,5.62446147185117,3.2674394149616,0.00600785006396456,0.519391473840591,-3.75083665624339
"16","GB42455",1188,793,458,2027,1009,1834,3074,1889,1640,1527,1272,1352,-0.542774055158873,7.4965279395763,-2.86052518390442,0.0132090207443079,0.519391473840591,-4.09781959161045
"17","GB42493",151,77,99,335,123,627,1179,1015,927,486,360,225,-1.56957327334201,5.42475012678758,-3.46832676289381,0.00407179330649977,0.519391473840591,-3.73600172896164
"18","GB42497",8,9,5,15,9,10,25,13,11,12,17,15,-0.593550025517503,0.674189287204589,-2.8848125634322,0.0126041153433263,0.519391473840591,-4.40907144820743
"19","GB42552",78,64,19,34,53,57,29,11,30,13,20,48,1.18289486795433,2.11323535987228,3.19590972359541,0.00690142619969859,0.519391473840591,-4.24668462727346
"20","GB42626",826,96,213,596,1124,197,79,96,225,131,138,184,1.62905130093607,4.86898625909535,2.96977244064123,0.0106954438990777,0.519391473840591,-3.91309118676737
"21","GB43078",115,90,54,85,102,132,78,75,56,81,69,70,0.524793736745724,3.43751527969329,3.3047434090613,0.00558883079031853,0.519391473840591,-4.00154233987744
"22","GB43200",499,361,236,372,437,445,440,297,256,334,302,294,0.420927929463834,5.52629508918723,3.48081764871373,0.00397464428584402,0.519391473840591,-3.66621670235137
"23","GB43510",852,638,474,471,827,941,765,515,252,506,574,497,0.626587199416869,6.25825573218506,2.94729596066431,0.0111706475616049,0.519391473840591,-3.93179957284447
"24","GB43511",16,20,6,23,16,13,15,18,2,7,5,5,1.13873946826187,0.482532152359964,2.92871662419139,0.0115791758935855,0.519391473840591,-4.41818415247199
"25","GB43630",40,24,21,75,49,54,101,47,64,65,60,62,-0.526848170751772,2.76700479162609,-2.96787533861835,0.0107347675864678,0.519391473840591,-4.1970484220021
"26","GB43739",3886,3043,2007,9045,5603,6455,10124,15410,14144,4035,8924,8564,-0.970393463293254,9.7427122597806,-3.0680649005865,0.00884203139371986,0.519391473840591,-4.23266668608997
"27","GB43908",1114,534,500,707,946,1018,822,462,505,717,611,621,0.475016954054868,6.50507745854111,3.00039235169683,0.0100801302743522,0.519391473840591,-3.94143169209686
"28","GB44046",17,17,6,17,18,13,9,4,4,10,7,11,1.07690896877939,0.457164586396416,3.68958226412192,0.00265750593705526,0.519391473840591,-4.35625094806751
"29","GB44145",11,10,11,28,6,46,61,33,26,30,27,33,-1.02178237352186,1.58745318161902,-2.98980028042651,0.0102889056852195,0.519391473840591,-4.33222781393739
"30","GB44423",11,6,3,39,20,30,59,26,34,32,27,33,-1.08566960799073,1.52060866562417,-3.25302223162913,0.00617810955457191,0.519391473840591,-4.30702392760336
"31","GB44546",37,24,12,18,25,31,15,24,5,16,10,8,1.0859079729965,1.1601544517691,3.39062415637706,0.00473235227199477,0.519391473840591,-4.32372707897256
"32","GB44651",143,89,36,70,118,87,77,57,49,58,49,58,0.668277269790369,3.20515900172584,2.93367595243452,0.011468705608678,0.519391473840591,-4.13725513018536
"33","GB44829",316,201,246,400,247,384,842,816,1074,501,383,371,-0.95606538845374,5.80536843138335,-3.46049225080544,0.00413394713929611,0.519391473840591,-3.72034084334489
"34","GB44966",273,184,123,704,412,335,775,522,670,382,477,453,-0.72537089014474,5.70449247101976,-3.04377751944672,0.00926795857156407,0.519391473840591,-3.8549700678605
"35","GB45092",304,245,144,198,246,290,194,210,98,198,84,133,0.814662369549258,4.59886331362374,3.56447530037559,0.00338165951936364,0.519391473840591,-3.69188422203544
"36","GB45147",922,789,652,1367,1365,2295,4889,1737,2471,1408,1664,1658,-0.743443277495459,7.66582366433726,-3.26862309642687,0.00599408213817872,0.519391473840591,-4.00596156262654
"37","GB45181",514,334,265,909,517,709,1186,621,663,600,687,769,-0.424215353083184,6.32436107155035,-3.03863816136817,0.00936066843503925,0.519391473840591,-3.90962633407066
"38","GB45569",368,298,184,724,541,504,1120,542,604,523,561,525,-0.494875416645438,6.04279103294108,-3.0797773379808,0.00864364479489409,0.519391473840591,-3.86483435923462
"39","GB45851",625,287,277,332,502,552,406,226,256,291,364,227,0.649650849200953,5.50629922262721,3.56301059021672,0.00339123004342862,0.519391473840591,-3.63920566005204
"40","GB45865",154,102,64,182,133,166,260,155,142,174,179,155,-0.309584245990189,4.30110147634999,-3.23154224211945,0.00644078747516297,0.519391473840591,-3.8403169373404
"41","GB45871",120,84,73,220,152,223,350,166,218,191,197,196,-0.513679003773469,4.48392531029885,-3.35365738086272,0.00508353145669129,0.519391473840591,-3.7738674482782
"42","GB46120",1040,658,429,1349,1073,1287,2127,1101,1445,1142,1186,1138,-0.41811160654573,7.1777524221381,-2.99235492497948,0.0102381633819761,0.519391473840591,-4.02824288252478
"43","GB46422",430,212,229,1028,364,946,1262,739,663,787,888,651,-0.754126577574882,6.30994238353955,-3.02254043324439,0.00965706040355017,0.519391473840591,-3.91907489622276
"44","GB46647",227,145,95,274,216,299,389,249,227,267,285,267,-0.345619435640362,4.94852982651598,-3.75273857819616,0.00235393113682418,0.519391473840591,-3.57515616802883
"45","GB46652",601,317,289,1293,664,934,1461,1144,1192,802,816,797,-0.649438597796641,6.68158404301877,-2.94311926791513,0.0112612260168415,0.519391473840591,-3.98738148763206
"46","GB46819",4,6,4,12,8,19,20,16,14,17,20,11,-0.865826154796844,0.61251108140444,-3.09139799738007,0.00845119090773445,0.519391473840591,-4.39269335958692
"47","GB47016",90,55,31,160,88,84,205,119,212,96,130,133,-0.733185463457116,3.79045778732082,-3.118432024676,0.0080198219143784,0.519391473840591,-3.98729251851986
"48","GB47131",17,12,14,18,17,26,8,18,7,7,11,6,1.03160694526355,0.754606168374574,3.63767539649162,0.0029366395324465,0.519391473840591,-4.33681574864002
"49","GB47188",308,217,123,209,304,223,225,198,116,179,132,163,0.561751979088029,4.6646166381083,3.17384110775243,0.00720309386023201,0.519391473840591,-3.80908386745809
"50","GB47285",83,81,49,235,133,185,314,150,200,168,179,165,-0.579553500097325,4.27443900548567,-2.91606910853198,0.0118656843953366,0.519391473840591,-3.9612469500767
