"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40009",462,801,544,353,415,194,2149,751,717,1228,568,745,-1.27342277105481,6.37044706367148,-2.89991660212673,0.0123245660975677,0.998701358163946,-3.99749581957673
"2","GB40092",576,642,940,1218,529,1055,307,564,148,428,556,554,0.942407043119585,6.19499368091264,4.18834474518302,0.00104499897484796,0.998701358163946,-3.60131179505172
"3","GB40138",19,48,32,27,26,26,5,15,8,18,13,28,1.03318641076522,1.37216692151472,3.28692926530358,0.00583874054153966,0.998701358163946,-4.3273246562398
"4","GB40299",2231,300,178,549,1725,482,1701,1782,957,1186,1188,3038,-1.41795979131816,7.0048941358782,-2.54951317690056,0.0240956832119627,0.998701358163946,-4.16598426821349
"5","GB40393",12,12,7,15,11,12,9,11,1,7,6,4,0.952905135083751,0.122726885500528,2.88917623629927,0.0125820721819336,0.998701358163946,-4.43734426567784
"6","GB40713",4394,5829,8498,3268,3085,2562,1659,2230,1170,2500,3608,3616,0.816397806421358,8.68446870377271,2.55276244797321,0.0239476094885876,0.998701358163946,-4.276244439529
"7","GB41063",274,323,244,402,315,324,359,508,213,339,359,455,-0.30099778784884,5.46980464946275,-2.74585201334405,0.0165697922021468,0.998701358163946,-3.97770748738677
"8","GB41242",516,457,470,655,540,441,682,966,323,678,517,697,-0.356429439676535,6.20904801867658,-2.60399821617967,0.0217259856507278,0.998701358163946,-4.07701216093234
"9","GB41492",178,167,128,179,161,155,230,255,106,189,176,260,-0.349139830265769,4.55295426514545,-2.60926266503016,0.0215093778193493,0.998701358163946,-4.06256640959305
"10","GB41642",567,443,323,318,462,365,492,841,371,639,393,605,-0.497236373903945,5.94707455846634,-2.61848547989371,0.0211349454383495,0.998701358163946,-4.05245165614111
"11","GB41736",44,18,10,41,66,51,11,16,7,19,21,16,1.11870302147848,1.53733602388069,2.7510595263827,0.0164052662104302,0.998701358163946,-4.3774949518056
"12","GB41740",348,365,258,406,371,262,366,578,260,462,346,465,-0.367455205898519,5.59230874426154,-2.88476454739708,0.0126893767007152,0.998701358163946,-3.93005553075355
"13","GB41779",912,846,1074,983,697,1004,428,996,365,698,750,925,0.415924433826524,6.67357549272728,2.81627001541275,0.0144757958660394,0.998701358163946,-4.0527927290742
"14","GB42264",469,761,873,543,611,338,1349,1081,518,1221,673,897,-0.770420012405938,6.57845567634047,-2.56846049791745,0.0232445399580435,0.998701358163946,-4.12238427337663
"15","GB42319",234,259,243,347,403,294,176,176,52,204,326,193,0.703543211084105,4.86728406681099,2.85698972167082,0.0133859666886747,0.998701358163946,-3.95499813695226
"16","GB42586",482,916,889,1259,568,924,398,1034,245,479,726,528,0.562405418662826,6.41040875620067,2.48507870083261,0.0272213589041271,0.998701358163946,-4.13955250150767
"17","GB42617",15,38,26,49,25,23,11,44,6,10,10,22,0.836913455608661,1.40035792297012,2.54853280642483,0.0241405336294521,0.998701358163946,-4.41143204483498
"18","GB42626",826,96,225,596,1124,184,96,79,213,131,138,197,1.4550469502819,4.86898625909535,2.4829533536215,0.027330844660098,0.998701358163946,-4.11672188562446
"19","GB42802",1339,538,587,995,950,958,1732,5323,1163,1311,1103,2095,-1.15283053243232,7.35474879999829,-4.15889838607551,0.00110430901019832,0.998701358163946,-3.79198088722697
"20","GB43208",2267,1887,1646,2633,1735,1706,1382,4016,1678,2522,2509,3431,-0.399774554438232,8.17117072795848,-2.61460395679395,0.0212917515388573,0.998701358163946,-4.23004727380739
"21","GB43225",1248,779,985,2144,1242,1233,675,671,393,978,1181,818,0.591921353838778,6.97523658013386,2.54993968515056,0.0240761962866347,0.998701358163946,-4.16510859024871
"22","GB43310",681,785,1092,2063,1949,1311,175,474,310,1271,874,809,1.08722576459297,6.73438163223613,2.60639275535361,0.0216272001530288,0.998701358163946,-4.13109540170633
"23","GB43325",45,21,45,48,53,50,108,98,34,145,65,72,-0.962238282980132,2.94621484989961,-3.08514198067997,0.00862196663834097,0.998701358163946,-4.17287141891987
"24","GB43574",31,43,43,63,52,33,23,37,11,31,34,30,0.633426493505008,2.16487461961508,3.17753977898935,0.00721257186606934,0.998701358163946,-4.25711519888499
"25","GB43890",580,918,867,1065,547,850,324,857,289,500,741,770,0.48313945040912,6.42072256978727,2.5621083122635,0.0235265958259968,0.998701358163946,-4.11310725951846
"26","GB43984",60,61,85,107,57,73,33,103,25,45,51,57,0.489900008748554,2.96393084336174,2.54100916627481,0.024487424859369,0.998701358163946,-4.28291870705654
"27","GB44002",90,161,71,177,61,149,99,303,105,184,143,267,-0.700707666522464,4.16792936760267,-2.85598685498156,0.0134118111565422,0.998701358163946,-4.03383593586372
"28","GB44228",27,45,55,68,38,42,29,36,11,22,18,56,0.686564741673975,2.16650772314628,2.51466780568549,0.0257402877733725,0.998701358163946,-4.36216209199173
"29","GB44450",68,55,76,120,50,60,36,70,20,49,58,62,0.486189665613706,2.90125260814148,2.48886598063198,0.0270273054092131,0.998701358163946,-4.30079530988808
"30","GB44486",171,164,123,212,175,158,107,193,65,124,167,168,0.267027687131869,4.28104904733702,2.58142615881643,0.0226789533455921,0.998701358163946,-4.10029957043398
