"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40566",200,272,76,127,116,114,113,257,103,281,249,281,-0.560957946672917,4.45673685533305,-2.33200843813257,0.0363552590860508,0.999959354965516,-4.17830253815094
"2","GB40848",101,59,50,46,50,48,68,106,61,75,66,116,-0.594854788114498,3.16429797804284,-2.42920944685773,0.030309677699991,0.999959354965516,-4.2884947717701
"3","GB40967",1213,1125,1104,1088,1199,989,1270,3737,1621,2871,1158,3089,-0.867988706363007,7.65676033704514,-2.85988074457291,0.0133558713983979,0.999959354965516,-4.14536472858979
"4","GB40972",460,405,236,482,266,379,305,796,525,360,423,834,-0.513623521026833,5.817865882203,-2.35081899890771,0.0351020852792916,0.999959354965516,-4.15834527360345
"5","GB41010",22,19,8,22,23,19,6,18,8,10,12,15,0.642303856413701,0.93392384004072,2.74383491332721,0.0166834972693349,0.999959354965516,-4.41626457018407
"6","GB41034",371,364,165,231,286,176,209,154,108,185,204,222,0.482976474660942,4.80616478630347,2.33562257310393,0.0361112250915608,0.999959354965516,-4.15731098178867
"7","GB41122",86,101,45,64,77,53,40,46,39,60,40,67,0.459214232236894,2.93147447839293,2.69167782501964,0.0184320802265111,0.999959354965516,-4.25566591365388
"8","GB41294",190,345,161,192,227,201,321,299,219,285,254,333,-0.470563550204457,5.02508556110526,-2.83554035646695,0.0139948148304613,0.999959354965516,-3.95599070716694
"9","GB41428",76410,50246,22541,20814,47020,21468,12132,11100,3338,19541,20783,14772,1.548842172137,11.3946242896843,3.42762470779071,0.00447367971130379,0.999959354965516,-4.30208832341723
"10","GB41601",118,213,73,203,126,146,92,101,91,125,121,131,0.308881103409793,4.02863611989903,2.4679519667487,0.028179092745114,0.999959354965516,-4.17569183662811
"11","GB41792",74,128,32,62,68,68,46,123,58,97,104,176,-0.516518845857591,3.38065931865513,-2.35649161731015,0.0347323175809859,0.999959354965516,-4.28324275634275
"12","GB41834",91,126,50,78,90,76,50,53,65,50,75,87,0.352661728113779,3.25104050735111,2.36579774731587,0.0341337302917934,0.999959354965516,-4.29468001470534
"13","GB42155",124,145,63,139,109,110,109,123,116,127,133,171,-0.254262608715986,3.99230211436215,-2.59946784071715,0.021970732174696,0.999959354965516,-4.13626568659035
"14","GB42264",469,1081,518,543,611,338,1349,761,873,1221,673,897,-0.795016017383658,6.57845567634047,-2.67616638432012,0.0189857936440815,0.999959354965516,-4.10351110816704
"15","GB42275",21,19,17,22,10,16,16,72,33,24,15,46,-0.877264550356762,1.5992308253028,-2.31068188530108,0.0378275026803217,0.999959354965516,-4.43093574409947
"16","GB42855",90,121,46,88,91,78,65,48,60,52,76,60,0.444245474402706,3.22560307724203,2.70205505571591,0.0180704770976061,0.999959354965516,-4.2168521514006
"17","GB42897",14,12,6,16,21,15,25,22,17,13,17,35,-0.669019307775246,1.16478409088051,-2.44215113090467,0.0295813277404693,0.999959354965516,-4.43689270072262
"18","GB42907",77,117,45,33,62,25,56,180,75,165,79,124,-1.04561707300646,3.29879531176104,-2.95478233103981,0.0111281642604764,0.999959354965516,-4.15139273701539
"19","GB43177",16,21,7,21,22,14,7,12,9,8,9,9,0.774552775450431,0.713203199334069,3.70518684070143,0.00262715158255834,0.999959354965516,-4.3436780247808
"20","GB43202",138,212,43,187,130,168,114,193,174,252,196,285,-0.564236950154072,4.41036741258214,-3.36211910352741,0.00507496148207728,0.999959354965516,-3.8344646614343
"21","GB43518",33,3,11,2,5,31,10,47,19,18,19,108,-1.78476279213552,1.05686880681006,-2.3906087967974,0.0325855689368865,0.999959354965516,-4.44951610670517
"22","GB43711",45,119,28,81,50,56,42,101,51,100,124,113,-0.556703946811734,3.19085812183353,-2.44101413425972,0.0296446382997603,0.999959354965516,-4.28299144222145
"23","GB44189",340,823,198,639,389,346,411,618,630,682,476,526,-0.479146421100482,5.97707990580392,-2.64768154642691,0.0200451621588684,0.999959354965516,-4.05863137976993
"24","GB44214",398,558,182,401,333,395,346,634,277,517,616,761,-0.492769701853658,5.80627809842705,-3.08575358222268,0.00864642094636996,0.999959354965516,-3.89181493436792
"25","GB44335",13,17,5,18,11,14,4,7,7,5,11,15,0.624927927567973,0.406524370126323,2.51282569460175,0.025891218266507,0.999959354965516,-4.46389639354536
