"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40047",26,33,17,25,25,23,28,72,23,19,30,43,-0.686046688722274,1.92266675957782,-3.19802413461612,0.00695700966833819,0.999419600517466,-4.2776232604562
"2","GB40109",886,1015,814,751,753,1214,807,1539,1306,737,769,915,-0.405916805903665,6.94829239627456,-2.92369726753494,0.0118057258120174,0.999419600517466,-4.04396450884194
"3","GB40114",101,139,109,141,130,142,39,145,88,33,76,105,0.499077729773071,3.65960520077596,2.87671102998855,0.0129221885194062,0.999419600517466,-4.10554559209772
"4","GB40136",5612,5110,3097,8835,6185,8917,3979,17504,21181,5711,16930,5943,-0.973027433281811,9.9756643332673,-2.59624768370748,0.0220940528919703,0.999419600517466,-4.3384414586133
"5","GB40635",588,400,448,407,546,685,186,660,341,142,188,388,0.606938185322806,5.62543865522272,3.09088992561139,0.00855424444511747,0.999419600517466,-3.86595768425911
"6","GB40695",406,946,2405,436,198,101,1144,3032,1129,410,1692,6392,-2.03430235493471,6.81610529103004,-2.6764999216391,0.0189630272440627,0.999419600517466,-4.1152600832244
"7","GB40839",47,60,50,42,28,78,27,46,21,23,28,32,0.531808609779566,2.32193832458109,2.47851826492905,0.0276107600578908,0.999419600517466,-4.35421769775516
"8","GB40969",336,404,398,612,470,655,193,217,412,148,127,450,0.751263439064262,5.44017740304783,2.5862693800377,0.0225168349039203,0.999419600517466,-4.05192995052232
"9","GB41225",881,980,1081,870,821,1440,422,1181,748,380,693,603,0.409046202946689,6.70723018868628,2.87227526703854,0.0130328231781556,0.999419600517466,-4.03656689033897
"10","GB41739",16,47,39,29,21,33,10,22,21,10,12,17,0.717176887712055,1.48264310690944,2.76643367846917,0.015967470560599,0.999419600517466,-4.37653429404775
"11","GB41904",42,143,81,71,85,72,25,54,48,16,72,35,0.773409324342836,2.84316914214612,2.60443532303067,0.021752903577004,0.999419600517466,-4.28334977224165
"12","GB42004",15,60,37,44,33,20,5,26,12,3,10,27,1.17873670372226,1.31969092456266,2.77214694535975,0.0157936771527257,0.999419600517466,-4.3901221018147
"13","GB42170",134,124,136,149,117,116,180,200,130,119,175,140,-0.499479818473495,4.23113032571635,-2.60925111135688,0.0215546412425825,0.999419600517466,-4.09745193479661
"14","GB42217",2082,942,1423,825,1107,1614,1904,5685,2778,2030,3712,1411,-1.31560957726103,7.91489400309231,-4.37213068232264,0.000747289957136196,0.999419600517466,-3.8354170165188
"15","GB42218",6185,4574,7792,2979,2999,6051,5814,21393,9918,5582,11105,4677,-1.07742840094507,9.71688450706892,-3.39131691830903,0.004792584265165,0.999419600517466,-4.19113962378768
"16","GB42351",1311,1818,1252,857,1700,2090,1647,5277,1757,1133,2774,1114,-0.686454453872488,7.79517241054774,-2.53837857001776,0.0246574927305668,0.999419600517466,-4.22548817426476
"17","GB42460",3,31,79,70,6,17,221,721,625,40,88,13,-3.02927963513283,2.76890144999049,-2.50668643518025,0.0261808924813033,0.999419600517466,-4.33549517961871
"18","GB42593",23,13,24,8,14,16,4,5,19,3,2,12,1.12038341983103,0.385393342380859,2.5160018879835,0.0257239292312886,0.999419600517466,-4.45948654370324
"19","GB42609",31,34,48,29,20,74,40,127,66,18,38,50,-0.714407995706178,2.47431799753697,-2.52834688370105,0.0251301981714615,0.999419600517466,-4.3308536191948
"20","GB42705",94,155,100,129,135,122,109,230,126,69,151,132,-0.355794918610573,4.04756877026346,-2.50566030066471,0.0262317048891458,0.999419600517466,-4.15425416996252
"21","GB42728",345,550,274,299,325,422,264,269,161,72,202,317,0.601886838027533,5.13044083819207,2.80047549127324,0.0149589905798634,0.999419600517466,-3.96622980535303
"22","GB43007",2203,1517,1296,1801,1174,1956,1932,7100,2200,1366,1665,1390,-0.65111115719453,7.94634253196043,-2.57059595147575,0.0231968005476537,0.999419600517466,-4.22663387063304
"23","GB43039",71,86,52,73,81,120,25,65,72,28,36,53,0.595880913461509,2.95356431829704,3.04017475402137,0.00943308682952827,0.999419600517466,-4.17790475114781
"24","GB43512",144,86,77,67,90,96,105,361,110,138,78,167,-0.886883486982999,3.90673571094713,-3.19164376916694,0.0070431759761646,0.999419600517466,-3.97670701469541
"25","GB43519",33,35,35,21,21,61,12,28,16,3,22,24,0.806089588489912,1.55154029493559,2.59850158453409,0.0219996265187029,0.999419600517466,-4.39431703378223
"26","GB43670",31,38,18,16,16,47,22,10,7,7,10,3,1.36432724498475,1.00271547010413,3.20669316353016,0.00684162335583157,0.999419600517466,-4.36397022309221
