"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40009",462,751,353,415,194,745,2149,801,717,544,1228,568,-1.50980772529924,6.37044706367148,-4.05429681155627,0.00135472170980998,0.990677443194346,-3.65290498917414
"2","GB40064",193,183,188,177,162,171,149,332,97,384,180,176,-0.628169701878986,4.64082018553412,-2.66900418515018,0.0192465033038728,0.990677443194346,-4.02128347580121
"3","GB40635",588,660,400,388,546,685,186,341,142,188,448,407,0.562744915158039,5.62543865522272,2.71602894275602,0.0175940895104382,0.990677443194346,-4.00408941983235
"4","GB40837",74,107,59,68,52,139,51,14,14,32,56,50,0.858425832128475,2.72704972755544,2.57136927458637,0.0231741015798013,0.990677443194346,-4.30354234132374
"5","GB40842",78,144,92,77,77,111,44,48,36,71,61,62,0.391758873776552,3.22587628920056,2.66316689372033,0.0194618988978269,0.990677443194346,-4.2223210471156
"6","GB40847",30,54,38,33,28,42,41,50,31,40,52,34,-0.589099649265319,2.37250225566155,-3.57701085768221,0.00335746412185267,0.990677443194346,-4.16429727727115
"7","GB40865",3435,3717,4524,3140,2910,3678,3037,3662,1707,3503,4185,4467,-0.347008773572204,8.81812189567304,-2.47113405986096,0.0280101624004163,0.990677443194346,-4.30001275959083
"8","GB40967",1213,1125,1088,1199,989,3089,1270,3737,1104,1621,2871,1158,-0.858527157809158,7.65676033704514,-2.80287387020972,0.0148994553862774,0.990677443194346,-4.14741796046061
"9","GB41115",36,64,43,40,24,43,23,20,6,17,28,24,0.65561213943488,1.85448000098986,2.92227685209116,0.011846096699966,0.990677443194346,-4.32709668425044
"10","GB41294",190,345,192,227,201,333,321,299,161,219,285,254,-0.52392559940307,5.02508556110526,-3.46078977562287,0.00419703290670106,0.990677443194346,-3.70122347891918
"11","GB41540",10,10,4,63,9,15,50,42,19,135,6,70,-2.00536765185445,1.53694258470534,-2.51703501691771,0.0256855752446827,0.990677443194346,-4.40930971181966
"12","GB42169",906,1118,807,925,623,1034,1209,983,587,826,975,784,-0.45513398174118,6.86680016797843,-2.74763718815015,0.0165621968368661,0.990677443194346,-4.09167319000352
"13","GB42170",134,200,124,140,117,116,180,130,119,175,136,149,-0.546275493632244,4.23113032571635,-3.03238732240101,0.00958292905522589,0.990677443194346,-3.94708404331056
"14","GB42219",10,21,29,11,8,29,14,112,21,93,18,25,-1.49998736098893,1.64537425760523,-2.74873327546406,0.016527497595925,0.990677443194346,-4.36789542819495
"15","GB42264",469,1081,543,611,338,897,1349,761,518,873,1221,673,-0.977052343000953,6.57845567634047,-3.9596038031813,0.00161968862777618,0.990677443194346,-3.70484265982927
"16","GB42317",87,184,137,99,77,91,30,64,28,60,82,76,0.552018380441011,3.32088755008223,2.66168545315683,0.0195169366300985,0.990677443194346,-4.21244427681939
"17","GB42401",478,568,479,472,373,648,344,309,199,215,363,282,0.367227760957385,5.62446147185117,2.46837554657116,0.028156132720844,0.990677443194346,-4.0941756029282
"18","GB42460",3,721,31,13,6,17,221,625,40,88,79,70,-2.75359106719244,2.76890144999049,-2.73746009424791,0.0168878021652886,0.990677443194346,-4.28519382796577
"19","GB42660",99,222,96,72,91,129,49,72,46,50,59,69,0.523319855367132,3.39852942907108,2.68607205139655,0.0186299493362644,0.990677443194346,-4.1949875145689
"20","GB42907",77,117,33,62,25,124,56,180,45,75,165,79,-0.959018803067785,3.29879531176104,-2.59708772160762,0.0220698734183303,0.990677443194346,-4.22674820580086
"21","GB42930",100,135,127,106,100,116,52,74,42,73,86,85,0.288348258129865,3.53293813302431,2.58402767985917,0.0226240772881071,0.990677443194346,-4.20130942740654
"22","GB43114",131,261,196,154,149,171,89,139,43,108,124,114,0.342350371525926,4.10332804523674,2.4969063178274,0.0266811177069906,0.990677443194346,-4.1538813379011
