"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40015",33,31,46,15,22,61,133,71,82,41,64,60,-0.882394466712591,2.87910218604839,-4.5165563864087,0.000522557699726599,0.501060046338547,-1.25104330481554
"2","GB40074",231,204,273,139,108,132,165,98,133,126,129,71,0.83189651096522,4.45508057321098,3.57537272326673,0.00318595785094039,0.501060046338547,-1.79050866170942
"3","GB40089",501,409,210,146,198,252,182,87,178,131,187,142,1.11481578364034,4.92056137388192,4.41440595240338,0.000633299556758053,0.501060046338547,-0.625955897268036
"4","GB40090",22,25,25,8,24,22,18,8,15,14,14,5,1.0193185447355,1.26194588973576,3.28729444701146,0.00560175110851414,0.501060046338547,-2.92340177803335
"5","GB40888",255,127,176,89,154,205,361,238,356,153,301,239,-0.48031088254004,4.98790767591896,-3.37277307148394,0.00473716738306131,0.501060046338547,-2.02746017329238
"6","GB40938",65,61,66,36,52,88,143,90,134,62,108,115,-0.565347210636423,3.61702585771232,-3.76519417959357,0.00220039238817698,0.501060046338547,-1.74540422646307
"7","GB40973",412,379,227,48,236,201,17,28,23,98,100,105,2.57790559438616,3.95193782787681,4.15491257922118,0.00103710551544573,0.501060046338547,-1.27526121581557
"8","GB40996",100,82,55,21,67,71,63,49,26,30,17,28,1.16757302042059,2.7833107149247,3.36680386081994,0.00479293518943983,0.501060046338547,-2.43728358594254
"9","GB41302",215,67,118,84,56,144,336,272,503,112,179,244,-0.994969929083124,4.62457807810105,-3.73054429036865,0.0023538431355277,0.501060046338547,-1.58696605185978
"10","GB41304",190,169,185,96,109,221,379,363,476,143,280,229,-0.65274752035491,5.03898335544339,-3.98051588564236,0.00144996548249395,0.501060046338547,-1.18752849884991
"11","GB41445",27,9,19,7,15,40,54,33,53,21,36,42,-0.882394250291222,1.98358017456407,-3.33655056683814,0.00508588015713169,0.501060046338547,-2.69156614358214
"12","GB41898",152,128,72,40,101,84,79,25,56,66,60,41,1.03984685182029,3.39042098170895,3.29347104248571,0.00553429049979334,0.501060046338547,-2.36897871912583
"13","GB42062",606,478,357,227,220,308,446,145,287,199,284,180,0.782088361660436,5.4701110240871,3.72967366563603,0.00235783578075297,0.501060046338547,-1.51138068014507
"14","GB42112",189,135,168,104,119,205,309,198,294,138,243,207,-0.340035050304444,4.82246213730886,-3.23635721507092,0.00619041047359736,0.501060046338547,-2.22660450709211
