"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47029",682,761,520,763,676,651,382,670,544,196,149,230,1.03564110160872,6.14762620489379,4.89684982486975,0.000261165900680305,0.847483347707589,-3.63562534273784
"2","GB47690",105,133,44,111,136,123,22,61,123,17,19,35,1.37406492118657,3.22773625008784,5.01945013161848,0.000209002762969037,0.847483347707589,-3.95690592548164
"3","GB49509",2808,126,75,491,1036,1091,18,14,8,18,2,41,5.14914303225491,3.62292199221763,5.09622422030231,0.000181965792694944,0.847483347707589,-4.11714256839682
"4","GB40094",117,170,60,75,95,161,80,105,103,42,34,23,0.802354375760051,3.57202952437798,2.82936627021527,0.0137709593270925,0.983778425632105,-4.22488948850612
"5","GB40119",292,359,191,341,326,235,180,397,255,134,133,176,0.428411062809596,5.1932707308749,2.7681627468133,0.0155090950863846,0.983778425632105,-4.07710301520058
"6","GB40218",1180,754,578,1842,1021,614,183,809,717,114,208,154,1.70350657584593,6.26799734015071,4.64190984361198,0.000417611321117982,0.983778425632105,-3.73795657332644
"7","GB40287",647,412,344,612,451,485,228,728,419,179,278,292,0.522302476770045,5.91674720275835,2.78207664784374,0.0150959991168317,0.983778425632105,-4.09269609867522
"8","GB40493",159,27,61,127,91,115,32,56,71,9,18,13,1.49657079413128,2.85865755261237,3.16649306605402,0.00712934868732562,0.983778425632105,-4.25966869962554
"9","GB40548",28,9,15,17,26,39,9,13,18,2,2,7,1.40585968445769,0.887094017750196,3.43393258797949,0.00422352781160777,0.983778425632105,-4.39538042322356
"10","GB40617",48,32,22,33,57,36,29,24,46,6,13,14,0.845330837765232,2.02095603837894,2.89622373551024,0.0120904469746538,0.983778425632105,-4.36791091858332
"11","GB40683",498,257,315,484,412,315,166,471,493,99,78,161,0.825351381902538,5.36180193216806,2.80113484423673,0.0145476060891452,0.983778425632105,-4.07711067353657
"12","GB41010",22,18,8,8,27,30,6,19,7,9,9,4,0.961507501048468,0.902746395432569,2.72794344575538,0.0167663057240864,0.983778425632105,-4.4508868533955
"13","GB41071",70,75,55,34,89,106,47,59,48,17,33,45,0.685953416512965,2.99610748853936,2.7644096492717,0.0156224029864361,0.983778425632105,-4.30197889769089
"14","GB41684",130,117,52,87,138,145,77,119,104,35,54,81,0.443321313120101,3.76713516784517,3.01211472028776,0.0096430578434422,0.983778425632105,-4.15469549591353
"15","GB41732",776,839,429,820,529,367,313,902,436,231,279,179,0.768238542338005,6.11222168871064,2.76497667876083,0.0156052323172966,0.983778425632105,-4.11666123308891
"16","GB41912",226,2018,180,3754,505,418,64,551,365,72,71,134,1.94968221601753,5.5494063345247,2.88442785809506,0.01237153380172,0.983778425632105,-4.10847179269201
"17","GB42275",21,72,17,33,38,30,16,19,35,6,6,10,1.13839867046881,1.66316043632221,3.21416584607984,0.00649395885147989,0.983778425632105,-4.36152863860645
"18","GB42385",3222,9267,1873,9907,5231,4802,1495,6527,3254,938,975,2109,1.24521318345233,8.91502434849504,3.47409896620039,0.00390453822837666,0.983778425632105,-4.23858933649167
"19","GB42580",231,558,148,220,275,265,169,368,209,76,82,97,0.737328046332023,4.89136137039989,2.90774392819667,0.0118220030003123,0.983778425632105,-4.05528075547692
"20","GB42678",36,35,24,23,38,34,12,26,31,17,15,13,0.682987883221411,1.89647664647387,3.11517062146737,0.00788280753045804,0.983778425632105,-4.35085539572259
"21","GB42797",210,427,86,199,212,290,45,222,96,109,78,80,1.11963474354316,4.45253303831324,3.83175459947791,0.00194636644239769,0.983778425632105,-3.87603469828974
"22","GB43214",350,482,213,294,311,415,183,449,303,109,103,136,0.73861309954113,5.25951477339564,4.06504628962053,0.00124152513819914,0.983778425632105,-3.72578665224649
"23","GB43689",459,3131,260,11956,744,488,134,521,943,129,121,230,2.00988536956987,6.3296476928964,2.72759816386595,0.0167775183229386,0.983778425632105,-4.17852530752633
"24","GB43690",5186,25807,3938,28344,4529,5413,1328,8906,13673,660,612,476,2.29901281978115,9.22679088870582,2.91715501822048,0.0116070709753567,0.983778425632105,-4.33931829438697
"25","GB43713",14040,20611,7337,22516,9359,7274,3844,14946,14318,2048,2509,1762,1.4483477382533,10.1478197135179,3.18512979684653,0.00687388661197573,0.983778425632105,-4.35129173957801
"26","GB44073",311,350,121,338,495,297,64,529,304,56,87,40,1.16126288172824,4.82008651939616,2.85869173151111,0.0130073138686508,0.983778425632105,-4.09487288524479
"27","GB44074",903,772,331,844,817,687,237,1223,668,191,203,110,1.10479127506721,6.15544586366096,3.11123779035825,0.00794371324314492,0.983778425632105,-4.0330355551395
"28","GB44223",277,1225,180,1019,237,493,180,291,378,104,127,131,1.17850432706412,5.44814941097424,2.87007619981833,0.0127222060344829,0.983778425632105,-4.06853399346873
"29","GB44224",21,31,14,31,31,35,21,17,25,9,10,6,0.875426803780852,1.55171711637656,3.0327398053606,0.00926205216433542,0.983778425632105,-4.38579501080483
"30","GB44457",748,836,435,1146,779,712,351,1168,858,255,316,296,0.674191686289349,6.48862690636548,3.0081796970222,0.00971749333637634,0.983778425632105,-4.0848673597341
"31","GB44710",338,2297,355,1453,698,376,215,1064,240,74,81,142,1.73203809894392,5.80656098211232,3.28504025143645,0.0056524056753371,0.983778425632105,-3.99354808890705
"32","GB44711",11,18,10,16,17,13,11,19,8,4,3,2,0.978402505161692,0.577970617182594,2.71907405746997,0.0170566591132716,0.983778425632105,-4.46381582400026
"33","GB44744",105,115,52,90,121,121,51,80,149,36,39,39,0.649721110196859,3.53012373045974,3.1456893983598,0.00742570872460533,0.983778425632105,-4.16420718644793
"34","GB44772",287,365,151,274,358,424,151,327,397,74,122,153,0.629697846274686,5.13148204501036,3.28669709082055,0.00563409694546018,0.983778425632105,-3.92903260189053
"35","GB44824",281,856,182,288,365,584,276,208,221,137,143,187,0.875893597513483,5.3649605135391,3.0938824793243,0.0082181240659667,0.983778425632105,-3.98974967045905
