"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40063",237,132,249,113,239,144,134,167,157,154,82,167,0.474743421812958,4.60670745466841,3.44167424423958,0.00418722548891654,0.551388099414496,-2.28215486404907
"2","GB40075",48,28,63,34,67,72,53,269,126,89,49,88,-0.870560853667555,3.40435263724545,-3.28528843593127,0.00568257477885484,0.551388099414496,-2.77899007830801
"3","GB40102",186,99,239,113,203,164,127,164,120,139,85,181,0.415398813379309,4.49516805267208,3.2113588292274,0.00656570675464488,0.551388099414496,-2.55932156406031
"4","GB40265",92,47,102,56,56,69,89,227,127,124,59,104,-0.637235809889073,3.75801682760628,-3.36201293263779,0.00489166400083866,0.551388099414496,-2.59245218239038
"5","GB40398",145,84,146,83,185,122,93,133,118,83,58,132,0.432382942283113,4.09354128603285,3.30643332719982,0.00545260391061054,0.551388099414496,-2.54282007395769
"6","GB40695",406,410,121,289,1027,218,1144,3032,1129,1692,333,2461,-1.78671191390815,6.67943137158822,-3.36668455716202,0.00484724228459305,0.551388099414496,-2.53931034932712
"7","GB41246",21,9,14,12,21,28,18,83,40,33,18,41,-0.96468474253422,1.89207407158656,-3.47880155892478,0.00389473696605612,0.551388099414496,-3.11163555038123
"8","GB41649",58,23,52,63,65,84,50,284,124,141,72,160,-1.08755989434797,3.6391496899431,-3.64483405562909,0.00281918110910427,0.551388099414496,-2.38263972494094
"9","GB41694",38,15,35,22,45,43,47,105,65,39,31,75,-0.7332311077921,2.69527328343699,-3.84283095402589,0.0019212193807501,0.551388099414496,-2.57997110324324
"10","GB42011",103,46,110,53,106,59,63,65,58,46,40,55,0.651896388603204,3.30362956457268,3.85015358053662,0.00189425695343543,0.551388099414496,-2.31439094299764
"11","GB42449",60,39,63,28,53,35,35,19,24,25,25,35,0.929345490854739,2.43050039724391,3.31695589007373,0.00534166204558535,0.551388099414496,-3.04841309344218
"12","GB42460",3,40,32,274,4,21,221,721,625,88,80,106,-3.37860313858623,3.3883880347882,-3.51426339998918,0.00363462133893697,0.551388099414496,-2.73888388976553
"13","GB42698",450,254,525,310,599,421,276,369,265,225,239,426,0.611346851033312,5.74220191521881,4.07807343411517,0.00122264335705065,0.551388099414496,-1.54252511159031
"14","GB42755",299,166,346,204,336,265,181,193,145,183,188,261,0.617556960518757,5.10376831737195,3.24705113228889,0.00612339790583717,0.551388099414496,-2.45737980422993
"15","GB42798",371,191,736,348,332,152,575,2134,1022,1080,269,1200,-1.29392365602325,6.33427089133006,-3.88244543794953,0.00177988116981085,0.551388099414496,-1.92135167028555
"16","GB42891",29,19,22,11,12,7,37,215,83,72,13,40,-1.8358987851055,2.17158631098489,-3.72930007510715,0.00239301562888746,0.551388099414496,-2.89116580222495
"17","GB43096",12,2,7,7,12,12,10,34,21,14,17,33,-1.19078889170439,0.977821056743379,-3.66138783545613,0.00272998286506111,0.551388099414496,-3.29730044610374
"18","GB43145",79,58,90,52,73,70,89,233,192,100,40,150,-0.705888282110055,3.79891735741119,-3.23113179554835,0.00631686919400283,0.551388099414496,-2.71006182872404
"19","GB43165",214,128,213,124,207,157,140,175,127,110,100,136,0.532402641088903,4.52055512338173,3.92094227003926,0.00165268549393589,0.551388099414496,-1.78295476615477
"20","GB43407",30,6,21,8,16,14,24,71,67,36,12,27,-1.11883280755081,1.76665266624741,-3.45614403828383,0.00407068693658572,0.551388099414496,-3.16988458014841
"21","GB43802",6,7,12,8,3,10,16,46,25,19,13,11,-1.32200119932193,0.920355552319532,-3.25668428911334,0.00600921483610522,0.551388099414496,-3.50796336114804
