"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40525",4,11,7,6,12,10,2,11,14,14,18,26,-0.728789672715619,0.354265019882727,-2.55783909816081,0.0233710868195088,0.999821196446759,-4.48427998615211
"2","GB40608",1184,1001,1532,2065,950,763,216,466,83,1513,815,1022,1.28177022340935,6.57475887347936,2.26721345355525,0.0404978572694999,0.999821196446759,-4.36701314907665
"3","GB40609",13,9,25,29,41,38,4,3,1,40,17,20,1.22409341238655,0.8336666934208,2.21614642837029,0.0445364925491265,0.999821196446759,-4.49955681407011
"4","GB40626",651,890,733,604,4347,763,2767,760,1628,3145,1233,3107,-1.25948663592789,7.42881811448573,-2.33556889448888,0.0356308348806564,0.999821196446759,-4.38395238746823
"5","GB41228",106,327,276,135,262,551,49,342,97,128,57,44,1.44605714348435,4.23546622938037,2.67392252110719,0.0187018634144108,0.999821196446759,-4.25767188209226
"6","GB41292",76,261,178,202,329,215,44,114,101,165,248,202,0.430455337175174,4.32754135255221,2.75745979793738,0.0159168758064039,0.999821196446759,-4.21989115838159
"7","GB41311",1697,1669,1416,981,6269,1512,284,693,775,1766,2230,1204,0.831498024425543,7.39722010064224,2.58774831383804,0.0220700784735378,0.999821196446759,-4.33956334465207
"8","GB41326",35,113,172,26,148,129,21,37,25,80,48,60,0.934722080443311,2.91319677163801,2.28183047112627,0.039407023510782,0.999821196446759,-4.41067845213432
"9","GB41699",3,7,19,29,19,7,4,9,10,38,42,34,-0.836370243682994,0.840401580419587,-1.95341802753047,0.071947327830233,0.999821196446759,-4.52246861755562
"10","GB41818",63,186,119,150,229,179,42,88,89,130,165,123,0.417804268182291,3.92662748007084,2.74445618637746,0.0163221055528824,0.999821196446759,-4.24867552496118
"11","GB42071",62,106,83,77,147,162,43,91,115,149,184,149,-0.310064775997366,3.75920215651711,-1.93171084654123,0.074795696238784,0.999821196446759,-4.42980275026749
"12","GB42310",2705,3408,1515,1438,5722,5749,21,186,4445,628,1111,5325,2.23262643566346,7.45497762862009,2.10743420486408,0.0544240732729258,0.999821196446759,-4.42891712831592
"13","GB42319",26,125,158,136,409,169,72,127,119,375,500,329,-0.713841738624323,4.37982867699684,-2.30686941226641,0.0376026825061173,0.999821196446759,-4.32484781703178
"14","GB42539",7,29,12,13,21,11,10,13,26,42,22,24,-0.671707791338093,1.16204556642953,-1.9407843223313,0.0735928329939313,0.999821196446759,-4.51703449888706
"15","GB42768",41,24,29,59,72,53,1,20,9,33,59,38,0.985358503805343,1.79350709759917,2.28872393494258,0.0389022675671917,0.999821196446759,-4.46358454539758
"16","GB43208",1315,2449,2921,2873,4122,3417,514,1195,2319,1961,3633,3605,0.426577824942203,8.14792001346797,2.03397926407247,0.0622215057738525,0.999821196446759,-4.45632223833733
"17","GB43293",38,195,195,51,1057,271,206,131,209,721,423,891,-1.08733352430774,4.93190321813022,-1.96033514077852,0.0710606743255264,0.999821196446759,-4.40044797255496
"18","GB43670",14,25,18,37,62,78,8,23,8,8,31,8,1.335889074623,1.37718058836293,3.15776295200776,0.00730577861384216,0.999821196446759,-4.39464762446146
"19","GB43672",0,14,9,0,51,0,0,22,23,13,12,121,-2.40661000946096,-0.285185777274642,-2.03428810219862,0.0621866653403235,0.999821196446759,-4.52817412398857
"20","GB43722",6,14,12,26,33,19,8,12,27,29,40,58,-0.71899795252762,1.3585490647254,-2.4833650349286,0.0269401492010394,0.999821196446759,-4.45844700944199
"21","GB43738",754,1255,978,1171,1073,537,231,304,414,753,1227,1304,0.607657953297315,6.5420192441085,1.97297174905448,0.069466599373191,0.999821196446759,-4.42309413285946
"22","GB43988",3,14,7,4,19,4,6,12,8,26,14,21,-1.00318556166352,0.338063931791519,-2.57058586900678,0.0228078018829945,0.999821196446759,-4.48400446863914
"23","GB44093",57,111,86,69,171,180,22,110,37,99,78,109,0.510892449099028,3.39565410941141,1.91263520152639,0.0773830278022679,0.999821196446759,-4.44917926093231
"24","GB44121",366,529,557,429,1833,601,487,403,682,1191,1004,1428,-0.576967226162411,6.46626220524505,-2.0205643643636,0.0637523167198163,0.999821196446759,-4.40905596794197
"25","GB44482",580,748,723,869,2199,1056,1561,667,1052,1796,1318,2255,-0.822221115455337,7.15842788859511,-2.13533113126385,0.0517079708416109,0.999821196446759,-4.40980565575246
"26","GB44485",68,141,121,106,353,144,73,101,140,240,241,398,-0.470158008942334,4.28514258243096,-2.0148823572463,0.0644110900316533,0.999821196446759,-4.39339769656938
"27","GB44509",14,34,25,29,24,21,14,22,27,60,44,39,-0.566187955351823,1.81729026307125,-2.07364490147801,0.0578911640610645,0.999821196446759,-4.48565040351555
"28","GB44663",25,95,88,27,187,48,63,56,117,91,232,119,-0.792174522614442,3.33565639188304,-2.13044183271576,0.0521746975923034,0.999821196446759,-4.41324776808606
"29","GB44713",19,23,21,42,38,28,8,20,12,18,27,26,0.498581692600497,1.49985761491649,1.94589677673354,0.0729228628980135,0.999821196446759,-4.50870920183308
"30","GB44841",201,340,522,698,474,527,61,205,231,457,791,198,0.641497644100968,5.37263764547206,2.18415299591772,0.047256357768303,0.999821196446759,-4.34616457689441
"31","GB44963",52,63,91,103,137,118,26,73,71,74,82,66,0.420328070577645,3.25397907144314,2.00950421975973,0.0650403902681771,0.999821196446759,-4.43740142638688
"32","GB45139",8,61,23,25,154,35,32,32,38,107,104,152,-0.970227012316645,2.59277539682657,-2.35966361144681,0.0340515549733511,0.999821196446759,-4.41652098934693
"33","GB45265",261,1835,1071,317,5484,773,602,1350,1729,2209,1378,3475,-0.998643372073571,7.28100383870107,-1.99098650085886,0.0672505877348672,0.999821196446759,-4.4401592049324
"34","GB45494",16,23,24,46,59,37,7,5,20,21,29,27,0.84735456856968,1.50883277582619,2.81553120655671,0.0142241853134683,0.999821196446759,-4.41926268226553
"35","GB45615",212,436,702,387,350,852,127,535,231,329,125,58,1.20950196973667,5.1899801212214,2.05007426601362,0.060429569860561,0.999821196446759,-4.38068988806776
"36","GB45715",7,9,10,11,23,41,1,5,5,12,18,13,0.791149725553605,0.377309338322831,2.23837679279018,0.042733916574421,0.999821196446759,-4.50791840555011
"37","GB45748",0,17,16,7,85,106,4,79,22,163,88,151,-1.88083320545171,1.80725673104439,-2.23009547555156,0.0433972464715986,0.999821196446759,-4.47132577680418
"38","GB45810",15,112,49,29,271,51,51,73,96,151,90,285,-0.914101926824384,3.32047052455319,-1.97667780945588,0.0690053275071942,0.999821196446759,-4.44289478792751
"39","GB45906",562,2849,665,1131,4015,1562,1136,1001,3067,5389,5025,1233,-0.885796004118118,7.81596595254867,-2.00261945425916,0.0658542228340349,0.999821196446759,-4.4528641077484
"40","GB46057",20,37,98,41,36,11,22,62,32,194,138,134,-1.47718091352604,2.66508733515543,-3.06774895183761,0.00870854731936387,0.999821196446759,-4.3137663000583
"41","GB46145",762,2024,1537,853,7759,1468,2268,1229,2429,4346,1991,4799,-0.890573741117292,8.05588081587022,-1.96360020961812,0.0706456242994167,0.999821196446759,-4.46501160873028
"42","GB46148",3,4,26,9,24,18,5,12,12,16,55,26,-0.759569619850727,0.792210752759,-1.89443392829686,0.0799271947740271,0.999821196446759,-4.528324763358
"43","GB46151",13,12,13,24,65,27,11,21,27,35,40,68,-0.591188614244067,1.69310857302593,-1.91467089726771,0.0771030932828317,0.999821196446759,-4.50710295307745
"44","GB46186",7,22,13,21,36,19,3,7,21,12,10,16,0.698309615245278,0.807630352018735,2.15791345498747,0.0496023445781147,0.999821196446759,-4.50488461726334
"45","GB46320",12,23,35,47,123,58,19,25,21,27,32,28,0.637163152249384,2.01440442250903,1.91593789386972,0.0769293291376544,0.999821196446759,-4.49844171790995
"46","GB46342",4,12,4,6,67,18,9,21,20,26,24,44,-1.01635617533891,1.01965719744062,-2.23571903413292,0.042945755323915,0.999821196446759,-4.49359729268495
"47","GB47055",79,88,203,162,348,614,23,128,100,101,193,99,0.907039775512923,4.08556102692607,2.54845865772132,0.0237941692069798,0.999821196446759,-4.28621782036186
"48","GB47073",15,12,26,34,41,38,7,6,19,17,28,24,0.607717312942096,1.33010852373168,1.96315711927701,0.0707018190715519,0.999821196446759,-4.5109086968613
"49","GB47075",39,111,92,69,277,143,98,96,95,177,208,246,-0.536970681402176,3.94704815596865,-2.12597306436678,0.0526047088574138,0.999821196446759,-4.38220270935814
"50","GB47126",11,12,25,10,13,72,0,2,9,12,6,2,2.12978051898829,0.0682000506077631,3.47255870182198,0.00395284525554815,0.999821196446759,-4.42278764104776
"51","GB47161",9,19,14,12,26,17,3,8,11,14,20,10,0.469490236102263,0.694497002000359,1.97757781667244,0.0688937324397529,0.999821196446759,-4.52260213902644
"52","GB47302",59,126,113,126,153,220,41,77,96,116,135,79,0.435466100681804,3.72102379995796,2.08637530959584,0.0565615580005664,0.999821196446759,-4.39988177842622
"53","GB47536",1,10,134,10,45,20,32,17,46,55,159,135,-1.83712401297527,1.96721308413342,-2.77368885773954,0.0154249145827634,0.999821196446759,-4.40276613094563
"54","GB47687",51,99,98,99,142,112,28,69,60,98,115,92,0.289050281642599,3.40347008557885,2.05830065865683,0.0595321860103702,0.999821196446759,-4.4209889575778
"55","GB48228",14589,28646,43842,18722,27900,72773,6664,23416,15383,19363,5018,2793,1.37797729894536,11.0578583397105,2.09551584952729,0.0556244018652322,0.999821196446759,-4.50584814479617
"56","GB48511",10,48,124,24,50,28,3,11,17,23,32,10,1.25981980981223,1.4919067511674,2.6994498790015,0.0178039221923847,0.999821196446759,-4.43233857774901
"57","GB48847",74,207,124,217,264,186,100,153,154,297,263,316,-0.390043136246319,4.53296708824857,-2.05557473757351,0.0598281733793866,0.999821196446759,-4.37715616819787
