"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40087",5,4,7,9,8,5,8,15,41,15,45,36,-1.35914901876329,0.651245564572309,-4.1120010431536,0.00119114752967995,0.106900697103539,-0.930200376911777
"2","GB40129",17,13,16,16,30,43,10,55,87,87,102,103,-1.16303647011305,2.18534380453616,-4.16396537546423,0.0010800082643025,0.106900697103539,-0.654605152467651
"3","GB40655",194,313,307,262,277,402,69,352,319,316,356,311,0.588530493943942,5.11234313067161,4.18879781636985,0.00103071794514409,0.106900697103539,-0.559222143160235
"4","GB40877",538,1048,1144,902,882,980,267,866,944,873,860,790,0.736685644049713,6.67296360548939,4.83188341723336,0.000314871126205832,0.106900697103539,0.519905742406866
"5","GB40983",343,450,510,368,572,476,145,502,379,419,566,329,0.758275226366803,5.68183919421299,4.25585779343199,0.000908845381444448,0.106900697103539,-0.437130514197218
"6","GB40999",14,38,17,45,54,48,38,69,150,125,204,203,-1.35072942078105,2.95675322622214,-4.17648608884621,0.00105485981039468,0.106900697103539,-0.584492857382193
"7","GB41137",130,147,246,148,196,163,72,164,188,155,185,150,0.696762401946795,4.32742294330692,4.23042949783886,0.000953210663912148,0.106900697103539,-0.481894328865926
"8","GB41159",789,1287,1576,939,1093,1282,332,1221,1140,1098,1213,998,0.70876202264636,7.03210422190409,4.35686696606688,0.000752595198902389,0.106900697103539,-0.265001491504953
"9","GB41246",13,8,10,5,35,23,16,34,103,47,106,79,-1.59843439424529,1.77313771390733,-4.12194768807826,0.00116899949286495,0.106900697103539,-0.768278903548155
"10","GB41488",99,114,144,109,104,153,25,113,157,135,152,111,0.631812833201598,3.81202123691385,4.25173476469665,0.000915891875751376,0.106900697103539,-0.438316670363891
"11","GB41510",209,237,273,224,261,257,72,281,300,245,258,254,0.614442643063758,4.87135507997327,4.33620621997014,0.000782132779716257,0.106900697103539,-0.303246898681182
"12","GB41525",206,390,487,357,404,479,90,414,513,462,484,371,0.551924279522252,5.51676303308045,4.59253421891445,0.000486790685933932,0.106900697103539,0.137491011594851
"13","GB41658",6,21,35,16,52,22,14,62,168,78,117,135,-1.41507701901833,2.3679970514069,-4.33405795431399,0.000785271914844637,0.106900697103539,-0.376548189543783
"14","GB41690",172,327,491,262,383,331,84,391,371,311,366,248,0.671104644863328,5.20359685873587,4.20946943765679,0.000991453584930093,0.106900697103539,-0.522533169139099
"15","GB41881",108,209,240,163,213,183,77,185,203,142,213,162,0.715285830988999,4.427165052002,4.38788611827085,0.000710392780714132,0.106900697103539,-0.211443737695112
"16","GB42195",219,351,453,356,486,385,121,388,378,378,441,390,0.609022681377474,5.46006268262087,4.81207514212006,0.000326342104985584,0.106900697103539,0.505510531096604
"17","GB42488",159,262,286,184,236,314,84,253,192,230,225,231,0.767264384650521,4.76144513254714,4.26576904751499,0.000892133973016562,0.106900697103539,-0.42511852646012
"18","GB42489",212,273,370,358,391,401,207,683,1164,629,839,978,-0.590552555692817,5.89737503036387,-4.47010994270506,0.0006099445013288,0.106900697103539,-0.0686936372819922
"19","GB42603",18,21,27,36,34,45,17,78,170,65,121,106,-1.00259498855858,2.59742181694509,-4.35418281522704,0.000756366626238423,0.106900697103539,-0.319071352992479
"20","GB43505",63,126,135,100,129,186,31,137,119,117,121,114,0.742310482422386,3.77517086445834,4.67516591957517,0.000418477156536285,0.106900697103539,0.270780750846593
"21","GB43844",102,122,186,122,104,137,43,129,126,110,152,100,0.761458003751446,3.87134693940896,4.1758233076236,0.0010561758246159,0.106900697103539,-0.568713633667563
"22","GB44041",2,4,9,8,27,4,5,35,116,32,76,73,-2.20535174111869,1.09555704522858,-4.60833800268653,0.000472883903868175,0.106900697103539,-0.187148065575352
"23","GB44584",81,89,108,107,119,122,107,203,350,240,334,328,-0.768071557811789,4.34341748054262,-4.80242351174733,0.000332087878486736,0.106900697103539,0.484896917804985
"24","GB44594",62,109,133,111,153,128,54,210,392,273,355,272,-0.560957306525453,4.3372395706277,-4.44653270268376,0.000637149024998805,0.106900697103539,-0.108545385931617
"25","GB44781",167,302,386,266,214,345,99,274,308,220,297,185,0.801904827931388,4.95141115787912,4.2201013216232,0.00097186160820062,0.106900697103539,-0.504986461138639
"26","GB44899",76,182,216,232,399,373,422,436,925,920,1064,829,-1.33091488076982,5.66132475897713,-4.35578952693381,0.000754106743031477,0.106900697103539,-0.262912973744996
"27","GB44937",212,341,335,322,264,263,108,220,191,248,205,137,1.20900910904806,4.85377522971323,5.02908737772564,0.000221117515980047,0.106900697103539,0.86408494287448
"28","GB45210",156,143,209,184,173,280,34,186,143,128,106,111,1.26835034536774,4.16974323275024,6.07244262317045,3.72092159086763e-05,0.106900697103539,2.4514910049295
"29","GB45217",18,21,35,35,43,46,24,74,155,123,163,102,-1.11258208421748,2.78569345424933,-5.84080575590911,5.45528564807065e-05,0.106900697103539,1.88029575067074
"30","GB45433",458,608,827,569,680,818,175,772,735,532,725,611,0.703079618038602,6.23547420359556,5.03383955697417,0.000219255883024637,0.106900697103539,0.857323436557181
"31","GB45504",333,607,726,588,581,626,168,532,669,672,621,547,0.628447174831402,6.06950580426226,4.84931742731571,0.000305121847411846,0.106900697103539,0.562287566611466
"32","GB45506",104,87,104,70,105,107,40,89,69,85,66,64,1.02423937379898,3.35975877656424,4.10421855126455,0.0012087768790542,0.106900697103539,-0.688268455176162
"33","GB46121",242,476,660,419,529,439,130,476,536,494,474,348,0.673876105382348,5.70153861750754,4.39183476165121,0.000705198595514535,0.106900697103539,-0.203133597714766
"34","GB46272",140,307,351,276,300,262,79,260,358,302,333,267,0.566908863916222,5.01331041227649,4.38805183203198,0.000710174002987465,0.106900697103539,-0.213622008720428
"35","GB46282",50,91,78,90,155,138,81,177,389,314,316,374,-0.911004399126236,4.27966142317002,-4.51806058278285,0.000558258233893681,0.106900697103539,0.0118575938083021
"36","GB46313",91,135,160,118,120,134,46,132,86,96,110,115,0.932999928485091,3.78904008617622,4.55659622608352,0.000520014417202283,0.106900697103539,0.0748541165842003
"37","GB46420",475,675,862,580,816,824,199,899,779,689,782,697,0.597104489225337,6.37914394635205,4.28196369880417,0.000865506028710542,0.106900697103539,-0.386884030502777
"38","GB46487",47,70,88,74,110,87,35,140,291,227,249,232,-0.689828460532139,3.84799077960351,-4.32144614770152,0.000803964700313338,0.106900697103539,-0.320015801159036
"39","GB46760",135,306,422,223,327,264,68,247,203,175,250,213,1.03505935152412,4.79724645122075,5.84148457984154,5.44911268127768e-05,0.106900697103539,2.13942066040972
"40","GB46970",65,80,107,96,99,105,27,101,118,98,126,91,0.536361024172694,3.49452176510016,4.41101366938224,0.000680522039010527,0.106900697103539,-0.17275269331616
"41","GB47083",34,55,59,73,121,111,72,168,302,193,365,385,-1.16267134188683,3.97135966113066,-4.91340409199585,0.000271899047606057,0.106900697103539,0.650508743363355
"42","GB47098",85,183,170,172,264,195,77,383,797,560,773,793,-0.951548512488337,5.14262864914649,-4.38758234545717,0.000710794006696414,0.106900697103539,-0.210099968237404
"43","GB47337",324,638,500,518,549,818,132,510,378,471,405,349,1.07463440862659,5.78698396556292,5.54934268180995,8.92312567616413e-05,0.106900697103539,1.67797594037657
