"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40119",189,84,266,553,328,473,219,144,245,278,304,458,0.520195023356504,5.07540752153129,2.44080217097758,0.0291757609893667,0.999921604372794,-4.26898644064652
"2","GB40362",11,9,41,39,48,52,42,35,52,87,72,76,-0.544926931476698,2.36181026001041,-2.56240564851492,0.023137386652065,0.999921604372794,-4.39985474653713
"3","GB40400",19,7,60,63,88,155,80,67,130,171,151,218,-0.89869747621064,3.26132893691762,-3.02518275480325,0.0094430278673635,0.999921604372794,-4.2638198098911
"4","GB40636",1,0,10,3,12,12,10,50,17,11,30,9,-1.59078413921978,0.114145787337051,-2.56685152553167,0.0229411946324993,0.999921604372794,-4.48563377232863
"5","GB40917",18,12,29,35,46,65,18,20,27,29,33,52,0.543500058931848,1.90708232263098,2.71668743100959,0.0171951421625515,0.999921604372794,-4.40575762332432
"6","GB40969",88,79,446,263,569,322,426,399,490,355,1311,776,-0.783490352642155,5.52290398369003,-2.85960625347958,0.013035742470731,0.999921604372794,-4.18817108501335
"7","GB41073",88,49,382,402,569,502,378,272,626,826,671,1005,-0.739375666768022,5.57268858049289,-2.48015056436469,0.0270728725289196,0.999921604372794,-4.27771618896468
"8","GB41222",14,5,54,74,238,162,97,264,378,98,521,314,-1.54357774005353,3.76053045841906,-2.84296071680584,0.0134640905470644,0.999921604372794,-4.27192331993324
"9","GB41223",26,14,50,38,38,74,27,18,30,46,46,45,0.527989589297869,2.15999005890203,2.39429040721707,0.0318632862924262,0.999921604372794,-4.4312329293629
"10","GB41326",35,21,113,172,129,60,37,25,26,80,148,48,0.947649909439338,2.91319677163801,2.43476289512625,0.0295120584080309,0.999921604372794,-4.38183328239898
"11","GB41339",34,43,80,82,180,71,352,337,788,95,906,170,-1.82102772469062,4.30151724607254,-3.17493457018722,0.00704884267901771,0.999921604372794,-4.17135072174035
"12","GB41754",450,228,356,905,746,807,414,272,383,507,624,850,0.611711921966948,5.99523798494891,2.75638258409053,0.0159247211566519,0.999921604372794,-4.21743110784892
"13","GB41760",594,206,3094,3577,6190,7003,3027,4056,11014,17473,7424,10980,-1.65817091402993,8.95345703348707,-2.83793285942324,0.0135961733164612,0.999921604372794,-4.36570466145212
"14","GB42146",1183,392,1370,1919,1721,1735,995,351,920,1348,1545,1501,0.783269966415381,7.15703855848145,2.86605071634829,0.0128735261046325,0.999921604372794,-4.26711007404425
"15","GB42355",336,219,811,876,1330,869,751,988,1776,1275,1331,1447,-0.535804519721163,6.80519465398726,-2.58795380474647,0.0220316904496743,0.999921604372794,-4.30331555837032
"16","GB42468",475,294,768,1180,1326,1408,498,613,797,706,1128,1407,0.414626536320638,6.67171591915162,2.66934192250765,0.0188400249008619,0.999921604372794,-4.27586962088149
"17","GB42551",93,56,123,291,271,253,128,55,101,141,120,211,0.870010339485709,4.10302035918377,3.51231478675988,0.00364767402797242,0.999921604372794,-4.07225977195675
"18","GB42637",61,12,33,43,69,47,76,284,366,49,356,170,-1.66897526413134,3.38730403704619,-2.90848481224343,0.0118539203949492,0.999921604372794,-4.28437981698877
"19","GB42741",263,178,2109,3637,2818,1832,2818,2255,7098,6664,1960,4590,-1.47562981360804,8.02545779113783,-2.61648339434741,0.0208573713909705,0.999921604372794,-4.35760622503404
"20","GB43292",11,3,15,8,18,15,14,17,32,27,34,22,-0.68132206613725,1.02857985757498,-2.3890414737059,0.0321810103325982,0.999921604372794,-4.4784663349658
"21","GB43310",35,16,540,383,1219,851,796,245,2241,2480,2004,2131,-1.87666599838636,6.10559407532268,-2.48013983752798,0.0270734254746771,0.999921604372794,-4.31480954863499
"22","GB43311",11,4,30,24,126,99,60,42,70,172,116,197,-1.14215580808748,2.72183907441745,-2.68554978614615,0.0182603831048399,0.999921604372794,-4.36370307719838
"23","GB43362",167,61,183,347,176,460,121,30,164,240,107,195,1.14619823901531,4.29196556412253,2.94131442612245,0.0111200867584658,0.999921604372794,-4.1798776609189
"24","GB43516",23,13,168,77,112,57,108,291,486,273,81,268,-1.41831287419969,3.78707858594103,-2.5564302998611,0.0234036267734351,0.999921604372794,-4.31572402710603
"25","GB43778",38,30,75,114,137,124,57,92,179,231,235,288,-0.625602683972743,3.79378136053007,-2.62805042049432,0.0203987400614468,0.999921604372794,-4.28356753135959
"26","GB43779",4,1,16,17,32,14,21,25,27,17,54,33,-0.939199394779267,1.08899027353329,-2.51164707985847,0.0254952384568293,0.999921604372794,-4.46568311132629
"27","GB43784",21,9,76,80,168,105,89,250,238,117,355,206,-1.2100396911171,3.68217609552579,-3.24384294794079,0.00616082733449168,0.999921604372794,-4.19425745441917
"28","GB43916",10,5,15,27,26,33,16,10,9,6,16,21,0.937743243274387,0.887701320960803,3.02104478120143,0.0095195610293926,0.999921604372794,-4.4300846924385
"29","GB43991",10,8,30,29,41,55,29,31,43,83,97,61,-0.636314674616048,2.17619958519357,-2.66327551459534,0.019061548971464,0.999921604372794,-4.39832614640143
"30","GB44002",154,59,181,81,213,193,92,94,81,99,175,88,0.834858694252083,3.89753246854186,2.89861524978112,0.0120837248274694,0.999921604372794,-4.21447758799207
"31","GB44420",191,114,402,609,817,811,389,170,172,408,466,636,0.672274617077358,5.53192664113553,2.47937915993061,0.0271126644578629,0.999921604372794,-4.26548577718286
"32","GB44455",13,13,92,41,74,274,105,304,784,170,747,133,-1.87639351058477,3.89655592686958,-2.96091436003632,0.0107035466359318,0.999921604372794,-4.24814308882091
"33","GB44585",797,452,1926,1956,3863,2867,2380,2645,3113,2190,4125,4599,-0.5659777398662,8.13241073087031,-2.48613861200484,0.0267658882371791,0.999921604372794,-4.38056394429111
"34","GB44686",32,16,37,27,44,44,17,16,30,43,28,32,0.679433102688649,1.90386554072059,2.63107772522286,0.0202803320529949,0.999921604372794,-4.4159400825399
"35","GB44939",314,392,541,765,972,1282,395,398,400,556,839,1194,0.626580902658873,6.26730382926169,2.97821179896313,0.0103487726412194,0.999921604372794,-4.1853844340547
"36","GB45096",32,28,40,61,64,74,37,20,31,50,47,57,0.701355601559684,2.45171578044518,3.22054346626042,0.00644781709418828,0.999921604372794,-4.30529076823971
"37","GB45115",549,316,1222,1339,1642,1294,802,1695,2904,2215,2263,2989,-0.660689836482463,7.43081056986814,-2.86299993548397,0.0129500696625685,0.999921604372794,-4.28678897382936
"38","GB45145",188,97,352,427,624,753,380,470,547,571,1011,846,-0.410229633987222,5.83659760850593,-2.42992841779865,0.0297839364814446,0.999921604372794,-4.29286573818959
"39","GB45248",173,122,797,685,1360,2351,1291,1374,2465,805,2385,2423,-1.1779006004094,6.96702620679233,-2.78921487440438,0.0149436785095104,0.999921604372794,-4.27658982993204
"40","GB45335",410,809,239,970,714,531,286,284,411,614,430,280,1.12421213965665,5.8552576572016,2.43110784218022,0.0297173886908782,0.999921604372794,-4.28799145527976
"41","GB45797",33,4,99,239,533,227,13,0,0,130,57,166,3.29878570650037,2.09071777201984,2.62830960129591,0.0203885764384944,0.999921604372794,-4.41964201723187
"42","GB46095",63,34,90,163,159,151,95,29,95,127,78,107,0.733633103074381,3.50006830729511,2.64416108415047,0.0197762237081245,0.999921604372794,-4.29879159417459
"43","GB46223",2189,1177,2710,1824,4492,1986,3585,144,246,3442,965,611,1.9465396542493,7.40742628030354,2.44945546117783,0.0287002900376924,0.999921604372794,-4.35744359517708
"44","GB46236",88,28,653,180,943,632,1635,3821,1998,1552,1661,450,-2.27538644743776,6.28372754422032,-3.45974914305353,0.00404133667045607,0.999921604372794,-4.13838913064801
"45","GB46249",117,50,172,182,175,234,164,85,101,180,119,178,0.567256200867506,4.12855856380597,2.44433267361975,0.0289808671136276,0.999921604372794,-4.29484709435716
"46","GB46366",7567,1672,4310,5186,4279,9070,1993,923,3837,5540,3683,7874,1.07311361969456,8.96473122509071,2.58733796042878,0.0220577322093669,0.999921604372794,-4.39640942673876
"47","GB46469",14,11,39,92,34,38,29,17,12,22,28,38,0.874950134224178,1.77122429650171,2.49340930584587,0.0263976412061714,0.999921604372794,-4.43848248098826
"48","GB46541",787,371,1104,865,1707,1653,987,1409,1833,1787,3305,2826,-0.483477818666557,7.42311945600777,-2.6717996104632,0.0187509931275073,0.999921604372794,-4.31900470214587
"49","GB47141",10,8,22,30,47,23,21,29,54,59,59,85,-0.762328114336792,1.97722990180596,-3.01656751130651,0.00960306212464957,0.999921604372794,-4.37010217535416
"50","GB47482",73,51,166,148,243,285,165,253,256,277,354,431,-0.53816303161247,4.63990880315075,-3.50529101027351,0.00369794847809741,0.999921604372794,-4.03886634858881
"51","GB47546",1039,224,7074,3312,9192,7565,9987,15854,26589,11197,21866,3551,-1.97894306819968,9.5316504865759,-2.827587173877,0.013871972027968,0.999921604372794,-4.38967184172628
"52","GB47580",20,75,89,146,334,186,132,164,583,449,358,447,-1.08227482517544,4.52690989543218,-2.65752067687218,0.0192740350282641,0.999921604372794,-4.24452093575387
"53","GB47805",288,221,5408,905,1965,1679,6281,11390,10197,4554,8285,826,-2.15013481417826,8.21047666884123,-2.94861291757665,0.0109631398701348,0.999921604372794,-4.31916085438009
"54","GB48310",5,4,39,38,88,89,22,279,280,97,396,100,-1.74898998155174,2.93389019334264,-2.46231131762143,0.0280075845816756,0.999921604372794,-4.39122690650696
"55","GB48481",203,66,278,268,503,631,338,367,503,595,732,966,-0.578978490365907,5.59667155008136,-2.92292411630314,0.011525455713176,0.999921604372794,-4.17233183376948
"56","GB48509",1,4,11,7,8,11,9,18,19,15,35,16,-1.03862815109546,0.425237415976648,-2.79210846522871,0.0148601100316608,0.999921604372794,-4.4631891630168
"57","GB48820",1071,302,2484,1048,5070,1959,3218,12822,7079,1582,9887,2233,-1.37303219807412,8.36592241261245,-2.40572920495653,0.0311812174053297,0.999921604372794,-4.4027852141172
"58","GB49109",89,26,100,134,404,322,167,242,402,219,540,480,-0.747358968056052,4.67250739793063,-2.40902595133112,0.0309872416678358,0.999921604372794,-4.29174426488633
"59","GB49110",77,46,154,134,329,268,163,235,412,227,509,384,-0.627657696629494,4.69474718972443,-2.81304603957624,0.014268918171567,0.999921604372794,-4.19170672780617
